"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",8,14,6,99,121,71,76,NA,3733,2656
"2",5,3,5,99,193,46,163,NA,1078,2227
"3",4,99,4,8,82,NA,279,81,1630,1827
"4",5,6,4,99,50,28,25,NA,2114,1573
"5",4,99,4,8,442,NA,364,81,1990,1912
"6",5,3,4,99,324,32,203,NA,1064,1751
"7",4,6,4,99,175,28,213,NA,1723,1761
"8",6,14,4,99,20,71,227,NA,2600,1775
"9",5,14,4,99,401,71,112,NA,2465,1660
"10",6,14,7,99,58,71,149,NA,2638,3245
"11",4,14,4,99,74,71,266,NA,1622,1814
"12",7,14,7,99,253,71,301,NA,3349,3397
"13",4,14,5,99,356,145,69,NA,1904,2133
"14",4,14,6,99,364,71,381,NA,1912,2961
"15",5,99,4,99,101,NA,315,NA,2165,1863
"16",4,99,4,8,123,NA,183,81,1671,1731
"17",8,5,4,7,97,6,385,24,2070,1933
"18",4,14,5,99,194,71,321,NA,1742,2385
"19",7,14,5,99,77,71,33,NA,3173,2097
"20",4,14,3,99,231,145,302,NA,1779,1334
"21",5,99,3,8,75,NA,448,81,2139,1480
"22",4,6,6,99,142,28,216,NA,1690,2796
"23",6,4,4,99,89,45,382,NA,1593,1930
"24",4,99,4,8,62,NA,126,81,1610,1674
"25",4,14,5,3,187,71,213,34,1735,1066
"26",5,14,5,6,150,71,273,78,2214,2337
"27",5,3,5,99,11,39,213,NA,1071,2277
"28",4,14,5,6,281,71,268,78,1829,2332
"29",8,99,5,8,10,NA,199,81,3622,2263
"30",5,99,4,6,92,NA,365,66,2156,1913
"31",5,99,4,8,154,NA,142,81,2218,1690
"32",5,14,99,6,26,71,NA,59,2090,2639
"33",4,99,4,8,41,NA,105,81,1589,1653
"34",4,7,6,4,394,72,319,12,1942,1560
"35",4,14,5,6,205,71,198,78,1753,2262
"36",4,14,4,99,332,145,270,NA,1880,1818
"37",5,14,5,99,279,71,163,NA,2343,2227
"38",6,14,4,99,192,145,441,NA,2772,1989
"39",5,3,4,99,193,34,111,NA,1066,1659
"40",4,99,5,99,208,NA,99,NA,1756,2163
"41",5,14,99,6,128,71,NA,78,2192,2658
"42",5,99,4,8,100,NA,381,81,2164,1929
"43",5,14,4,6,77,71,304,78,2141,1852
"44",4,99,5,6,35,NA,269,66,1583,2333
"45",4,99,8,99,3,NA,234,NA,1551,3846
"46",3,99,4,99,442,NA,299,NA,1474,1847
"47",4,99,4,8,81,NA,114,81,1629,1662
"48",6,99,6,99,54,NA,55,NA,2634,2635
"49",5,6,5,99,19,28,88,NA,2083,2152
"50",3,99,5,99,404,NA,91,NA,1436,2155
"51",6,14,8,99,252,71,246,NA,2832,3858
"52",9,14,6,99,328,145,67,NA,4456,2647
"53",6,99,5,99,77,NA,425,NA,2657,2489
"54",5,3,5,8,102,4,229,81,1036,2293
"55",4,14,4,99,193,71,172,NA,1741,1720
"56",5,14,4,99,112,145,372,NA,2176,1920
"57",4,99,3,99,187,NA,463,NA,1735,1495
"58",4,14,4,99,227,145,6,NA,1775,1554
"59",4,99,7,8,157,NA,177,81,1705,3273
"60",5,14,10,99,98,71,133,NA,2162,4777
"61",6,4,5,99,54,29,258,NA,1577,2322
"62",8,14,4,99,97,71,307,NA,3709,1855
"63",99,5,4,99,NA,65,238,NA,2129,1786
"64",4,14,4,99,450,71,181,NA,1998,1729
"65",4,99,4,8,191,NA,248,81,1739,1796
"66",4,6,6,4,299,28,216,62,1847,1610
"67",4,99,4,8,352,NA,410,81,1900,1958
"68",5,14,4,99,7,145,380,NA,2071,1928
"69",6,99,4,99,32,NA,109,NA,2612,1657
"70",5,3,3,99,101,5,460,NA,1037,1492
"71",5,14,5,99,206,71,118,NA,2270,2182
"72",6,99,5,99,162,NA,173,NA,2742,2237
"73",5,99,4,99,206,NA,39,NA,2270,1587
"74",5,14,8,99,290,71,63,NA,2354,3675
"75",99,99,6,99,NA,NA,174,NA,NA,2754
"76",6,14,5,99,113,71,303,NA,2693,2367
"77",6,14,5,99,191,71,434,NA,2771,2498
"78",6,14,5,99,187,71,318,NA,2767,2382
"79",5,14,5,7,11,71,181,24,2075,2245
"80",4,14,4,6,144,71,211,78,1692,1759
"81",4,6,6,4,33,28,125,49,1581,1597
"82",7,14,5,6,95,71,210,78,3191,2274
"83",4,99,5,8,224,NA,92,81,1772,2156
"84",99,6,4,99,NA,28,215,NA,2608,1763
"85",5,14,4,6,77,71,53,78,2141,1601
"86",4,14,99,7,130,71,NA,24,1678,3120
"87",4,6,4,99,161,28,258,NA,1709,1806
"88",5,14,8,99,159,145,232,NA,2223,3844
"89",5,14,5,99,236,71,125,NA,2300,2189
"90",5,99,4,8,102,NA,162,81,2166,1710
"91",4,14,4,99,298,71,89,NA,1846,1637
"92",6,14,4,99,90,71,86,NA,2670,1634
"93",4,14,3,99,162,145,410,NA,1710,1442
"94",4,99,5,8,122,NA,376,81,1670,2440
"95",3,99,3,99,444,NA,448,NA,1476,1480
"96",6,4,4,99,192,50,358,NA,1598,1906
"97",4,99,4,8,183,NA,169,81,1731,1717
"98",4,6,4,99,177,28,192,NA,1725,1740
"99",4,14,4,99,185,71,2,NA,1733,1550
"100",11,99,4,99,51,NA,257,NA,5211,1805
"101",6,14,3,99,89,145,361,NA,2669,1393
"102",4,99,4,99,392,NA,75,NA,1940,1623
"103",99,7,5,99,NA,72,349,NA,3168,2413
"104",99,14,7,99,NA,145,291,NA,6853,3387
"105",4,14,7,99,353,71,233,NA,1901,3329
"106",4,99,4,8,339,NA,427,81,1887,1975
"107",6,14,4,99,59,71,192,NA,2639,1740
"108",4,14,3,99,100,71,442,NA,1648,1474
"109",7,14,5,99,301,71,289,NA,3397,2353
"110",4,99,3,99,191,NA,460,NA,1739,1492
"111",8,3,5,7,97,46,16,24,1078,2080
"112",4,99,4,6,191,NA,61,66,1739,1609
"113",3,99,3,99,398,NA,377,NA,1430,1409
"114",6,3,5,3,32,40,95,6,1072,1038
"115",5,99,7,8,68,NA,223,81,2132,3319
"116",8,14,6,4,140,71,319,43,3752,1591
"117",4,14,4,99,317,71,336,NA,1865,1884
"118",4,14,7,3,230,145,78,32,1778,1064
"119",4,99,4,8,243,NA,278,81,1791,1826
"120",5,3,4,99,11,40,146,NA,1072,1694
"121",99,4,4,99,NA,19,49,NA,1567,1597
"122",4,99,4,99,88,NA,15,NA,1636,1563
"123",5,99,3,8,166,NA,353,81,2230,1385
"124",5,14,5,99,106,145,112,NA,2170,2176
"125",4,6,3,99,125,28,397,NA,1673,1429
"126",4,99,7,99,174,NA,370,NA,1722,3466
"127",5,99,4,8,206,NA,108,81,2270,1656
"128",4,7,5,99,225,72,162,NA,1773,2226
"129",4,99,5,99,138,NA,46,NA,1686,2110
"130",99,3,4,99,NA,25,396,NA,1057,1944
"131",4,99,4,8,187,NA,36,81,1735,1584
"132",8,14,4,99,182,145,298,NA,3794,1846
"133",5,14,7,5,210,71,206,35,2274,2099
"134",4,99,4,8,143,NA,189,81,1691,1737
"135",5,14,4,99,21,71,152,NA,2085,1700
"136",4,99,5,8,148,NA,135,81,1696,2199
"137",6,14,4,6,14,71,118,78,2594,1666
