"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"50",5,99,6,99,142,NA,88,NA,2206,2668
"51",4,99,4,12,404,NA,120,150,1952,1668
"52",4,99,5,6,14,NA,170,3,1562,2234
"53",5,99,6,12,96,NA,66,150,2160,2646
"54",5,99,5,12,250,NA,263,150,2314,2327
"55",4,99,10,6,49,NA,45,21,1597,2601
"56",4,99,5,12,231,NA,22,150,1779,2086
"57",4,99,4,12,136,NA,78,150,1684,1626
"58",4,99,5,6,137,NA,132,21,1685,2196
"59",4,99,4,12,68,NA,24,150,1616,1572
"60",4,99,6,12,379,NA,190,150,1927,2770
"61",5,99,4,6,368,NA,5,3,2432,1553
"62",4,99,4,5,245,NA,281,64,1793,1829
"63",5,99,7,4,245,NA,362,58,2309,1606
"64",5,99,4,6,100,NA,6,3,2164,1554
"65",5,99,4,12,264,NA,85,150,2328,1633
"66",4,99,4,12,222,NA,143,150,1770,1691
"67",4,99,4,6,126,NA,126,3,1674,1674
"68",4,99,5,6,216,NA,70,83,1764,2134
"69",7,4,4,12,382,34,344,150,1582,1892
"70",5,99,5,99,93,NA,282,NA,2157,2346
"71",4,99,5,12,128,NA,172,150,1676,2236
"72",4,99,4,12,25,NA,69,150,1573,1617
"73",5,99,4,6,107,NA,133,21,2171,1681
"74",7,99,5,12,101,NA,206,150,3197,2270
"75",9,99,6,12,101,NA,337,150,4229,2917
"76",5,99,4,12,98,NA,74,150,2162,1622
"77",5,99,4,6,228,NA,175,3,2292,1723
"78",7,99,5,99,57,NA,155,NA,3153,2219
"79",8,4,5,12,275,21,173,150,1569,2237
"80",4,99,7,12,98,NA,219,150,1646,3315
"81",4,99,5,12,19,NA,234,150,1567,2298
"82",6,99,4,12,335,NA,198,150,2915,1746
"83",4,99,6,99,336,NA,163,NA,1884,2743
"84",4,99,5,3,424,NA,385,44,1972,1076
"85",4,99,4,6,341,NA,266,54,1889,1814
"86",4,99,4,12,163,NA,103,150,1711,1651
"87",5,99,5,6,244,NA,337,54,2308,2401
"88",5,99,5,6,217,NA,177,54,2281,2241
"89",4,99,5,3,39,NA,391,37,1587,1069
"90",4,99,5,6,257,NA,123,3,1805,2187
"91",6,99,5,6,128,NA,140,83,2708,2204
"92",4,99,4,99,315,NA,59,NA,1863,1607
"93",5,99,4,12,67,NA,46,150,2131,1594
"94",4,99,6,12,133,NA,76,150,1681,2656
"95",4,99,4,6,218,NA,261,83,1766,1809
"96",4,99,8,99,281,NA,113,NA,1829,3725
"97",5,99,10,4,62,NA,45,57,2126,1605
"98",5,99,5,6,51,NA,56,21,2115,2120
"99",5,99,5,3,89,NA,101,39,2153,1071
"100",10,99,5,6,113,NA,50,3,4757,2114
"101",5,99,4,5,251,NA,89,64,2315,1637
"102",6,99,5,99,149,NA,169,NA,2729,2233
"103",4,99,10,5,144,NA,45,44,1692,2108
"104",7,99,5,6,382,NA,366,21,3478,2430
"105",5,99,4,12,116,NA,57,150,2180,1605
"106",10,5,6,12,113,42,238,150,2106,2818
"107",6,99,1,99,220,NA,370,NA,2800,886
"108",5,3,3,12,118,28,431,150,1060,1463
"109",5,99,4,12,71,NA,20,150,2135,1568
"110",4,99,4,12,170,NA,19,150,1718,1567
"111",4,99,4,6,440,NA,366,3,1988,1914
"112",5,99,6,12,387,NA,62,150,2451,2642
"113",4,99,4,6,130,NA,60,3,1678,1608
"114",7,99,5,12,70,NA,144,150,3166,2208
"115",5,99,4,12,57,NA,104,150,2121,1652
"116",5,99,4,12,51,NA,370,150,2115,1918
"117",4,99,5,99,188,NA,326,NA,1736,2390
"118",4,99,4,12,161,NA,40,150,1709,1588
"119",5,99,4,12,155,NA,92,150,2219,1640
"120",4,99,5,12,13,NA,32,150,1561,2096
"121",4,99,10,3,143,NA,45,15,1691,1047
"122",5,99,4,12,146,NA,76,150,2210,1624
"123",5,99,3,5,203,NA,467,44,2267,1499
"124",4,99,4,12,418,NA,16,150,1966,1564
"125",4,6,4,5,292,52,216,21,1840,1764
"126",8,99,6,12,275,NA,145,150,3887,2725
"127",4,99,6,4,112,NA,402,61,1660,1609
"128",6,99,4,12,156,NA,365,150,2736,1913
"129",4,99,4,12,414,NA,328,150,1962,1876
"130",4,99,4,12,272,NA,233,150,1820,1781
"131",5,99,4,12,165,NA,121,150,2229,1669
"132",6,99,4,6,63,NA,314,3,2643,1862
"133",4,99,5,12,186,NA,203,150,1734,2267
"134",7,99,5,99,85,NA,50,NA,3181,2114
"135",6,99,5,6,132,NA,34,3,2712,2098
"136",4,99,4,12,27,NA,177,150,1575,1725
"137",5,99,4,99,154,NA,241,NA,2218,1789
"138",5,99,6,12,61,NA,162,150,2125,2742
"139",4,99,4,12,348,NA,183,150,1896,1731
"140",5,99,5,12,20,NA,61,150,2084,2125
"141",3,99,10,4,127,NA,45,36,1159,1584
"142",5,99,5,12,172,NA,189,150,2236,2253
"143",7,99,7,12,390,NA,266,150,3486,3362
"144",8,99,5,99,55,NA,77,NA,3667,2141
"145",4,99,5,12,343,NA,64,150,1891,2128
"146",5,99,10,6,254,NA,45,3,2318,2583
"147",7,99,6,12,91,NA,141,150,3187,2721
"148",5,99,4,6,258,NA,346,54,2322,1894
"149",4,99,4,12,404,NA,180,150,1952,1728
"150",5,99,4,99,158,NA,191,NA,2222,1739
"151",7,99,5,99,67,NA,136,NA,3163,2200
"152",4,99,5,6,32,NA,145,3,1580,2209
"153",4,6,5,12,226,47,107,150,1774,2171
"154",4,99,4,12,67,NA,2,150,1615,1550
"155",5,99,4,99,34,NA,227,NA,2098,1775
"156",7,99,4,12,90,NA,100,150,3186,1648
"157",6,99,5,6,18,NA,104,3,2598,2168
"158",4,99,5,12,204,NA,10,150,1752,2074
"159",6,99,6,12,142,NA,26,150,2722,2606
"160",4,99,5,12,69,NA,391,150,1617,2455
"161",6,99,5,12,21,NA,66,150,2601,2130
"162",9,5,10,5,101,25,45,21,2089,2085
"163",5,99,5,12,147,NA,101,150,2211,2165
"164",4,6,5,12,142,52,4,150,1690,2068
"165",4,99,10,4,155,NA,45,38,1703,1586
"166",5,99,6,12,247,NA,150,150,2311,2730
"167",4,99,5,99,343,NA,172,NA,1891,2236
"168",4,99,4,12,75,NA,13,150,1623,1561
"169",6,99,4,6,36,NA,89,3,2616,1637
"170",4,99,4,12,3,NA,345,150,1551,1893
"171",6,99,4,12,109,NA,188,150,2689,1736
"172",5,99,4,12,229,NA,207,150,2293,1755
"173",10,99,5,99,315,NA,168,NA,4959,2232
"174",5,99,4,12,0,NA,255,150,2064,1803
"175",4,99,5,12,40,NA,54,150,1588,2118
"176",5,99,4,12,56,NA,359,150,2120,1907
"177",6,99,4,12,215,NA,209,150,2795,1757
"178",4,99,5,12,284,NA,256,150,1832,2320
"179",4,99,4,5,209,NA,395,44,1757,1943
"180",4,99,4,12,358,NA,203,150,1906,1751
"181",4,99,4,12,106,NA,65,150,1654,1613
"182",5,99,7,99,358,NA,129,NA,2422,3225
"183",5,99,6,12,71,NA,48,150,2135,2628
"184",4,5,4,12,102,42,313,150,1650,1861
"185",4,99,6,12,102,NA,158,150,1650,2738
"186",5,99,6,12,150,NA,111,150,2214,2691
"187",5,99,4,12,72,NA,136,150,2136,1684
"188",5,99,6,12,187,NA,55,150,2251,2635
"189",4,99,4,12,260,NA,36,150,1808,1584
"190",4,99,8,6,395,NA,113,54,1943,2634
"191",5,99,4,12,325,NA,300,150,2389,1848
"192",4,99,5,12,155,NA,290,150,1703,2354
"193",4,99,4,12,119,NA,208,150,1667,1756
"194",5,99,5,12,73,NA,110,150,2137,2174
"195",4,99,10,12,78,NA,45,150,1626,4689
"196",4,99,4,6,312,NA,179,83,1860,1727
"197",5,99,6,12,123,NA,95,150,2187,2675
"198",4,99,10,3,427,NA,45,43,1975,1075
"199",4,99,4,6,128,NA,240,3,1676,1788
"200",5,99,4,6,131,NA,123,3,2195,1671
"201",4,99,5,12,315,NA,56,150,1863,2120
"202",4,99,4,12,73,NA,109,150,1621,1657
"203",6,99,3,6,143,NA,460,3,2723,1492
"204",6,99,4,6,199,NA,254,54,2779,1802
"205",4,99,5,12,93,NA,186,150,1641,2250
"206",3,99,5,12,316,NA,241,150,1348,2305
"207",4,99,4,6,194,NA,363,3,1742,1911
"208",4,99,5,12,61,NA,164,150,1609,2228
"209",5,99,4,12,109,NA,189,150,2173,1737
"210",4,99,4,12,21,NA,202,150,1569,1750
"211",7,5,5,12,167,79,96,150,2143,2160
"212",4,99,4,12,169,NA,334,150,1717,1882
"213",6,3,4,12,21,29,14,150,1061,1562
"214",5,99,5,12,62,NA,36,150,2126,2100
"215",4,99,10,4,59,NA,45,21,1607,1569
"216",5,99,7,12,430,NA,362,150,2494,3458
"217",4,99,4,6,449,NA,193,21,1997,1741
"218",5,99,6,99,133,NA,174,NA,2197,2754
"219",7,99,4,12,60,NA,250,150,3156,1798
"220",5,99,4,12,118,NA,11,150,2182,1559
"221",6,99,5,12,150,NA,127,150,2730,2191
"222",4,99,5,12,289,NA,407,150,1837,2471
"223",4,99,5,6,318,NA,135,3,1866,2199
"224",5,99,6,12,47,NA,402,150,2111,2982
"225",6,4,10,3,21,28,45,43,1576,1075
"226",6,3,4,12,21,11,197,150,1043,1745
"227",4,99,4,12,420,NA,378,150,1968,1926
"228",4,99,4,12,149,NA,373,150,1697,1921
"229",6,99,4,12,251,NA,218,150,2831,1766
"230",4,99,4,6,254,NA,59,21,1802,1607
"231",7,99,5,12,371,NA,183,150,3467,2247
"232",6,99,5,12,49,NA,141,150,2629,2205
"233",4,99,6,99,251,NA,271,NA,1799,2851
"234",5,99,4,12,135,NA,293,150,2199,1841
"235",6,99,5,99,106,NA,14,NA,2686,2078
"236",5,99,5,12,163,NA,25,150,2227,2089
"237",7,99,5,12,167,NA,60,150,3263,2124
"238",4,99,8,5,311,NA,113,78,1859,2142
"239",4,99,4,12,30,NA,219,150,1578,1767
"240",5,99,10,5,104,NA,45,73,2168,2137
