"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",5,99,3,99,234,NA,130,NA,2298,1162
"2",5,6,8,4,107,23,374,34,2171,1582
"3",2,99,5,2,467,NA,202,16,983,532
"4",3,99,4,99,189,NA,14,NA,1221,1562
"5",3,99,3,99,431,NA,267,NA,1463,1299
"6",3,6,4,99,436,23,148,NA,1468,1696
"7",3,99,3,99,7,NA,109,NA,1039,1141
"8",4,99,6,3,173,NA,71,27,1721,1059
"9",4,99,3,99,164,NA,390,NA,1712,1422
"10",3,99,3,6,314,NA,293,44,1346,1325
"11",3,99,4,99,65,NA,133,NA,1097,1681
"12",3,99,5,99,179,NA,308,NA,1211,2372
"13",3,99,4,99,149,NA,59,NA,1181,1607
"14",3,99,4,99,269,NA,377,NA,1301,1925
"15",3,99,3,99,144,NA,125,NA,1176,1157
"16",4,99,6,99,367,NA,41,NA,1915,2621
"17",5,6,5,99,367,23,257,NA,2431,2321
"18",3,6,3,99,7,23,298,NA,1039,1330
"19",3,99,3,99,227,NA,68,NA,1259,1100
"20",4,99,3,99,51,NA,175,NA,1599,1207
"21",4,99,2,6,183,NA,459,44,1731,975
"22",99,8,7,99,NA,56,377,NA,3668,3473
"23",3,99,3,99,459,NA,21,NA,1491,1053
"24",3,8,7,4,305,56,377,20,1337,1568
"25",99,5,5,99,NA,57,107,NA,2121,2171
"26",3,6,3,99,169,23,46,NA,1201,1078
"27",5,99,6,99,297,NA,340,NA,2361,2920
"28",3,99,4,2,209,NA,215,13,1241,529
"29",4,99,3,99,289,NA,300,NA,1837,1332
"30",99,4,4,2,NA,8,427,14,1556,530
"31",5,3,3,99,369,44,153,NA,1076,1185
"32",3,99,3,99,164,NA,220,NA,1196,1252
"33",3,99,9,4,220,NA,123,40,1252,1588
"34",3,99,4,99,63,NA,239,NA,1095,1787
"35",3,99,3,99,101,NA,436,NA,1133,1468
"36",3,99,3,99,56,NA,97,NA,1088,1129
"37",3,99,3,99,84,NA,346,NA,1116,1378
"38",5,99,4,99,40,NA,95,NA,2104,1643
"39",4,8,7,4,237,56,377,32,1785,1580
"40",3,99,4,99,284,NA,198,NA,1316,1746
"41",99,5,4,99,NA,75,26,NA,2139,1574
"42",3,99,4,99,43,NA,76,NA,1075,1624
"43",5,99,3,99,345,NA,6,NA,2409,1038
"44",3,6,3,99,259,23,323,NA,1291,1355
"45",3,6,6,99,286,23,244,NA,1318,2824
"46",4,2,3,99,332,14,318,NA,530,1350
"47",4,2,2,99,364,9,469,NA,525,985
"48",3,99,3,99,204,NA,82,NA,1236,1114
"49",4,99,9,4,18,NA,123,36,1566,1584
"50",3,99,3,99,7,NA,428,NA,1039,1460
"51",3,99,5,99,225,NA,177,NA,1257,2241
"52",3,99,3,99,136,NA,311,NA,1168,1343
"53",3,99,3,99,301,NA,392,NA,1333,1424
"54",3,99,3,99,10,NA,357,NA,1042,1389
"55",3,99,3,99,393,NA,89,NA,1425,1121
"56",5,3,8,99,343,29,374,NA,1061,3986
"57",3,99,3,99,429,NA,223,NA,1461,1255
"58",4,99,3,99,50,NA,215,NA,1598,1247
"59",3,8,4,99,124,56,245,NA,1156,1793
"60",3,99,11,99,6,NA,192,NA,1038,5352
"61",4,99,3,4,161,NA,387,36,1709,1419
"62",4,99,3,99,159,NA,320,NA,1707,1352
"63",5,3,4,99,291,24,100,NA,1056,1648
"64",3,99,3,99,188,NA,205,NA,1220,1237
"65",4,99,3,99,123,NA,160,NA,1671,1192
"66",5,99,3,99,166,NA,386,NA,2230,1418
"67",3,99,4,99,335,NA,324,NA,1367,1872
"68",4,99,4,99,330,NA,192,NA,1878,1740
"69",3,99,3,6,271,NA,185,44,1303,1217
"70",3,99,3,6,255,NA,32,44,1287,1064
"71",3,6,5,6,361,23,72,44,1393,2136
"72",4,99,6,99,218,NA,71,NA,1766,2651
"73",4,99,3,99,295,NA,108,NA,1843,1140
"74",2,99,3,6,458,NA,109,44,974,1141
"75",4,99,3,99,332,NA,420,NA,1880,1452
"76",5,99,3,99,127,NA,306,NA,2191,1338
"77",3,6,3,99,355,23,187,NA,1387,1219
"78",3,99,3,99,200,NA,239,NA,1232,1271
"79",4,99,3,99,364,NA,44,NA,1912,1076
"80",3,99,10,99,421,NA,189,NA,1453,4833
"81",3,6,3,99,30,23,152,NA,1062,1184
"82",5,6,3,6,343,23,148,44,2407,1180
"83",3,99,3,4,17,NA,290,36,1049,1322
"84",5,99,4,99,315,NA,73,NA,2379,1621
"85",3,6,4,6,264,23,7,44,1296,1555
"86",3,99,3,99,52,NA,160,NA,1084,1192
"87",3,99,8,3,388,NA,374,11,1420,1043
"88",3,99,6,99,128,NA,399,NA,1160,2979
"89",5,3,3,99,388,43,107,NA,1075,1139
"90",3,99,3,99,252,NA,50,NA,1284,1082
"91",4,6,2,99,252,23,438,NA,1800,954
"92",3,6,3,6,376,23,149,44,1408,1181
"93",5,99,4,99,135,NA,425,NA,2199,1973
"94",4,99,3,99,398,NA,309,NA,1946,1341
"95",3,99,3,4,244,NA,107,36,1276,1139
"96",3,99,11,2,34,NA,192,6,1066,522
"97",3,99,3,99,316,NA,190,NA,1348,1222
"98",3,99,3,99,163,NA,67,NA,1195,1099
"99",3,99,3,99,202,NA,90,NA,1234,1122
"100",5,99,4,99,168,NA,39,NA,2232,1587
"101",3,99,4,99,148,NA,18,NA,1180,1566
"102",5,99,3,6,203,NA,58,44,2267,1090
"103",4,6,3,4,80,23,336,34,1628,1368
"104",99,6,4,6,NA,23,85,44,2603,1633
"105",3,99,4,99,209,NA,232,NA,1241,1780
"106",3,99,3,99,209,NA,80,NA,1241,1112
"107",4,99,2,99,97,NA,464,NA,1645,980
"108",3,99,3,99,208,NA,97,NA,1240,1129
"109",5,6,3,99,291,23,408,NA,2355,1440
"110",3,99,3,99,63,NA,205,NA,1095,1237
"111",3,99,3,99,94,NA,126,NA,1126,1158
"112",4,6,3,6,212,23,439,44,1760,1471
"113",3,5,3,99,329,57,71,NA,1361,1103
"114",3,99,3,99,9,NA,67,NA,1041,1099
"115",5,99,3,99,219,NA,103,NA,2283,1135
"116",3,99,3,99,427,NA,64,NA,1459,1096
"117",3,99,3,99,136,NA,128,NA,1168,1160
"118",4,99,4,99,115,NA,212,NA,1663,1760
"119",3,99,4,99,109,NA,111,NA,1141,1659
"120",5,2,4,99,343,7,302,NA,523,1850
"121",4,99,4,99,42,NA,107,NA,1590,1655
"122",4,99,2,99,264,NA,455,NA,1812,971
"123",3,99,2,99,310,NA,454,NA,1342,970
"124",4,6,4,6,133,23,309,44,1681,1857
"125",3,99,3,99,200,NA,144,NA,1232,1176
"126",3,99,9,99,179,NA,123,NA,1211,4251
"127",4,99,3,99,65,NA,276,NA,1613,1308
"128",4,99,3,99,150,NA,133,NA,1698,1165
"129",5,6,5,99,26,23,221,NA,2090,2285
"130",3,99,3,99,130,NA,118,NA,1162,1150
"131",3,99,3,99,119,NA,167,NA,1151,1199
"132",4,99,6,99,99,NA,31,NA,1647,2611
"133",3,6,8,4,91,23,374,7,1123,1555
"134",4,99,3,99,250,NA,35,NA,1798,1067
"135",5,6,3,99,388,23,125,NA,2452,1157
"136",2,6,3,6,455,23,268,44,971,1300
"137",3,99,3,4,173,NA,81,36,1205,1113
"138",3,99,3,99,128,NA,43,NA,1160,1075
"139",5,99,4,2,122,NA,194,9,2186,525
"140",5,99,3,99,397,NA,213,NA,2461,1245
"141",3,99,3,99,454,NA,28,NA,1486,1060
"142",4,2,4,99,118,10,286,NA,526,1834
"143",6,99,5,99,228,NA,186,NA,2808,2250
"144",6,99,3,99,390,NA,21,NA,2970,1053
"145",4,2,3,99,114,9,153,NA,525,1185
"146",3,99,5,99,348,NA,206,NA,1380,2270
"147",3,99,3,99,338,NA,367,NA,1370,1399
"148",3,99,3,99,430,NA,390,NA,1462,1422
"149",3,99,3,99,287,NA,46,NA,1319,1078
"150",4,99,3,99,78,NA,426,NA,1626,1458
"151",6,4,5,6,76,26,349,44,1574,2413
"152",3,99,6,99,329,NA,147,NA,1361,2727
"153",6,99,3,4,72,NA,155,40,2652,1187
"154",3,99,2,99,436,NA,478,NA,1468,994
"155",3,99,3,99,277,NA,128,NA,1309,1160
"156",3,99,4,99,170,NA,110,NA,1202,1658
"157",3,99,3,4,382,NA,428,40,1414,1460
"158",3,99,3,99,92,NA,98,NA,1124,1130
"159",3,99,6,99,341,NA,123,NA,1373,2703
"160",4,99,4,99,130,NA,214,NA,1678,1762
"161",6,99,3,99,76,NA,155,NA,2656,1187
"162",5,99,6,99,255,NA,153,NA,2319,2733
"163",5,3,3,99,234,19,362,NA,1051,1394
"164",8,99,6,3,139,NA,41,41,3751,1073
"165",3,99,4,99,142,NA,375,NA,1174,1923
"166",3,99,3,99,60,NA,272,NA,1092,1304
"167",3,99,3,99,324,NA,111,NA,1356,1143
"168",3,99,3,99,109,NA,87,NA,1141,1119
"169",4,99,5,2,14,NA,64,6,1562,522
"170",4,99,3,99,114,NA,29,NA,1662,1061
"171",5,99,3,99,332,NA,113,NA,2396,1145
"172",4,99,3,99,83,NA,222,NA,1631,1254
"173",4,99,4,99,139,NA,9,NA,1687,1557
"174",5,99,3,99,245,NA,230,NA,2309,1262
"175",3,99,3,99,12,NA,441,NA,1044,1473
"176",3,99,3,99,214,NA,114,NA,1246,1146
"177",4,99,3,99,442,NA,232,NA,1990,1264
"178",5,99,4,99,213,NA,137,NA,2277,1685
"179",3,99,3,4,161,NA,135,40,1193,1167
"180",3,99,4,2,122,NA,436,24,1154,540
"181",3,99,3,99,23,NA,206,NA,1055,1238
"182",3,99,3,99,122,NA,143,NA,1154,1175
"183",3,99,4,99,155,NA,111,NA,1187,1659
"184",3,6,5,2,124,23,127,21,1156,537
"185",3,99,3,99,43,NA,58,NA,1075,1090
"186",3,99,4,99,282,NA,91,NA,1314,1639
"187",3,99,6,3,143,NA,340,16,1175,1048
"188",3,99,3,99,84,NA,163,NA,1116,1195
"189",3,99,3,99,35,NA,76,NA,1067,1108
"190",3,99,4,99,12,NA,122,NA,1044,1670
"191",4,6,4,99,121,23,216,NA,1669,1764
"192",3,99,3,99,57,NA,45,NA,1089,1077
"193",2,99,2,99,446,NA,481,NA,962,997
"194",3,99,2,99,59,NA,448,NA,1091,964
"195",3,99,11,7,92,NA,192,9,1124,3105
"196",3,6,3,99,184,23,292,NA,1216,1324
"197",3,99,4,99,44,NA,368,NA,1076,1916
"198",3,6,5,2,233,23,166,12,1265,528
"199",3,99,5,7,144,NA,86,9,1176,2150
"200",3,99,5,99,212,NA,235,NA,1244,2299
"201",3,99,3,99,145,NA,253,NA,1177,1285
"202",2,99,5,99,461,NA,66,NA,977,2130
