"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",7,99,2,99,224,NA,456,NA,3320,972
"2",2,4,2,6,420,57,380,69,936,896
"3",2,99,3,99,473,NA,35,NA,989,1067
"4",2,99,3,99,421,NA,65,NA,937,1097
"5",3,99,2,99,128,NA,227,NA,1160,743
"6",2,99,2,6,324,NA,376,69,840,892
"7",3,99,4,2,96,NA,125,6,1128,522
"8",3,99,2,99,250,NA,438,NA,1282,954
"9",3,99,8,6,199,NA,289,69,1231,2649
"10",10,2,3,99,57,9,303,NA,525,1335
"11",3,99,6,99,107,NA,145,NA,1139,2725
"12",2,99,4,99,420,NA,185,NA,936,1733
"13",2,99,3,99,417,NA,329,NA,933,1361
"14",2,99,2,6,378,NA,351,69,894,867
"15",2,99,2,99,335,NA,360,NA,851,876
"16",2,4,3,2,431,57,289,19,947,535
"17",3,99,2,99,280,NA,355,NA,1312,871
"18",3,99,2,99,98,NA,455,NA,1130,971
"19",3,99,2,99,267,NA,460,NA,1299,976
"20",2,99,5,2,428,NA,152,7,944,523
"21",3,99,2,99,39,NA,370,NA,1071,886
"22",3,99,3,99,25,NA,289,NA,1057,1321
"23",2,99,2,6,476,NA,382,69,992,898
"24",3,99,2,3,252,NA,466,32,1284,982
"25",3,99,3,5,239,NA,63,13,1271,1095
"26",2,99,2,3,406,NA,400,6,922,916
"27",2,99,2,6,412,NA,373,69,928,889
"28",2,99,5,99,390,NA,335,NA,906,2399
"29",10,99,3,99,57,NA,224,NA,4701,1256
"30",2,99,2,99,356,NA,427,NA,872,943
"31",6,99,3,2,300,NA,338,20,2880,536
"32",2,99,3,99,376,NA,217,NA,892,1249
"33",3,99,2,99,54,NA,396,NA,1086,912
"34",2,99,3,99,467,NA,261,NA,983,1293
"35",2,99,2,99,445,NA,365,NA,961,881
"36",3,99,4,99,140,NA,315,NA,1172,1863
"37",2,99,4,99,391,NA,393,NA,907,1941
"38",10,2,2,99,57,21,404,NA,537,920
"39",2,99,3,6,382,NA,55,69,898,1087
"40",2,99,5,3,431,NA,307,32,947,1064
"41",3,99,3,99,416,NA,132,NA,1448,1164
"42",3,99,3,99,7,NA,165,NA,1039,1197
"43",2,99,2,99,426,NA,465,NA,942,981
"44",3,99,6,99,14,NA,77,NA,1046,2657
"45",4,99,2,99,383,NA,408,NA,1931,924
"46",5,99,3,99,255,NA,40,NA,2319,1072
"47",2,4,4,99,403,32,287,NA,919,1835
"48",2,99,2,99,409,NA,450,NA,925,966
"49",4,99,2,6,224,NA,405,69,1772,921
"50",4,99,4,99,280,NA,348,NA,1828,1896
"51",3,99,3,2,29,NA,328,10,1061,526
"52",3,4,2,6,15,57,420,69,1047,936
"53",3,99,3,2,293,NA,345,12,1325,528
"54",7,4,3,2,324,57,322,6,1605,522
"55",4,99,3,99,446,NA,110,NA,1994,1142
"56",2,99,2,99,353,NA,465,NA,869,981
"57",3,99,2,99,68,NA,406,NA,1100,922
"58",2,99,2,99,413,NA,392,NA,929,908
"59",3,99,2,99,355,NA,416,NA,1387,932
"60",2,99,6,99,399,NA,90,NA,915,2670
"61",6,99,3,99,184,NA,147,NA,2764,1179
"62",2,99,2,6,349,NA,431,69,865,947
"63",3,99,2,99,367,NA,257,NA,1399,773
"64",2,99,3,99,354,NA,232,NA,870,1264
"65",6,2,3,99,113,7,227,NA,523,1259
"66",3,99,5,3,308,NA,307,9,1340,1041
"67",7,2,3,99,151,10,31,NA,526,1063
"68",4,99,4,99,306,NA,173,NA,1854,1721
"69",2,99,2,6,415,NA,338,69,931,854
"70",6,2,3,99,184,20,341,NA,536,1373
"71",2,99,2,99,405,NA,400,NA,921,916
"72",4,99,3,99,83,NA,235,NA,1631,1267
"73",3,99,2,99,284,NA,371,NA,1316,887
"74",4,2,2,99,354,5,390,NA,521,906
"75",3,99,2,99,11,NA,342,NA,1043,858
"76",2,99,8,3,395,NA,289,21,911,1053
"77",2,99,2,99,480,NA,396,NA,996,912
"78",2,99,3,99,394,NA,260,NA,910,1292
"79",3,99,2,99,32,NA,396,NA,1064,912
"80",3,99,3,99,279,NA,102,NA,1311,1134
"81",12,2,3,99,240,6,233,NA,522,1265
"82",2,99,2,99,250,NA,364,NA,766,880
"83",4,99,4,99,257,NA,5,NA,1805,1553
"84",4,99,2,99,59,NA,397,NA,1607,913
"85",2,99,3,99,400,NA,203,NA,916,1235
"86",3,99,2,99,107,NA,379,NA,1139,895
"87",4,99,2,99,142,NA,348,NA,1690,864
"88",2,99,3,99,327,NA,260,NA,843,1292
"89",4,2,3,99,83,7,179,NA,523,1211
"90",2,99,3,2,413,NA,373,25,929,541
"91",5,99,3,99,152,NA,252,NA,2216,1284
"92",2,99,2,99,381,NA,416,NA,897,932
"93",2,99,3,99,463,NA,48,NA,979,1080
"94",2,99,2,99,297,NA,319,NA,813,835
"95",6,2,2,99,113,21,352,NA,537,868
"96",2,99,2,99,477,NA,411,NA,993,927
"97",3,99,2,99,19,NA,378,NA,1051,894
"98",3,99,3,99,263,NA,327,NA,1295,1359
"99",2,99,2,99,324,NA,464,NA,840,980
"100",2,99,2,99,338,NA,352,NA,854,868
"101",4,2,2,99,59,13,292,NA,529,808
"102",2,99,2,99,417,NA,392,NA,933,908
"103",3,99,2,99,165,NA,378,NA,1197,894
"104",6,99,3,99,356,NA,20,NA,2936,1052
"105",2,99,2,99,418,NA,319,NA,934,835
"106",4,99,2,99,354,NA,432,NA,1902,948
"107",10,4,2,99,57,32,400,NA,1580,916
"108",2,99,8,2,421,NA,289,6,937,522
"109",6,99,2,99,50,NA,432,NA,2630,948
"110",2,99,3,99,415,NA,63,NA,931,1095
"111",2,99,2,99,413,NA,385,NA,929,901
"112",2,99,3,99,398,NA,14,NA,914,1046
"113",3,99,3,99,128,NA,125,NA,1160,1157
"114",2,99,3,99,403,NA,6,NA,919,1038
"115",2,4,2,99,340,32,276,NA,856,792
"116",2,99,3,99,441,NA,146,NA,957,1178
"117",2,99,3,99,423,NA,81,NA,939,1113
"118",2,99,4,99,413,NA,282,NA,929,1830
"119",3,99,2,99,377,NA,367,NA,1409,883
"120",3,99,2,99,226,NA,371,NA,1258,887
"121",2,99,2,99,385,NA,475,NA,901,991
"122",3,99,2,99,177,NA,421,NA,1209,937
"123",3,99,2,99,156,NA,464,NA,1188,980
"124",3,99,2,99,217,NA,391,NA,1249,907
"125",2,99,2,99,379,NA,373,NA,895,889
"126",2,99,2,6,463,NA,417,69,979,933
"127",2,99,2,99,426,NA,452,NA,942,968
"128",2,99,2,99,335,NA,358,NA,851,874
"129",4,99,3,99,236,NA,195,NA,1784,1227
"130",2,99,2,6,461,NA,310,69,977,826
"131",2,99,2,3,444,NA,440,9,960,956
"132",6,99,5,99,113,NA,385,NA,2693,2449
"133",2,99,2,99,405,NA,394,NA,921,910
"134",2,99,2,99,376,NA,391,NA,892,907
"135",3,99,3,2,53,NA,322,19,1085,535
"136",3,99,3,99,216,NA,364,NA,1248,1396
"137",2,99,2,99,379,NA,408,NA,895,924
"138",2,99,4,2,429,NA,75,31,945,547
"139",2,4,2,99,426,32,318,NA,942,834
"140",3,99,2,99,349,NA,398,NA,1381,914
"141",2,99,2,99,303,NA,274,NA,819,790
"142",2,99,2,99,407,NA,383,NA,923,899
"143",3,99,2,99,70,NA,333,NA,1102,849
"144",7,99,4,2,324,NA,40,12,3420,528
"145",2,99,3,99,321,NA,154,NA,837,1186
"146",6,2,3,99,300,27,82,NA,543,1114
"147",4,99,3,99,360,NA,91,NA,1908,1123
"148",5,99,3,99,22,NA,35,NA,2086,1067
"149",3,99,3,99,72,NA,165,NA,1104,1197
"150",5,99,2,99,407,NA,469,NA,2471,985
"151",3,99,2,99,119,NA,394,NA,1151,910
"152",3,99,2,99,120,NA,420,NA,1152,936
"153",2,99,2,99,351,NA,450,NA,867,966
"154",2,99,2,3,394,NA,426,6,910,942
"155",4,99,3,99,347,NA,192,NA,1895,1224
"156",2,99,2,6,275,NA,330,69,791,846
"157",2,4,2,99,408,32,375,NA,924,891
"158",2,99,2,99,351,NA,400,NA,867,916
"159",7,99,2,99,151,NA,447,NA,3247,963
"160",2,99,7,99,427,NA,60,NA,943,3156
"161",3,99,2,6,21,NA,402,69,1053,918
"162",4,2,2,99,383,6,429,NA,522,945
"163",3,99,5,99,253,NA,307,NA,1285,2371
"164",2,4,2,99,407,32,330,NA,923,846
"165",2,99,3,2,395,NA,393,11,911,527
"166",2,99,2,99,457,NA,455,NA,973,971
"167",4,99,2,99,400,NA,373,NA,1948,889
"168",2,99,2,99,438,NA,448,NA,954,964
"169",3,99,3,99,432,NA,315,NA,1464,1347
"170",2,99,3,99,398,NA,14,NA,914,1046
"171",2,99,3,99,402,NA,296,NA,918,1328
"172",2,99,2,99,430,NA,435,NA,946,951
"173",2,99,2,99,398,NA,397,NA,914,913
"174",4,2,3,99,257,23,25,NA,539,1057
"175",6,2,2,99,113,7,401,NA,523,917
"176",3,99,2,99,39,NA,348,NA,1071,864
"177",4,99,3,99,203,NA,291,NA,1751,1323
"178",3,99,3,99,414,NA,15,NA,1446,1047
"179",3,99,2,99,14,NA,333,NA,1046,849
"180",5,99,3,99,348,NA,272,NA,2412,1304
"181",2,99,3,99,413,NA,184,NA,929,1216
"182",2,99,2,99,376,NA,345,NA,892,861
"183",3,99,2,99,174,NA,405,NA,1206,921
"184",3,99,2,3,304,NA,448,6,1336,964
"185",2,99,2,99,471,NA,477,NA,987,993
"186",2,99,3,99,368,NA,462,NA,884,1494
"187",2,99,2,99,433,NA,456,NA,949,972
"188",2,99,5,99,401,NA,73,NA,917,2137
"189",3,99,3,99,261,NA,281,NA,1293,1313
"190",2,4,2,99,471,32,394,NA,987,910
"191",2,99,2,99,432,NA,387,NA,948,903
"192",3,99,2,99,276,NA,357,NA,1308,873
"193",4,2,2,99,354,17,446,NA,533,962
"194",2,99,2,99,361,NA,391,NA,877,907
"195",2,4,2,6,356,57,368,69,872,884
"196",2,99,2,99,464,NA,373,NA,980,889
"197",2,99,2,6,387,NA,443,69,903,959
"198",3,99,5,99,11,NA,170,NA,1043,2234
"199",5,99,2,99,88,NA,463,NA,2152,979
"200",2,99,2,99,345,NA,342,NA,861,858
"201",3,99,4,99,122,NA,158,NA,1154,1706
"202",3,99,3,99,326,NA,119,NA,1358,1151
