"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",3,17,5,99,49,255,106,NA,1081,2170
"2",2,17,2,99,352,255,286,NA,868,802
"3",2,99,3,99,392,NA,124,NA,908,1156
"4",3,99,99,7,226,NA,NA,14,1258,3110
"5",3,99,6,99,87,NA,147,NA,1119,2727
"6",3,17,2,99,231,255,362,NA,1263,878
"7",2,17,3,99,252,255,132,NA,768,1164
"8",2,17,2,99,304,255,235,NA,820,751
"9",7,99,5,99,143,NA,61,NA,3239,2125
"10",3,17,3,4,163,255,118,6,1195,1150
"11",2,17,2,99,197,255,466,NA,713,982
"12",8,99,3,99,356,NA,82,NA,3968,1114
"13",2,99,2,7,350,NA,246,73,866,762
"14",4,99,4,99,36,NA,78,NA,1584,1626
"15",2,99,2,4,305,NA,354,6,821,870
"16",3,99,3,4,307,NA,104,54,1339,1136
"17",3,99,3,7,198,NA,307,73,1230,1339
"18",2,99,3,7,265,NA,368,73,781,1400
"19",5,17,3,99,97,255,458,NA,2161,1490
"20",2,99,2,99,408,NA,281,NA,924,797
"21",3,99,3,7,155,NA,129,73,1187,1161
"22",3,99,3,7,83,NA,173,73,1115,1205
"23",4,99,2,99,126,NA,407,NA,1674,923
"24",3,99,5,99,282,NA,119,NA,1314,2183
"25",2,99,2,99,165,NA,335,NA,681,851
"26",3,99,2,4,148,NA,321,43,1180,837
"27",4,99,7,5,62,NA,41,11,1610,2075
"28",2,99,2,99,441,NA,432,NA,957,948
"29",2,99,3,99,214,NA,88,NA,730,1120
"30",3,99,4,7,250,NA,196,73,1282,1744
"31",2,99,2,99,354,NA,246,NA,870,762
"32",3,99,4,6,175,NA,31,12,1207,1579
"33",2,99,99,7,378,NA,NA,73,894,3169
"34",4,17,2,99,86,255,385,NA,1634,901
"35",3,17,3,99,98,255,201,NA,1130,1233
"36",2,17,2,4,357,255,386,6,873,902
"37",3,17,3,99,81,255,6,NA,1113,1038
"38",7,99,5,99,121,NA,230,NA,3217,2294
"39",3,99,3,99,72,NA,248,NA,1104,1280
"40",3,17,3,99,166,255,403,NA,1198,1435
"41",3,99,3,7,83,NA,73,73,1115,1105
"42",3,17,3,99,331,255,198,NA,1363,1230
"43",6,17,3,99,146,255,53,NA,2726,1085
"44",3,17,3,99,158,255,69,NA,1190,1101
"45",2,99,2,99,465,NA,365,NA,981,881
"46",3,99,3,4,195,NA,64,54,1227,1096
"47",2,99,3,4,246,NA,54,54,762,1086
"48",3,99,3,7,180,NA,21,73,1212,1053
"49",3,99,2,99,49,NA,429,NA,1081,945
"50",3,99,2,7,182,NA,257,73,1214,773
"51",2,99,3,7,456,NA,78,73,972,1110
"52",3,17,5,99,81,255,141,NA,1113,2205
"53",3,17,2,99,120,255,451,NA,1152,967
"54",13,99,3,99,305,NA,130,NA,6497,1162
"55",2,17,3,99,199,255,114,NA,715,1146
"56",3,99,3,99,91,NA,31,NA,1123,1063
"57",2,17,3,99,386,255,66,NA,902,1098
"58",3,17,3,99,190,255,136,NA,1222,1168
"59",2,17,2,99,212,255,280,NA,728,796
"60",3,99,2,7,73,NA,363,73,1105,879
"61",3,99,4,99,55,NA,299,NA,1087,1847
"62",3,17,3,99,78,255,98,NA,1110,1130
"63",2,17,2,99,249,255,288,NA,765,804
"64",3,17,6,99,183,255,244,NA,1215,2824
"65",3,17,2,99,297,255,310,NA,1329,826
"66",3,99,3,7,300,NA,162,73,1332,1194
"67",3,17,4,99,262,255,71,NA,1294,1619
"68",2,99,2,7,291,NA,342,73,807,858
"69",3,99,2,99,89,NA,374,NA,1121,890
"70",3,99,3,99,73,NA,60,NA,1105,1092
"71",3,17,5,99,81,255,78,NA,1113,2142
"72",2,17,2,4,319,255,314,6,835,830
"73",8,5,3,99,40,76,24,NA,2140,1056
"74",2,17,2,99,122,255,310,NA,638,826
"75",3,99,3,4,54,NA,82,54,1086,1114
"76",4,99,3,7,315,NA,122,73,1863,1154
"77",3,17,3,99,195,255,239,NA,1227,1271
"78",3,17,3,99,266,255,81,NA,1298,1113
"79",2,17,2,99,422,255,312,NA,938,828
"80",2,17,2,99,243,255,270,NA,759,786
"81",4,17,6,99,177,255,298,NA,1725,2878
"82",3,17,3,99,59,255,102,NA,1091,1134
"83",2,99,2,4,245,NA,390,54,761,906
"84",3,99,3,99,217,NA,54,NA,1249,1086
"85",3,99,3,4,67,NA,77,54,1099,1109
"86",2,17,3,99,479,255,261,NA,995,1293
"87",2,17,2,99,363,255,229,NA,879,745
"88",2,99,2,4,145,NA,305,43,661,821
"89",3,17,4,99,55,255,319,NA,1087,1867
"90",5,99,3,99,167,NA,76,NA,2231,1108
"91",2,99,2,99,405,NA,479,NA,921,995
"92",5,99,3,99,128,NA,199,NA,2192,1231
"93",3,99,3,7,142,NA,392,73,1174,1424
"94",3,99,2,7,200,NA,460,73,1232,976
"95",2,17,2,99,273,255,286,NA,789,802
"96",4,2,3,7,376,31,194,73,547,1226
"97",5,17,4,99,295,255,50,NA,2359,1598
"98",2,17,6,99,250,255,288,NA,766,2868
"99",2,17,2,99,175,255,171,NA,691,687
"100",4,17,3,99,29,255,77,NA,1577,1109
"101",2,17,2,99,311,255,319,NA,827,835
"102",4,99,2,4,271,NA,256,54,1819,772
"103",3,17,3,99,50,255,83,NA,1082,1115
"104",3,99,3,99,46,NA,388,NA,1078,1420
"105",3,99,3,99,206,NA,23,NA,1238,1055
"106",3,99,3,99,151,NA,140,NA,1183,1172
"107",3,99,5,99,241,NA,184,NA,1273,2248
"108",2,99,2,99,348,NA,356,NA,864,872
"109",3,99,3,7,248,NA,36,73,1280,1068
"110",2,17,2,99,261,255,382,NA,777,898
"111",2,17,3,4,385,255,27,6,901,1059
"112",2,17,2,99,310,255,394,NA,826,910
"113",2,99,3,7,168,NA,131,73,684,1163
"114",2,17,2,4,249,255,356,6,765,872
"115",3,17,3,99,106,255,39,NA,1138,1071
"116",2,99,3,4,408,NA,16,43,924,1048
"117",3,17,3,99,216,255,62,NA,1248,1094
"118",3,17,5,99,206,255,85,NA,1238,2149
"119",2,99,3,99,435,NA,42,NA,951,1074
"120",3,99,3,7,145,NA,163,73,1177,1195
"121",4,99,4,99,65,NA,110,NA,1613,1658
"122",2,99,4,99,470,NA,345,NA,986,1893
"123",2,17,4,2,354,255,201,30,870,546
"124",3,17,2,99,56,255,334,NA,1088,850
"125",2,17,2,99,208,255,132,NA,724,648
"126",3,99,99,4,164,NA,NA,6,1196,1554
"127",2,17,2,99,313,255,384,NA,829,900
"128",7,99,7,4,22,NA,35,43,3118,1591
"129",2,17,2,99,246,255,254,NA,762,770
"130",3,99,5,99,246,NA,39,NA,1278,2103
"131",3,99,3,6,90,NA,149,12,1122,1181
"132",2,99,4,99,468,NA,142,NA,984,1690
"133",2,17,3,99,339,255,251,NA,855,1283
"134",2,17,2,99,317,255,336,NA,833,852
"135",10,99,2,99,308,NA,347,NA,4952,863
"136",3,99,2,7,172,NA,343,73,1204,859
"137",2,17,2,99,317,255,389,NA,833,905
"138",3,17,3,99,169,255,228,NA,1201,1260
"139",4,17,3,99,78,255,102,NA,1626,1134
"140",3,99,2,4,310,NA,346,43,1342,862
"141",2,17,2,99,283,255,315,NA,799,831
"142",3,99,7,99,74,NA,41,NA,1106,3137
"143",3,99,2,99,140,NA,235,NA,1172,751
"144",7,4,5,99,22,31,98,NA,1579,2162
"145",2,17,3,99,361,255,120,NA,877,1152
"146",2,99,2,7,354,NA,463,73,870,979
"147",3,99,3,99,136,NA,63,NA,1168,1095
"148",2,17,2,99,390,255,216,NA,906,732
"149",4,17,2,99,103,255,287,NA,1651,803
"150",3,17,2,99,35,255,420,NA,1067,936
"151",4,99,4,7,195,NA,122,73,1743,1670
"152",3,17,3,99,332,255,86,NA,1364,1118
"153",2,17,2,99,228,255,336,NA,744,852
"154",5,2,3,99,70,26,132,NA,542,1164
"155",3,99,3,4,424,NA,41,54,1456,1073
"156",7,99,5,99,49,NA,430,NA,3145,2494
"157",2,17,2,99,254,255,252,NA,770,768
"158",2,17,2,99,224,255,355,NA,740,871
"159",2,17,3,99,266,255,34,NA,782,1066
"160",6,99,3,7,231,NA,381,73,2811,1413
"161",2,17,4,99,372,255,215,NA,888,1763
"162",2,17,2,99,254,255,306,NA,770,822
"163",3,99,3,7,189,NA,218,73,1221,1250
"164",2,17,2,99,322,255,271,NA,838,787
"165",2,99,4,99,275,NA,425,NA,791,1973
"166",2,99,4,7,239,NA,236,73,755,1784
"167",3,99,3,7,295,NA,249,73,1327,1281
"168",3,99,99,6,76,NA,NA,12,1108,2592
"169",3,17,3,99,108,255,81,NA,1140,1113
"170",2,17,2,99,346,255,373,NA,862,889
"171",2,17,2,4,247,255,242,6,763,758
"172",4,17,3,99,351,255,163,NA,1899,1195
"173",6,17,5,99,133,255,132,NA,2713,2196
"174",99,17,3,99,NA,255,88,NA,8511,1120
"175",2,99,2,99,210,NA,438,NA,726,954
"176",3,99,6,4,101,NA,130,54,1133,1602
"177",3,17,3,99,365,255,138,NA,1397,1170
"178",2,17,2,99,213,255,194,NA,729,710
"179",4,17,3,99,67,255,125,NA,1615,1157
"180",3,99,3,99,198,NA,49,NA,1230,1081
"181",3,17,5,99,44,255,117,NA,1076,2181
"182",3,17,3,99,45,255,220,NA,1077,1252
"183",2,99,2,4,361,NA,183,43,877,699
"184",3,99,3,99,91,NA,106,NA,1123,1138
"185",3,17,4,99,65,255,49,NA,1097,1597
"186",4,99,3,99,130,NA,179,NA,1678,1211
"187",3,99,3,99,106,NA,77,NA,1138,1109
"188",2,17,2,99,467,255,148,NA,983,664
"189",2,99,2,99,212,NA,247,NA,728,763
"190",4,17,3,99,250,255,220,NA,1798,1252
"191",2,17,2,4,151,255,289,6,667,805
"192",2,99,2,99,319,NA,458,NA,835,974
"193",5,17,3,99,70,255,212,NA,2134,1244
"194",2,17,5,99,433,255,304,NA,949,2368
"195",3,17,2,99,10,255,240,NA,1042,756
"196",2,17,2,99,237,255,292,NA,753,808
"197",6,99,2,3,218,NA,422,41,2798,938
"198",3,99,2,4,48,NA,254,54,1080,770
"199",2,17,2,99,162,255,254,NA,678,770
"200",2,17,2,99,371,255,398,NA,887,914
"201",3,99,4,99,52,NA,414,NA,1084,1962
"202",6,99,2,99,67,NA,473,NA,2647,989
"203",2,17,3,99,291,255,114,NA,807,1146
"204",3,99,3,99,38,NA,153,NA,1070,1185
"205",2,99,3,7,244,NA,106,73,760,1138
"206",2,99,2,4,219,NA,467,43,735,983
"207",4,17,3,99,340,255,154,NA,1888,1186
"208",3,99,6,99,70,NA,130,NA,1102,2710
"209",4,17,4,99,107,255,156,NA,1655,1704
"210",4,17,6,4,426,255,298,6,1974,1554
"211",3,99,99,3,198,NA,NA,41,1230,1073
"212",2,17,2,99,285,255,323,NA,801,839
"213",3,17,2,99,111,255,221,NA,1143,737
"214",4,99,4,7,207,NA,340,73,1755,1888
"215",3,17,7,99,117,255,100,NA,1149,3196
"216",2,17,2,99,202,255,206,NA,718,722
"217",2,17,2,99,150,255,271,NA,666,787
"218",2,99,2,99,416,NA,218,NA,932,734
"219",3,17,2,4,359,255,256,6,1391,772
"220",5,17,4,2,174,255,54,11,2238,527
"221",2,17,2,4,397,255,344,6,913,860
"222",5,99,3,4,138,NA,324,54,2202,1356
"223",2,99,6,99,289,NA,97,NA,805,2677
"224",2,99,3,99,464,NA,7,NA,980,1039
"225",2,99,2,4,369,NA,241,43,885,757
"226",8,17,2,99,40,255,479,NA,3652,995
"227",2,99,2,7,75,NA,174,73,591,690
"228",2,17,3,99,432,255,362,NA,948,1394
"229",3,99,2,99,80,NA,205,NA,1112,721
"230",5,99,4,99,171,NA,149,NA,2235,1697
"231",4,99,3,99,77,NA,322,NA,1625,1354
"232",3,99,3,7,105,NA,225,73,1137,1257
"233",4,99,3,99,376,NA,199,NA,1924,1231
"234",2,99,4,99,193,NA,69,NA,709,1617
"235",2,99,2,7,407,NA,396,73,923,912
