"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",3,10,3,99,324,31,94,NA,1356,1126
"2",5,99,4,99,150,NA,182,NA,2214,1730
"3",4,99,6,99,72,NA,373,NA,1620,2953
"4",4,99,5,99,245,NA,259,NA,1793,2323
"5",7,10,9,99,218,31,35,NA,3314,4163
"6",6,99,3,99,47,NA,242,NA,2627,1274
"7",6,4,5,3,36,6,231,33,1554,1065
"8",7,3,4,99,290,22,4,NA,1054,1552
"9",8,99,6,99,266,NA,281,NA,3878,2861
"10",3,99,4,99,163,NA,54,NA,1195,1602
"11",5,99,4,99,358,NA,337,NA,2422,1885
"12",7,4,4,99,7,44,195,NA,1592,1743
"13",8,5,5,99,341,40,159,NA,2104,2223
"14",4,10,4,99,205,31,36,NA,1753,1584
"15",6,13,5,99,166,69,306,NA,2746,2370
"16",4,99,4,99,92,NA,188,NA,1640,1736
"17",4,99,5,99,28,NA,183,NA,1576,2247
"18",5,7,11,99,191,49,76,NA,2255,5236
"19",3,10,7,99,281,31,153,NA,1313,3249
"20",5,99,5,99,204,NA,73,NA,2268,2137
"21",3,13,4,99,221,69,325,NA,1253,1873
"22",4,99,4,99,314,NA,196,NA,1862,1744
"23",4,99,4,99,261,NA,125,NA,1809,1673
"24",5,99,5,99,346,NA,78,NA,2410,2142
"25",99,5,4,99,NA,16,85,NA,2080,1633
"26",5,10,4,99,48,31,121,NA,2112,1669
"27",4,13,4,99,122,69,77,NA,1670,1625
"28",4,13,5,99,234,69,33,NA,1782,2097
"29",4,13,5,3,411,69,207,35,1959,1067
"30",4,99,4,99,344,NA,87,NA,1892,1635
"31",7,99,4,99,7,NA,144,NA,3103,1692
"32",5,10,4,5,101,31,232,2,2165,1780
"33",4,99,7,99,329,NA,93,NA,1877,3189
"34",6,10,4,99,170,31,238,NA,2750,1786
"35",5,99,4,99,83,NA,238,NA,2147,1786
"36",4,99,5,99,17,NA,198,NA,1565,2262
"37",4,13,5,3,185,69,40,35,1733,1067
"38",5,10,5,99,429,31,359,NA,2493,2423
"39",6,13,6,4,227,69,238,17,2807,1565
"40",5,10,5,99,301,31,212,NA,2365,2276
"41",4,99,4,99,278,NA,81,NA,1826,1629
"42",5,99,5,99,176,NA,53,NA,2240,2117
"43",7,99,3,99,201,NA,382,NA,3297,1414
"44",3,99,4,99,114,NA,220,NA,1146,1768
"45",5,99,3,99,189,NA,79,NA,2253,1111
"46",5,13,3,99,169,69,396,NA,2233,1428
"47",5,10,4,6,71,31,272,24,2135,1820
"48",5,3,4,2,250,43,205,20,1075,536
"49",4,99,4,99,273,NA,125,NA,1821,1673
"50",4,13,4,99,157,69,289,NA,1705,1837
"51",4,99,3,99,153,NA,337,NA,1701,1369
"52",5,13,5,99,279,69,215,NA,2343,2279
"53",99,7,5,99,NA,49,73,NA,3145,2137
"54",99,10,5,6,NA,31,36,24,4675,2100
"55",7,99,6,99,73,NA,242,NA,3169,2822
"56",5,99,5,99,26,NA,224,NA,2090,2288
"57",5,99,7,99,53,NA,100,NA,2117,3196
"58",4,99,6,99,49,NA,116,NA,1597,2696
"59",5,3,4,99,255,43,111,NA,1075,1659
"60",7,99,4,99,73,NA,284,NA,3169,1832
"61",3,99,5,99,131,NA,162,NA,1163,2226
"62",4,99,4,99,218,NA,293,NA,1766,1841
"63",4,99,5,99,63,NA,375,NA,1611,2439
"64",5,7,5,99,111,49,42,NA,2175,2106
"65",4,99,5,99,190,NA,286,NA,1738,2350
"66",5,7,5,99,94,49,164,NA,2158,2228
"67",4,5,4,6,6,38,87,24,1554,1635
"68",6,10,4,99,91,31,9,NA,2671,1557
"69",8,99,5,99,341,NA,39,NA,3953,2103
"70",5,7,4,99,255,49,127,NA,2319,1675
"71",99,5,5,6,NA,38,36,24,2102,2100
"72",5,10,4,99,224,31,114,NA,2288,1662
"73",4,10,4,99,110,31,42,NA,1658,1590
"74",4,10,4,99,59,31,47,NA,1607,1595
"75",4,99,4,99,125,NA,389,NA,1673,1937
"76",4,99,4,99,65,NA,37,NA,1613,1585
"77",5,99,4,99,97,NA,231,NA,2161,1779
"78",6,13,4,99,334,69,28,NA,2914,1576
"79",3,4,4,99,238,62,256,NA,1270,1804
"80",3,99,4,99,295,NA,129,NA,1327,1677
"81",5,99,5,99,164,NA,98,NA,2228,2162
"82",5,99,4,99,430,NA,319,NA,2494,1867
"83",4,99,6,4,62,NA,373,16,1610,1564
"84",4,10,4,99,189,31,59,NA,1737,1607
"85",99,3,6,99,NA,39,26,NA,1071,2606
"86",4,7,5,99,335,49,207,NA,1883,2271
"87",4,5,4,6,273,38,54,24,1821,1602
"88",4,13,6,9,24,69,30,62,1572,2610
"89",4,99,6,99,130,NA,144,NA,1678,2724
"90",10,99,5,99,336,NA,431,NA,4980,2495
"91",6,3,3,99,190,44,409,NA,1076,1441
"92",5,99,6,99,64,NA,80,NA,2128,2660
"93",7,10,4,6,88,31,286,24,3184,1834
"94",4,99,4,99,39,NA,223,NA,1587,1771
"95",8,10,4,99,135,31,368,NA,3747,1916
"96",5,99,5,99,338,NA,244,NA,2402,2308
"97",5,99,7,5,142,NA,93,75,2206,2139
"98",4,13,8,9,65,69,188,62,1613,3800
"99",5,13,4,99,76,69,57,NA,2140,1605
"100",4,99,5,99,215,NA,8,NA,1763,2072
"101",7,99,5,99,383,NA,20,NA,3479,2084
"102",5,3,6,4,219,24,39,46,1056,1594
"103",5,3,5,9,169,46,115,62,1078,2179
"104",6,99,5,99,36,NA,231,NA,2616,2295
"105",6,99,5,99,26,NA,132,NA,2606,2196
"106",7,10,7,99,359,31,195,NA,3455,3291
"107",4,10,6,3,6,31,110,45,1554,1077
"108",7,3,4,99,121,31,33,NA,1063,1581
"109",5,99,4,99,395,NA,59,NA,2459,1607
"110",3,13,11,9,461,69,76,62,1493,4190
"111",4,99,5,3,324,NA,50,25,1872,1057
"112",4,99,7,99,280,NA,104,NA,1828,3200
"113",3,99,4,99,434,NA,346,NA,1466,1894
"114",3,99,3,99,318,NA,73,NA,1350,1105
"115",5,13,5,3,62,69,161,13,2126,1045
"116",5,3,5,99,26,29,159,NA,1061,2223
"117",6,13,6,99,168,69,238,NA,2748,2818
"118",5,99,5,99,392,NA,46,NA,2456,2110
"119",4,10,4,6,28,31,228,24,1576,1776
"120",7,13,4,99,9,69,372,NA,3105,1920
"121",4,99,4,99,126,NA,218,NA,1674,1766
"122",3,10,5,3,115,31,16,4,1147,1036
"123",6,10,6,99,405,31,358,NA,2985,2938
"124",7,13,4,99,285,69,118,NA,3381,1666
"125",4,99,5,99,263,NA,101,NA,1811,2165
"126",4,10,7,5,131,31,153,2,1679,2066
"127",5,7,4,99,153,49,133,NA,2217,1681
"128",5,13,4,99,161,69,276,NA,2225,1824
"129",3,99,3,99,127,NA,106,NA,1159,1138
"130",6,4,5,99,227,51,212,NA,1599,2276
"131",5,7,7,99,244,49,91,NA,2308,3187
"132",3,13,5,99,30,69,207,NA,1062,2271
"133",4,5,4,6,152,38,140,24,1700,1688
"134",4,10,4,99,286,31,120,NA,1834,1668
"135",6,10,4,99,236,31,89,NA,2816,1637
"136",4,99,5,3,31,NA,101,29,1579,1061
"137",8,10,4,99,331,31,87,NA,3943,1635
"138",5,99,6,4,336,NA,373,28,2400,1576
"139",5,10,4,6,250,31,167,24,2314,1715
"140",7,13,4,99,290,69,25,NA,3386,1573
"141",5,99,3,99,204,NA,280,NA,2268,1312
"142",5,13,6,99,51,69,176,NA,2115,2756
"143",5,7,3,99,156,49,108,NA,2220,1140
"144",5,99,4,99,319,NA,371,NA,2383,1919
"145",4,10,6,99,147,31,247,NA,1695,2827
"146",3,10,4,99,68,31,76,NA,1100,1624
"147",5,99,99,6,55,NA,NA,24,2119,2604
"148",5,10,4,99,91,31,12,NA,2155,1560
"149",6,99,5,99,206,NA,35,NA,2786,2099
"150",4,13,5,99,105,69,47,NA,1653,2111
"151",4,13,4,99,116,69,232,NA,1664,1780
"152",5,99,4,99,146,NA,70,NA,2210,1618
"153",4,99,4,99,244,NA,13,NA,1792,1561
"154",4,13,5,99,371,69,161,NA,1919,2225
"155",5,99,4,99,48,NA,102,NA,2112,1650
"156",4,99,5,99,277,NA,210,NA,1825,2274
"157",4,99,5,99,27,NA,137,NA,1575,2201
"158",4,99,3,99,123,NA,213,NA,1671,1245
"159",4,13,6,4,161,69,51,18,1709,1566
"160",4,99,6,99,116,NA,9,NA,1664,2589
"161",3,13,5,6,215,69,201,88,1247,2265
"162",5,13,8,99,64,69,235,NA,2128,3847
"163",6,99,6,99,106,NA,21,NA,2686,2601
"164",10,4,5,99,336,55,289,NA,1603,2353
"165",3,10,4,99,85,31,290,NA,1117,1838
"166",5,13,6,99,303,69,51,NA,2367,2631
"167",4,7,5,99,229,49,49,NA,1777,2113
"168",4,99,4,99,121,NA,90,NA,1669,1638
"169",7,10,4,99,121,31,195,NA,3217,1743
"170",5,99,4,6,104,NA,175,24,2168,1723
"171",4,13,5,99,408,69,40,NA,1956,2104
"172",5,10,4,99,337,31,437,NA,2401,1985
"173",99,13,4,99,NA,69,386,NA,6261,1934
"174",99,99,5,99,NA,NA,233,NA,NA,2297
"175",3,10,4,99,353,31,74,NA,1385,1622
"176",4,13,4,99,163,69,123,NA,1711,1671
"177",5,99,3,99,240,NA,306,NA,2304,1338
"178",6,10,3,99,173,31,214,NA,2753,1246
"179",4,13,5,99,427,69,248,NA,1975,2312
"180",4,99,4,99,126,NA,53,NA,1674,1601
"181",5,3,7,99,26,31,317,NA,1063,3413
"182",4,10,4,6,93,31,232,24,1641,1780
"183",3,10,4,6,388,31,27,24,1420,1575
"184",4,10,4,99,65,31,109,NA,1613,1657
"185",7,10,4,6,302,31,148,24,3398,1696
"186",99,4,4,99,NA,46,83,NA,1594,1631
"187",4,13,4,99,55,69,106,NA,1603,1654
"188",4,10,5,99,341,31,21,NA,1889,2085
"189",5,7,5,99,289,49,70,NA,2353,2134
"190",6,10,4,6,173,31,225,24,2753,1773
"191",4,13,4,99,192,69,32,NA,1740,1580
"192",4,99,5,99,223,NA,56,NA,1771,2120
"193",4,99,4,99,104,NA,99,NA,1652,1647
"194",3,99,5,99,335,NA,245,NA,1367,2309
"195",5,99,3,99,234,NA,179,NA,2298,1211
"196",4,13,4,99,52,69,199,NA,1600,1747
"197",5,99,3,99,219,NA,323,NA,2283,1355
"198",7,13,6,4,305,69,238,29,3401,1577
"199",5,3,6,99,392,3,38,NA,1035,2618
"200",4,10,4,6,132,31,140,24,1680,1688
"201",5,99,4,99,2,NA,335,NA,2066,1883
"202",4,99,6,99,376,NA,107,NA,1924,2687
"203",4,99,5,99,129,NA,50,NA,1677,2114
"204",4,13,4,99,378,69,13,NA,1926,1561
"205",4,99,4,99,377,NA,141,NA,1925,1689
"206",7,99,5,99,316,NA,178,NA,3412,2242
"207",5,13,4,99,60,69,115,NA,2124,1663
"208",10,5,5,99,336,15,137,NA,2079,2201
"209",5,99,4,99,258,NA,65,NA,2322,1613
"210",4,10,6,99,136,31,16,NA,1684,2596
"211",5,99,4,99,113,NA,210,NA,2177,1758
"212",4,99,3,99,268,NA,413,NA,1816,1445
"213",3,10,6,99,218,31,110,NA,1250,2690
"214",6,10,4,99,77,31,447,NA,2657,1995
"215",4,13,4,9,319,69,49,62,1867,1597
"216",4,10,5,6,27,31,317,24,1575,2381
"217",4,99,4,99,50,NA,21,NA,1598,1569
"218",4,10,5,99,440,31,16,NA,1988,2080
"219",6,13,5,9,259,69,423,62,2839,2487
"220",4,5,5,6,5,38,333,24,1553,2397
"221",3,10,7,4,90,31,153,54,1122,1602
"222",5,99,4,6,131,NA,290,24,2195,1838
"223",5,13,8,6,114,69,235,88,2178,2668
"224",6,3,5,99,227,11,173,NA,1043,2237
"225",99,4,5,99,NA,62,350,NA,1610,2414
"226",5,99,6,99,305,NA,176,NA,2369,2756
"227",5,99,4,99,231,NA,11,NA,2295,1559
"228",4,13,4,99,345,69,450,NA,1893,1998
"229",5,13,5,99,66,69,230,NA,2130,2294
"230",5,99,6,99,219,NA,39,NA,2283,2619
"231",4,10,3,99,115,31,194,NA,1663,1226
"232",4,13,5,3,245,69,161,37,1793,1069
"233",4,13,4,99,28,69,237,NA,1576,1785
"234",5,13,4,99,159,69,105,NA,2223,1653
"235",5,13,4,6,72,69,193,88,2136,1741
"236",6,99,4,99,190,NA,353,NA,2770,1901
"237",3,99,4,99,120,NA,219,NA,1152,1767
"238",7,4,4,99,121,53,293,NA,1601,1841
"239",3,99,4,99,429,NA,76,NA,1461,1624
"240",4,99,6,99,168,NA,406,NA,1716,2986
