"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"67",5,3,4,5,196,39,165,37,1071,1713
"68",6,9,5,6,173,74,370,46,2753,2434
"69",4,9,8,4,155,74,6,18,1703,1566
"70",3,9,4,99,233,49,449,NA,1265,1997
"71",3,9,3,99,259,74,171,NA,1291,1203
"72",99,7,4,99,NA,91,39,NA,3187,1587
"73",5,9,3,4,170,49,308,16,2234,1340
"74",3,9,3,99,199,49,356,NA,1231,1388
"75",6,9,4,99,101,74,425,NA,2681,1973
"76",3,9,4,7,148,74,315,85,1180,1863
"77",5,9,7,99,241,74,127,NA,2305,3223
"78",3,6,3,6,415,90,312,24,1447,1344
"79",99,9,3,99,NA,49,443,NA,4177,1475
"80",5,9,4,99,135,49,379,NA,2199,1927
"81",4,99,8,6,266,NA,321,6,1814,2586
"82",5,3,3,99,28,39,272,NA,1071,1304
"83",4,9,3,99,306,74,402,NA,1854,1434
"84",5,9,3,99,229,49,383,NA,2293,1415
"85",3,9,3,99,416,49,170,NA,1448,1202
"86",3,9,3,99,322,49,156,NA,1354,1188
"87",3,9,3,99,355,49,126,NA,1387,1158
"88",6,3,6,99,263,45,402,NA,1077,2982
"89",3,99,3,6,219,NA,336,24,1251,1368
"90",3,9,3,99,278,49,167,NA,1310,1199
"91",4,7,5,3,16,91,25,25,1564,1057
"92",3,9,4,99,113,74,371,NA,1145,1919
"93",3,9,3,99,53,49,241,NA,1085,1273
"94",7,9,6,4,338,74,139,6,3434,1554
"95",8,9,6,99,261,74,203,NA,3873,2783
"96",4,7,4,99,324,91,60,NA,1872,1608
"97",6,7,3,99,132,91,212,NA,2712,1244
"98",3,6,4,99,436,8,318,NA,1468,1866
"99",3,9,5,99,269,74,290,NA,1301,2354
"100",4,9,3,99,112,49,229,NA,1660,1261
"101",5,3,5,99,217,36,110,NA,1068,2174
"102",5,9,5,3,286,49,28,6,2350,1038
"103",7,9,4,99,47,49,181,NA,3143,1729
"104",4,9,3,4,412,49,312,19,1960,1344
"105",3,9,4,99,248,74,57,NA,1280,1605
"106",8,6,3,99,254,8,262,NA,2588,1294
"107",4,6,3,6,347,90,289,24,1895,1321
"108",4,2,3,6,351,16,371,19,532,1403
"109",10,99,3,6,52,NA,128,24,4696,1160
"110",3,6,4,99,308,8,6,NA,1340,1554
"111",6,9,5,99,359,74,42,NA,2939,2106
"112",3,9,3,4,352,49,406,19,1384,1438
"113",4,9,99,6,115,74,NA,46,1663,2626
"114",4,7,8,99,178,91,321,NA,1726,3933
"115",6,99,8,6,23,NA,321,92,2603,2672
"116",3,9,5,99,459,74,408,NA,1491,2472
"117",6,4,5,99,354,60,7,NA,1608,2071
"118",3,9,4,7,224,74,86,85,1256,1634
"119",3,9,6,99,280,49,85,NA,1312,2665
"120",3,7,4,2,417,91,169,30,1449,546
"121",3,6,5,99,267,8,84,NA,1299,2148
"122",4,7,8,6,266,91,321,19,1814,2599
"123",3,9,5,99,286,49,28,NA,1318,2092
"124",4,6,6,99,51,8,418,NA,1599,2998
"125",3,7,3,6,184,91,100,19,1216,1132
"126",4,9,6,3,411,74,114,25,1959,1057
"127",3,9,5,99,276,49,222,NA,1308,2286
"128",3,6,3,6,135,90,48,24,1167,1080
"129",4,7,4,6,351,91,191,19,1899,1739
"130",6,9,6,99,263,74,128,NA,2843,2708
"131",3,7,3,6,369,91,159,19,1401,1191
"132",3,6,4,99,464,8,196,NA,1496,1744
"133",6,9,3,99,345,49,315,NA,2925,1347
"134",3,6,3,99,370,8,436,NA,1402,1468
"135",3,5,6,99,387,27,307,NA,1419,2887
"136",5,9,8,4,67,74,6,46,2131,1594
"137",3,9,4,99,447,74,369,NA,1479,1917
"138",3,9,3,99,429,74,230,NA,1461,1262
"139",3,9,3,99,330,49,409,NA,1362,1441
"140",3,99,5,6,208,NA,174,93,1240,2238
"141",3,7,3,99,277,91,54,NA,1309,1086
"142",4,7,3,6,291,91,107,19,1839,1139
"143",3,9,3,99,354,49,200,NA,1386,1232
"144",3,9,5,99,270,74,273,NA,1302,2337
"145",5,7,3,99,28,91,277,NA,2092,1309
"146",4,9,3,99,287,49,279,NA,1835,1311
"147",6,9,5,99,37,74,318,NA,2617,2382
"148",8,6,99,7,254,83,NA,52,2663,3148
"149",7,9,5,99,164,74,20,NA,3260,2084
"150",4,9,3,4,409,49,164,19,1957,1196
"151",3,7,3,99,410,91,175,NA,1442,1207
"152",6,7,5,99,354,91,358,NA,2934,2422
"153",3,9,4,99,302,49,369,NA,1334,1917
"154",5,6,4,6,7,90,384,24,2071,1932
"155",6,3,3,4,18,46,436,19,1078,1468
"156",3,9,4,99,239,49,310,NA,1271,1858
"157",3,7,3,6,247,91,367,19,1279,1399
"158",3,9,4,7,411,74,138,85,1443,1686
"159",6,9,3,99,161,49,304,NA,2741,1336
"160",4,9,6,99,387,49,232,NA,1935,2812
"161",4,9,3,7,403,74,457,85,1951,1489
"162",5,6,3,99,406,8,181,NA,2470,1213
"163",3,7,3,99,410,91,292,NA,1442,1324
"164",4,99,3,6,178,NA,227,6,1726,1259
"165",6,9,3,99,228,49,188,NA,2808,1220
"166",3,7,3,6,188,91,450,19,1220,1482
"167",3,7,3,5,297,91,122,37,1329,1154
"168",6,4,4,99,132,22,378,NA,1570,1926
"169",7,9,5,99,95,74,41,NA,3191,2105
"170",5,9,4,99,224,49,367,NA,2288,1915
"171",5,9,6,99,43,49,232,NA,2107,2812
"172",7,9,8,5,333,74,6,76,3429,2140
"173",3,9,5,3,275,49,363,12,1307,1044
"174",5,9,5,99,314,49,177,NA,2378,2241
"175",3,9,4,99,259,49,274,NA,1291,1822
"176",6,9,3,7,135,74,166,85,2715,1198
"177",3,9,7,99,243,74,127,NA,1275,3223
"178",3,9,4,99,98,49,198,NA,1130,1746
"179",6,9,3,99,328,49,291,NA,2908,1323
"180",6,99,3,6,416,NA,118,93,2996,1150
"181",3,9,6,7,257,74,43,85,1289,2623
"182",4,9,5,99,196,49,262,NA,1744,2326
"183",3,9,3,99,374,49,263,NA,1406,1295
"184",3,7,4,6,321,91,227,19,1353,1775
"185",5,7,3,99,196,91,257,NA,2260,1289
"186",3,5,5,99,395,77,25,NA,1427,2089
"187",4,7,3,99,376,91,306,NA,1924,1338
"188",4,9,4,99,103,49,98,NA,1651,1646
"189",3,9,5,99,313,74,48,NA,1345,2112
"190",3,9,3,99,366,74,299,NA,1398,1331
"191",6,9,3,99,363,49,192,NA,2943,1224
"192",5,7,3,99,193,91,160,NA,2257,1192
"193",5,9,3,99,217,49,104,NA,2281,1136
"194",6,9,5,7,249,74,341,52,2829,2405
"195",5,3,4,7,340,39,299,85,1071,1847
"196",3,9,3,99,222,74,393,NA,1254,1425
"197",4,7,7,99,369,91,400,NA,1917,3496
"198",3,7,4,99,140,91,202,NA,1172,1750
"199",5,9,3,99,352,74,362,NA,2416,1394
"200",4,9,6,99,53,49,112,NA,1601,2692
"201",4,99,3,6,79,NA,305,93,1627,1337
"202",3,7,4,99,307,91,294,NA,1339,1842
"203",5,9,8,99,206,74,6,NA,2270,3618
"204",3,7,4,6,307,91,267,19,1339,1815
"205",3,9,3,99,240,74,362,NA,1272,1394
"206",5,7,6,99,283,91,381,NA,2347,2961
"207",3,7,3,99,97,91,337,NA,1129,1369
"208",6,7,4,99,271,91,10,NA,2851,1558
"209",3,7,4,99,312,91,378,NA,1344,1926
"210",5,9,5,99,82,74,290,NA,2146,2354
"211",3,5,6,99,228,77,106,NA,1260,2686
"212",5,9,3,99,407,74,283,NA,2471,1315
"213",4,9,4,99,2,74,6,NA,1550,1554
"214",4,9,3,4,242,74,330,6,1790,1362
"215",6,9,3,99,114,49,185,NA,2694,1217
"216",4,9,4,99,292,49,381,NA,1840,1929
"217",3,7,4,6,393,91,287,19,1425,1835
"218",3,99,4,6,282,NA,235,24,1314,1783
"219",4,6,3,6,244,90,218,24,1792,1250
"220",8,5,5,99,149,77,405,NA,2141,2469
"221",99,9,5,99,NA,74,391,NA,4202,2455
"222",5,9,6,99,109,49,231,NA,2173,2811
"223",3,9,5,99,320,49,428,NA,1352,2492
"224",3,7,5,6,70,91,400,19,1102,2464
"225",3,9,6,99,311,49,267,NA,1343,2847
"226",5,9,5,99,196,49,25,NA,2260,2089
"227",4,7,5,99,414,91,205,NA,1962,2269
"228",4,9,6,99,22,74,184,NA,1570,2764
"229",5,7,6,99,236,91,138,NA,2300,2718
"230",3,9,5,7,308,74,376,85,1340,2440
"231",8,3,3,99,149,16,111,NA,1048,1143
"232",4,9,5,99,385,74,41,NA,1933,2105
"233",3,4,3,99,194,60,312,NA,1226,1344
"234",5,9,7,99,39,74,274,NA,2103,3370
"235",3,9,3,99,246,49,335,NA,1278,1367
"236",4,9,3,99,396,49,118,NA,1944,1150
"237",6,3,3,99,83,25,406,NA,1057,1438
"238",3,7,3,5,328,91,345,37,1360,1377
"239",3,5,3,99,214,77,124,NA,1246,1156
"240",5,9,5,7,176,74,418,85,2240,2482
