"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"35",4,99,99,4,345,NA,NA,23,1893,1571
"36",5,99,4,99,268,NA,249,NA,2332,1797
"37",13,4,5,99,222,21,190,NA,1569,2254
"38",4,99,6,99,280,NA,299,NA,1828,2879
"39",4,99,6,99,291,NA,331,NA,1839,2911
"40",4,99,6,99,131,NA,205,NA,1679,2785
"41",4,99,4,99,311,NA,250,NA,1859,1798
"42",4,5,4,99,22,72,215,NA,1570,1763
"43",4,99,4,99,298,NA,385,NA,1846,1933
"44",4,7,4,99,280,74,282,NA,1828,1830
"45",4,99,4,99,243,NA,69,NA,1791,1617
"46",4,99,4,99,254,NA,227,NA,1802,1775
"47",6,99,4,99,73,NA,336,NA,2653,1884
"48",5,99,4,99,202,NA,94,NA,2266,1642
"49",6,7,4,99,187,74,296,NA,2767,1844
"50",5,7,4,99,107,74,20,NA,2171,1568
"51",5,99,5,99,92,NA,125,NA,2156,2189
"52",4,99,5,99,20,NA,151,NA,1568,2215
"53",13,7,4,5,222,84,176,42,3180,1724
"54",6,7,4,99,167,84,154,NA,2747,1702
"55",4,99,7,99,344,NA,368,NA,1892,3464
"56",4,99,7,4,246,NA,368,31,1794,1579
"57",4,7,5,99,91,74,30,NA,1639,2094
"58",6,7,5,99,358,74,219,NA,2938,2283
"59",5,99,5,99,238,NA,123,NA,2302,2187
"60",6,99,4,99,163,NA,406,NA,2743,1954
"61",5,6,5,6,344,70,256,34,2408,2320
"62",4,7,5,99,168,74,225,NA,1716,2289
"63",4,99,6,99,248,NA,359,NA,1796,2939
"64",5,7,4,99,66,74,378,NA,2130,1926
"65",4,99,5,99,251,NA,285,NA,1799,2349
"66",6,99,5,99,96,NA,268,NA,2676,2332
"67",4,99,4,5,450,NA,325,7,1998,1873
"68",6,99,4,99,34,NA,335,NA,2614,1883
"69",6,99,5,99,402,NA,323,NA,2982,2387
"70",4,99,4,99,429,NA,136,NA,1977,1684
"71",8,5,5,99,39,19,344,NA,2083,2408
"72",4,99,5,99,237,NA,127,NA,1785,2191
"73",4,7,4,99,409,74,241,NA,1957,1789
"74",5,99,4,99,28,NA,297,NA,2092,1845
"75",4,99,4,99,225,NA,244,NA,1773,1792
"76",5,99,4,99,47,NA,259,NA,2111,1807
"77",6,4,5,6,385,58,86,34,1606,2150
"78",4,99,4,99,361,NA,293,NA,1909,1841
"79",4,99,4,99,152,NA,30,NA,1700,1578
"80",4,99,4,99,58,NA,312,NA,1606,1860
"81",5,99,4,99,388,NA,94,NA,2452,1642
"82",5,99,7,4,361,NA,9,28,2425,1576
"83",4,99,4,99,210,NA,231,NA,1758,1779
"84",5,99,4,99,113,NA,324,NA,2177,1872
"85",99,4,6,99,NA,53,364,NA,1601,2944
"86",4,99,4,99,362,NA,313,NA,1910,1861
"87",6,99,4,99,336,NA,293,NA,2916,1841
"88",4,99,4,6,369,NA,399,34,1917,1947
"89",4,6,6,99,360,70,350,NA,1908,2930
"90",5,99,5,99,45,NA,82,NA,2109,2146
"91",6,99,6,99,153,NA,289,NA,2733,2869
"92",4,99,4,99,206,NA,208,NA,1754,1756
"93",99,6,5,6,NA,70,375,34,2650,2439
"94",4,7,4,99,335,74,359,NA,1883,1907
"95",6,99,5,99,106,NA,213,NA,2686,2277
"96",5,99,4,99,201,NA,254,NA,2265,1802
"97",5,7,4,99,131,74,353,NA,2195,1901
"98",4,99,5,99,391,NA,421,NA,1939,2485
"99",4,99,4,6,329,NA,264,34,1877,1812
"100",4,7,4,99,402,74,246,NA,1950,1794
"101",4,7,7,5,331,74,265,32,1879,2096
"102",4,99,4,99,274,NA,317,NA,1822,1865
"103",5,7,4,99,129,74,310,NA,2193,1858
"104",5,7,5,99,164,74,43,NA,2228,2107
"105",6,99,5,99,195,NA,131,NA,2775,2195
"106",5,99,5,99,277,NA,253,NA,2341,2317
"107",4,99,5,99,220,NA,258,NA,1768,2322
"108",4,99,5,99,350,NA,219,NA,1898,2283
"109",5,99,4,99,409,NA,141,NA,2473,1689
"110",5,7,7,99,104,74,328,NA,2168,3424
"111",5,7,4,99,386,74,35,NA,2450,1583
"112",4,99,5,99,214,NA,155,NA,1762,2219
"113",4,7,5,99,145,74,63,NA,1693,2127
"114",4,99,4,99,284,NA,267,NA,1832,1815
"115",5,99,5,99,376,NA,181,NA,2440,2245
"116",5,99,5,99,367,NA,42,NA,2431,2106
"117",5,7,5,99,202,74,324,NA,2266,2388
"118",4,99,4,99,238,NA,129,NA,1786,1677
"119",3,7,5,99,300,74,250,NA,1332,2314
"120",5,99,4,99,331,NA,248,NA,2395,1796
"121",4,99,5,99,37,NA,176,NA,1585,2240
"122",4,7,5,99,288,74,2,NA,1836,2066
"123",6,99,99,6,385,NA,NA,34,2965,2614
"124",4,99,4,99,248,NA,370,NA,1796,1918
"125",6,99,4,99,284,NA,230,NA,2864,1778
"126",5,99,7,5,243,NA,9,7,2307,2071
"127",5,99,5,99,245,NA,55,NA,2309,2119
"128",4,99,5,99,290,NA,385,NA,1838,2449
"129",5,99,4,99,305,NA,120,NA,2369,1668
"130",4,99,7,5,47,NA,368,42,1595,2106
"131",4,99,5,99,400,NA,427,NA,1948,2491
"132",4,99,99,4,309,NA,NA,43,1857,1591
"133",4,99,6,4,426,NA,202,36,1974,1584
"134",6,99,4,99,322,NA,235,NA,2902,1783
"135",5,99,4,5,169,NA,427,42,2233,1975
"136",4,99,6,4,299,NA,135,28,1847,1576
"137",5,99,6,99,386,NA,202,NA,2450,2782
"138",6,99,4,99,25,NA,243,NA,2605,1791
"139",5,99,4,6,36,NA,11,34,2100,1559
"140",5,7,4,99,87,74,311,NA,2151,1859
"141",6,99,4,5,21,NA,281,42,2601,1829
"142",4,99,5,99,114,NA,5,NA,1662,2069
"143",5,6,4,99,213,70,339,NA,2277,1887
"144",4,5,4,99,220,72,447,NA,1768,1995
"145",5,99,5,99,3,NA,97,NA,2067,2161
"146",4,7,4,99,21,74,266,NA,1569,1814
"147",4,7,4,99,353,74,120,NA,1901,1668
"148",5,99,4,99,386,NA,258,NA,2450,1806
"149",4,7,4,99,240,74,31,NA,1788,1579
"150",4,99,4,99,336,NA,381,NA,1884,1929
"151",4,5,7,4,64,72,265,50,1612,1598
"152",5,99,4,99,73,NA,441,NA,2137,1989
"153",4,99,4,99,442,NA,306,NA,1990,1854
"154",5,99,5,99,220,NA,366,NA,2284,2430
"155",5,99,4,99,254,NA,431,NA,2318,1979
"156",4,7,6,99,246,74,316,NA,1794,2896
"157",7,99,5,99,224,NA,5,NA,3320,2069
"158",5,99,5,99,93,NA,236,NA,2157,2300
"159",4,7,4,99,310,74,258,NA,1858,1806
"160",5,99,5,99,434,NA,331,NA,2498,2395
"161",4,99,5,99,280,NA,341,NA,1828,2405
"162",6,99,6,99,226,NA,376,NA,2806,2956
"163",5,99,4,99,149,NA,261,NA,2213,1809
"164",4,7,4,99,60,74,273,NA,1608,1821
"165",4,7,5,99,215,74,379,NA,1763,2443
"166",5,99,5,99,131,NA,278,NA,2195,2342
"167",7,99,5,99,295,NA,318,NA,3391,2382
"168",4,99,5,99,433,NA,101,NA,1981,2165
"169",5,99,4,99,19,NA,194,NA,2083,1742
"170",4,99,4,99,134,NA,68,NA,1682,1616
"171",4,99,6,99,299,NA,190,NA,1847,2770
"172",5,99,4,5,202,NA,138,42,2266,1686
"173",8,99,4,99,248,NA,289,NA,3860,1837
"174",13,99,6,99,222,NA,135,NA,6414,2715
"175",4,99,4,99,305,NA,277,NA,1853,1825
"176",7,99,4,99,43,NA,250,NA,3139,1798
"177",6,99,4,99,92,NA,255,NA,2672,1803
"178",6,99,4,99,395,NA,149,NA,2975,1697
"179",8,99,4,99,39,NA,111,NA,3651,1659
"180",4,7,4,99,284,74,232,NA,1832,1780
"181",4,99,6,99,50,NA,67,NA,1598,2647
"182",4,6,5,99,282,70,324,NA,1830,2388
"183",13,5,4,99,222,72,243,NA,2136,1791
"184",4,99,5,99,154,NA,180,NA,1702,2244
"185",13,7,4,99,222,74,88,NA,3170,1636
"186",5,99,5,99,26,NA,353,NA,2090,2417
"187",4,99,5,99,350,NA,142,NA,1898,2206
"188",4,99,6,99,332,NA,9,NA,1880,2589
"189",6,99,5,99,68,NA,306,NA,2648,2370
"190",4,99,4,99,289,NA,252,NA,1837,1800
"191",4,7,4,99,295,74,365,NA,1843,1913
"192",4,99,4,99,122,NA,293,NA,1670,1841
"193",5,7,4,99,264,74,156,NA,2328,1704
"194",4,99,5,99,343,NA,218,NA,1891,2282
"195",5,99,4,99,393,NA,364,NA,2457,1912
"196",4,99,4,99,263,NA,292,NA,1811,1840
"197",13,5,5,99,222,22,86,NA,2086,2150
"198",5,99,4,99,282,NA,270,NA,2346,1818
"199",4,5,4,99,95,72,233,NA,1643,1781
"200",4,99,4,99,438,NA,243,NA,1986,1791
"201",4,6,6,99,417,70,95,NA,1965,2675
"202",4,99,5,99,306,NA,283,NA,1854,2347
"203",4,99,5,99,238,NA,358,NA,1786,2422
"204",5,99,4,99,180,NA,326,NA,2244,1874
"205",4,99,5,99,288,NA,168,NA,1836,2232
"206",4,99,4,5,239,NA,166,42,1787,1714
"207",6,99,4,6,254,NA,318,34,2834,1866
"208",5,7,4,99,10,74,290,NA,2074,1838
"209",4,7,7,99,53,74,265,NA,1601,3361
"210",5,99,7,4,202,NA,368,45,2266,1593
"211",4,99,4,99,331,NA,295,NA,1879,1843
"212",5,99,5,99,309,NA,181,NA,2373,2245
"213",4,99,5,99,182,NA,274,NA,1730,2338
"214",5,99,6,99,207,NA,244,NA,2271,2824
"215",4,99,7,5,336,NA,368,11,1884,2075
"216",4,7,5,99,53,74,320,NA,1601,2384
"217",4,7,4,99,32,74,76,NA,1580,1624
"218",4,99,4,99,437,NA,119,NA,1985,1667
"219",4,7,4,99,212,74,294,NA,1760,1842
"220",4,99,5,99,328,NA,104,NA,1876,2168
"221",5,7,4,99,155,74,95,NA,2219,1643
"222",6,99,4,99,182,NA,409,NA,2762,1957
"223",7,4,6,99,43,36,131,NA,1584,2711
"224",4,99,4,99,234,NA,60,NA,1782,1608
"225",4,99,5,99,228,NA,213,NA,1776,2277
"226",6,4,5,99,68,45,77,NA,1593,2141
"227",4,6,5,99,397,70,217,NA,1945,2281
"228",5,99,4,99,249,NA,254,NA,2313,1802
"229",4,99,3,99,438,NA,414,NA,1986,1446
"230",4,99,4,99,358,NA,231,NA,1906,1779
"231",4,99,5,99,278,NA,278,NA,1826,2342
"232",5,99,4,99,295,NA,326,NA,2359,1874
"233",4,7,4,99,85,74,277,NA,1633,1825
"234",6,99,6,99,265,NA,71,NA,2845,2651
"235",5,99,7,5,381,NA,368,42,2445,2106
"236",5,6,5,99,390,70,188,NA,2454,2252
"237",4,99,4,99,206,NA,314,NA,1754,1862
"238",5,99,6,4,399,NA,244,44,2463,1592
"239",4,5,4,99,265,19,362,NA,1813,1910
"240",7,99,7,99,291,NA,9,NA,3387,3105
