"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"39",5,99,5,99,87,NA,241,NA,2151,2305
"40",6,7,5,99,379,103,319,NA,2959,2383
"41",5,99,9,7,269,NA,282,18,2333,3114
"42",5,99,6,8,145,NA,67,127,2209,2647
"43",7,99,6,10,364,NA,209,80,3460,2789
"44",4,7,7,99,234,103,327,NA,1782,3423
"45",4,99,4,99,264,NA,412,NA,1812,1960
"46",7,5,7,5,243,45,236,57,2109,2121
"47",4,6,4,10,118,61,277,80,1666,1825
"48",5,99,8,10,177,NA,220,80,2241,3832
"49",6,99,6,7,260,NA,39,18,2840,2619
"50",4,99,5,8,129,NA,305,127,1677,2369
"51",5,99,5,8,97,NA,123,127,2161,2187
"52",4,99,6,10,338,NA,242,80,1886,2822
"53",5,99,7,99,348,NA,109,NA,2412,3205
"54",5,99,6,10,109,NA,214,80,2173,2794
"55",6,99,6,4,398,NA,224,53,2978,1601
"56",6,99,5,99,92,NA,393,NA,2672,2457
"57",6,99,4,7,84,NA,238,18,2664,1786
"58",4,99,6,99,357,NA,276,NA,1905,2856
"59",4,5,5,99,112,45,67,NA,1660,2131
"60",4,99,99,10,308,NA,NA,80,1856,4724
"61",4,99,5,99,202,NA,68,NA,1750,2132
"62",5,99,4,8,318,NA,143,127,2382,1691
"63",6,99,9,99,373,NA,161,NA,2953,4289
"64",5,7,7,99,75,103,215,NA,2139,3311
"65",6,99,6,7,28,NA,147,18,2608,2727
"66",4,6,4,10,126,61,288,80,1674,1836
"67",4,6,5,10,344,61,153,80,1892,2217
"68",5,99,4,8,49,NA,358,127,2113,1906
"69",4,99,5,99,250,NA,25,NA,1798,2089
"70",4,99,4,99,408,NA,242,NA,1956,1790
"71",4,5,5,99,176,45,350,NA,1724,2414
"72",6,99,6,10,236,NA,177,80,2816,2757
"73",6,99,5,99,341,NA,303,NA,2921,2367
"74",5,99,6,10,102,NA,17,80,2166,2597
"75",6,99,8,6,258,NA,326,69,2838,2649
"76",6,99,4,99,32,NA,145,NA,2612,1693
"77",9,6,4,10,60,61,117,80,2641,1665
"78",7,99,5,99,64,NA,353,NA,3160,2417
"79",4,99,6,10,251,NA,244,80,1799,2824
"80",4,99,9,99,340,NA,282,NA,1888,4410
"81",6,99,5,99,337,NA,380,NA,2917,2444
"82",4,99,5,99,442,NA,433,NA,1990,2497
"83",5,99,4,99,297,NA,245,NA,2361,1793
"84",5,99,5,99,282,NA,256,NA,2346,2320
"85",5,99,5,99,382,NA,253,NA,2446,2317
"86",4,99,99,4,161,NA,NA,55,1709,1603
"87",5,99,5,7,120,NA,402,18,2184,2466
"88",5,99,5,99,302,NA,120,NA,2366,2184
"89",4,99,99,6,326,NA,NA,11,1874,2591
"90",5,99,4,7,324,NA,124,18,2388,1672
"91",6,99,5,99,266,NA,338,NA,2846,2402
"92",5,99,5,99,117,NA,140,NA,2181,2204
"93",8,99,3,99,167,NA,410,NA,3779,1442
"94",6,99,5,7,189,NA,410,18,2769,2474
"95",5,99,3,99,59,NA,360,NA,2123,1392
"96",6,99,5,99,344,NA,221,NA,2924,2285
"97",4,99,4,99,125,NA,430,NA,1673,1978
"98",4,99,4,99,50,NA,49,NA,1598,1597
"99",5,7,4,99,200,103,298,NA,2264,1846
"100",13,99,5,99,241,NA,76,NA,6433,2140
"101",4,99,4,99,259,NA,351,NA,1807,1899
"102",4,99,4,99,390,NA,154,NA,1938,1702
"103",6,99,99,8,261,NA,NA,127,2841,3739
"104",9,99,6,99,60,NA,202,NA,4188,2782
"105",5,99,5,10,267,NA,301,80,2331,2365
"106",4,99,5,99,196,NA,140,NA,1744,2204
"107",6,99,4,99,16,NA,375,NA,2596,1923
"108",3,99,4,99,435,NA,50,NA,1467,1598
"109",8,99,3,99,249,NA,451,NA,3861,1483
"110",4,99,5,10,420,NA,430,80,1968,2494
"111",3,6,4,10,410,61,63,80,1442,1611
"112",5,99,5,7,390,NA,239,18,2454,2303
"113",5,99,4,99,145,NA,220,NA,2209,1768
"114",5,7,5,99,249,103,247,NA,2313,2311
"115",7,99,5,99,243,NA,258,NA,3339,2322
"116",7,99,5,10,324,NA,270,80,3420,2334
"117",3,99,5,3,96,NA,241,46,1128,1078
"118",4,99,4,10,244,NA,354,80,1792,1902
"119",4,99,4,7,339,NA,255,18,1887,1803
"120",7,5,4,8,320,78,234,127,2142,1782
"121",4,99,3,99,125,NA,326,NA,1673,1358
"122",7,99,4,7,349,NA,384,18,3445,1932
"123",6,4,4,99,398,48,314,NA,1596,1862
"124",7,99,5,99,108,NA,112,NA,3204,2176
"125",6,99,4,99,407,NA,107,NA,2987,1655
"126",4,99,5,8,252,NA,80,127,1800,2144
"127",5,99,5,99,392,NA,196,NA,2456,2260
"128",5,99,5,99,319,NA,382,NA,2383,2446
"129",4,7,5,99,189,103,67,NA,1737,2131
"130",4,99,4,99,205,NA,198,NA,1753,1746
"131",4,99,4,99,124,NA,156,NA,1672,1704
"132",5,99,9,5,162,NA,282,78,2226,2142
"133",5,99,5,99,216,NA,216,NA,2280,2280
"134",9,6,5,10,60,69,114,80,2649,2178
"135",6,99,6,7,315,NA,59,18,2895,2639
"136",5,3,4,99,282,25,14,NA,1057,1562
"137",5,99,5,10,102,NA,410,80,2166,2474
"138",7,99,4,8,155,NA,36,127,3251,1584
"139",6,99,4,8,383,NA,205,127,2963,1753
"140",5,99,7,99,273,NA,236,NA,2337,3332
"141",4,5,5,99,326,64,246,NA,1874,2310
"142",4,99,6,99,380,NA,407,NA,1928,2987
"143",6,7,5,99,209,103,226,NA,2789,2290
"144",5,99,6,10,293,NA,55,80,2357,2635
"145",5,99,5,8,222,NA,179,127,2286,2243
"146",6,99,4,8,22,NA,444,127,2602,1992
"147",12,99,8,99,270,NA,7,NA,5946,3619
"148",6,99,6,99,142,NA,241,NA,2722,2821
"149",4,99,5,3,88,NA,296,24,1636,1056
"150",5,6,4,10,295,61,356,80,2359,1904
"151",5,99,5,99,407,NA,218,NA,2471,2282
"152",5,99,7,99,287,NA,126,NA,2351,3222
"153",6,4,4,8,191,2,358,23,1550,1906
"154",5,99,5,10,352,NA,108,80,2416,2172
"155",4,99,5,10,149,NA,102,80,1697,2166
"156",5,99,4,99,292,NA,437,NA,2356,1985
"157",7,99,6,99,304,NA,136,NA,3400,2716
"158",4,99,4,99,99,NA,285,NA,1647,1833
"159",6,99,7,99,341,NA,273,NA,2921,3369
"160",5,99,8,6,227,NA,326,24,2291,2604
"161",8,99,7,99,202,NA,231,NA,3814,3327
"162",8,99,5,99,337,NA,290,NA,3949,2354
"163",6,99,4,99,268,NA,357,NA,2848,1905
"164",8,99,8,99,364,NA,270,NA,3976,3882
"165",4,99,5,8,183,NA,317,127,1731,2381
"166",6,99,8,10,30,NA,326,80,2610,3938
"167",6,4,4,99,268,11,396,NA,1559,1944
"168",6,99,4,99,158,NA,152,NA,2738,1700
"169",4,99,3,99,409,NA,275,NA,1957,1307
"170",4,5,6,10,293,2,262,80,1841,2842
"171",7,99,6,99,115,NA,275,NA,3211,2855
"172",6,99,8,99,190,NA,60,NA,2770,3672
"173",5,99,4,99,276,NA,368,NA,2340,1916
"174",7,99,6,99,218,NA,204,NA,3314,2784
"175",4,99,4,99,239,NA,189,NA,1787,1737
"176",5,99,6,10,46,NA,327,80,2110,2907
"177",7,99,6,10,210,NA,248,80,3306,2828
"178",6,99,7,99,415,NA,67,NA,2995,3163
"179",4,99,5,99,314,NA,99,NA,1862,2163
"180",5,99,4,99,370,NA,298,NA,2434,1846
"181",5,99,5,99,298,NA,325,NA,2362,2389
"182",4,99,5,99,272,NA,288,NA,1820,2352
"183",4,99,99,6,198,NA,NA,13,1746,2593
"184",4,99,5,99,274,NA,66,NA,1822,2130
"185",8,5,5,99,364,61,182,NA,2125,2246
"186",5,99,6,99,368,NA,143,NA,2432,2723
"187",5,99,5,99,185,NA,402,NA,2249,2466
"188",5,99,7,8,86,NA,146,127,2150,3242
"189",4,99,4,99,45,NA,44,NA,1593,1592
"190",4,99,5,99,296,NA,102,NA,1844,2166
"191",5,99,6,8,259,NA,316,23,2323,2896
"192",5,99,6,99,342,NA,330,NA,2406,2910
"193",4,99,5,8,281,NA,158,127,1829,2222
"194",4,99,6,10,218,NA,132,80,1766,2712
"195",8,5,5,99,337,64,89,NA,2128,2153
"196",5,99,5,8,215,NA,432,23,2279,2496
"197",4,99,7,99,439,NA,277,NA,1987,3373
"198",6,99,5,7,93,NA,115,18,2673,2179
"199",13,4,6,99,241,3,266,NA,1551,2846
"200",7,99,6,99,320,NA,224,NA,3416,2804
"201",7,5,5,8,320,31,152,127,2095,2216
"202",4,6,6,10,242,61,216,80,1790,2796
"203",6,99,4,8,333,NA,335,127,2913,1883
"204",7,99,8,6,161,NA,326,76,3257,2656
"205",6,99,9,99,87,NA,328,NA,2667,4456
"206",4,99,4,99,136,NA,103,NA,1684,1651
"207",4,99,99,5,107,NA,NA,7,1655,2071
"208",5,99,6,99,164,NA,335,NA,2228,2915
"209",7,5,6,10,161,27,226,80,2091,2806
"210",5,99,5,99,11,NA,193,NA,2075,2257
"211",4,99,4,10,218,NA,155,80,1766,1703
"212",5,99,5,10,378,NA,95,80,2442,2159
"213",4,99,5,7,256,NA,63,18,1804,2127
"214",5,7,8,6,402,103,7,10,2466,2590
"215",7,5,8,5,364,2,220,67,2066,2131
"216",4,99,8,99,250,NA,309,NA,1798,3921
"217",6,99,7,8,191,NA,313,23,2771,3409
"218",4,99,6,8,335,NA,209,127,1883,2789
"219",7,99,6,99,180,NA,377,NA,3276,2957
"220",4,5,5,99,373,45,269,NA,1921,2333
"221",6,99,4,99,296,NA,257,NA,2876,1805
"222",5,99,4,7,153,NA,311,18,2217,1859
"223",7,99,7,99,227,NA,142,NA,3323,3238
"224",4,99,5,10,250,NA,192,80,1798,2256
"225",4,99,5,8,332,NA,166,127,1880,2230
"226",3,99,5,99,448,NA,248,NA,1480,2312
"227",5,99,3,99,99,NA,320,NA,2163,1352
"228",5,99,5,99,50,NA,144,NA,2114,2208
"229",4,7,5,99,279,103,376,NA,1827,2440
"230",5,7,4,99,106,103,301,NA,2170,1849
"231",4,99,4,5,439,NA,295,7,1987,1843
"232",7,99,5,7,401,NA,323,18,3497,2387
"233",6,99,99,4,293,NA,NA,17,2873,1565
"234",4,99,5,99,174,NA,49,NA,1722,2113
"235",3,99,5,99,443,NA,293,NA,1475,2357
"236",4,99,4,10,265,NA,321,80,1813,1869
"237",6,4,3,8,333,5,432,127,1553,1464
"238",4,99,5,8,425,NA,311,127,1973,2375
"239",7,4,5,10,210,55,219,80,1603,2283
"240",6,99,6,99,301,NA,363,NA,2881,2943
