"","Mask1.RESP.Trial.","Mask2.RESP.Trial.","Mask3.RESP.Trial.","Mask4.RESP.Trial.","Mask5.RESP.Trial.","Mask6.RESP.Trial.","Mask7.RESP.Trial.","Mask8.RESP.Trial.","Mask9.RESP.Trial.","Mask10.RESP.Trial.","Mask11.RESP.Trial.","Mask12.RESP.Trial.","Mask13.RESP.Trial.","Mask14.RESP.Trial.","Mask15.RESP.Trial.","Mask16.RESP.Trial.","Mask17.RESP.Trial.","Mask18.RESP.Trial.","Mask1.RT.Trial.","Mask2.RT.Trial.","Mask3.RT.Trial.","Mask4.RT.Trial.","Mask5.RT.Trial.","Mask6.RT.Trial.","Mask7.RT.Trial.","Mask8.RT.Trial.","Mask9.RT.Trial.","Mask10.RT.Trial.","Mask11.RT.Trial.","Mask12.RT.Trial.","Mask13.RT.Trial.","Mask14.RT.Trial.","Mask15.RT.Trial.","Mask16.RT.Trial.","Mask17.RT.Trial.","Mask18.RT.Trial."
"1",0,0,"0","0","0","0","0","{SPACE}","0",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,270,241,0,0,0,0,0
"2",0,0,"0","0","0","{SPACE}","{SPACE}","0","{SPACE}",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,77,320,0,60,0,0,270,241,0,0,0,0,0
"3",0,0,"0","0","0","{SPACE}","{SPACE}","0","{SPACE}",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,295,364,0,60,0,0,270,241,0,0,0,0,0
"4",0,0,"0","0","{SPACE}","0","0","{SPACE}","0",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,186,0,0,167,0,0,0,270,241,0,0,0,0,0
"5",0,0,"0","0","0","0","0","0","0",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,241,0,0,0,0,0
"6",0,0,"0","0","{SPACE}","0","{SPACE}","{SPACE}","0",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,282,0,108,364,0,0,0,270,241,0,0,0,0,0
"7",0,0,"0","0","0","{SPACE}","0","0","0",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,270,241,0,0,0,0,0
"8",0,0,"0","{SPACE}","0","{SPACE}","{SPACE}","0","{SPACE}",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,400,0,261,320,0,60,0,0,270,241,0,0,0,0,0
"9",0,0,"0","0","0","{SPACE}","{SPACE}","0","0",0,0,"0","{SPACE}",0,0,0,0,0,0,0,0,0,0,276,304,0,0,0,0,0,241,0,0,0,0,0
"10",0,0,"0","{SPACE}","{SPACE}","0","0","0","{SPACE}",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,313,83,0,0,0,60,0,0,270,241,0,0,0,0,0
"11",0,0,"0","0","{SPACE}","0","{SPACE}","0","{SPACE}",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,382,0,155,0,60,0,0,270,241,0,0,0,0,0
"12",0,0,"0","0","{SPACE}","0","{SPACE}","0","{SPACE}",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,118,0,324,0,60,0,0,270,241,0,0,0,0,0
"13",0,0,"0","{SPACE}","{SPACE}","0","{SPACE}","0","{SPACE}",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,348,73,0,320,0,60,0,0,270,241,0,0,0,0,0
"14",0,0,"0","{SPACE}","{SPACE}","{SPACE}","{SPACE}","0","0",0,0,"0","0",0,0,0,0,0,0,0,0,274,99,32,218,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,"0","0","{SPACE}","0","0","0","{SPACE}",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,301,0,0,0,60,0,0,270,241,0,0,0,0,0
"16",0,0,"0","0","0","{SPACE}","0","{SPACE}","0",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,268,0,364,0,0,0,270,241,0,0,0,0,0
"17",0,0,"0","0","0","0","0","{SPACE}","{SPACE}",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,284,60,0,0,270,241,0,0,0,0,0
"18",0,0,"0","0","0","{SPACE}","{SPACE}","0","{SPACE}",0,0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,162,210,0,60,0,0,270,241,0,0,0,0,0
