"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"54",99,4,5,99,NA,36,278,NA,1584,2342
"55",4,13,4,99,369,146,62,NA,1917,1610
"56",7,13,5,99,128,146,299,NA,3224,2363
"57",4,13,4,99,274,146,253,NA,1822,1801
"58",4,13,5,99,352,146,337,NA,1900,2401
"59",4,99,5,99,314,NA,265,NA,1862,2329
"60",4,13,9,99,319,146,277,NA,1867,4405
"61",5,13,8,4,256,146,63,59,2320,1607
"62",4,5,4,99,325,2,27,NA,1873,1575
"63",99,6,6,99,NA,33,11,NA,2613,2591
"64",5,13,4,99,322,146,44,NA,2386,1592
"65",99,7,5,6,NA,104,310,41,3200,2374
"66",4,9,6,3,37,108,155,39,1585,1071
"67",4,99,4,99,264,NA,251,NA,1812,1799
"68",5,13,5,99,185,146,35,NA,2249,2099
"69",4,99,4,8,345,NA,55,28,1893,1603
"70",4,99,4,99,241,NA,303,NA,1789,1851
"71",4,13,5,99,324,146,345,NA,1872,2409
"72",5,13,5,99,261,146,90,NA,2325,2154
"73",9,99,7,99,122,NA,328,NA,4250,3424
"74",4,99,5,99,256,NA,219,NA,1804,2283
"75",7,9,4,6,345,108,88,71,3441,1636
"76",5,9,4,99,352,108,126,NA,2416,1674
"77",6,4,4,99,85,61,248,NA,1609,1796
"78",5,99,4,99,358,NA,206,NA,2422,1754
"79",7,99,4,99,242,NA,248,NA,3338,1796
"80",4,99,8,99,177,NA,243,NA,1725,3855
"81",4,13,6,99,239,146,306,NA,1787,2886
"82",7,13,6,99,77,146,256,NA,3173,2836
"83",5,6,4,99,340,33,349,NA,2404,1897
"84",4,13,5,99,111,146,308,NA,1659,2372
"85",4,13,7,99,369,146,237,NA,1917,3333
"86",4,99,5,99,90,NA,401,NA,1638,2465
"87",5,13,5,99,65,146,224,NA,2129,2288
"88",4,13,5,99,308,146,310,NA,1856,2374
"89",4,99,4,99,124,NA,228,NA,1672,1776
"90",4,13,6,99,160,146,167,NA,1708,2747
"91",7,13,4,99,313,146,307,NA,3409,1855
"92",6,4,5,6,289,50,54,71,1598,2118
"93",5,99,6,99,243,NA,175,NA,2307,2755
"94",4,99,4,99,311,NA,379,NA,1859,1927
"95",4,7,4,99,416,77,28,NA,1964,1576
"96",4,13,5,99,280,146,278,NA,1828,2342
"97",4,13,5,99,145,146,227,NA,1693,2291
"98",5,3,4,99,57,10,356,NA,1042,1904
"99",4,9,4,6,110,108,405,71,1658,1953
"100",99,13,6,99,NA,146,267,NA,6338,2847
"101",5,99,4,99,100,NA,343,NA,2164,1891
"102",4,99,5,99,327,NA,295,NA,1875,2359
"103",5,13,5,99,241,146,72,NA,2305,2136
"104",9,99,6,99,3,NA,373,NA,4131,2953
"105",7,5,5,99,49,17,428,NA,2081,2492
"106",4,99,4,99,296,NA,201,NA,1844,1749
"107",5,13,4,99,352,146,260,NA,2416,1808
"108",4,99,4,99,198,NA,191,NA,1746,1739
"109",5,7,4,99,365,77,27,NA,2429,1575
"110",4,13,4,99,256,146,323,NA,1804,1871
"111",7,4,4,99,150,52,10,NA,1600,1558
"112",4,99,4,99,427,NA,314,NA,1975,1862
"113",4,99,4,99,246,NA,14,NA,1794,1562
"114",5,13,5,6,157,146,139,41,2221,2203
"115",7,9,6,99,175,108,267,NA,3271,2847
"116",4,99,99,8,240,NA,NA,28,1788,3640
"117",4,99,4,99,59,NA,139,NA,1607,1687
"118",5,9,3,99,57,108,112,NA,2121,1144
"119",4,13,4,99,344,146,191,NA,1892,1739
"120",4,99,5,99,245,NA,347,NA,1793,2411
"121",3,7,4,99,297,77,354,NA,1329,1902
"122",6,99,4,8,362,NA,28,28,2942,1576
"123",4,5,3,99,338,17,366,NA,1886,1398
"124",5,13,5,6,145,146,263,71,2209,2327
"125",5,13,5,99,351,146,276,NA,2415,2340
"126",5,99,4,99,191,NA,313,NA,2255,1861
"127",4,7,5,99,426,77,366,NA,1974,2430
"128",5,9,5,6,161,108,323,71,2225,2387
"129",5,13,4,99,245,146,373,NA,2309,1921
"130",5,99,4,99,218,NA,389,NA,2282,1937
"131",4,13,4,99,393,146,276,NA,1941,1824
"132",5,99,5,99,139,NA,268,NA,2203,2332
"133",5,99,4,99,89,NA,373,NA,2153,1921
"134",5,9,4,99,228,108,366,NA,2292,1914
"135",99,5,5,99,NA,17,238,NA,2081,2302
"136",4,13,4,99,52,146,433,NA,1600,1981
"137",5,13,8,99,240,146,124,NA,2304,3736
"138",8,13,4,99,108,146,284,NA,3720,1832
"139",4,99,4,99,407,NA,11,NA,1955,1559
"140",7,99,5,99,212,NA,319,NA,3308,2383
"141",8,99,4,99,29,NA,310,NA,3641,1858
"142",4,13,5,99,318,146,62,NA,1866,2126
"143",4,99,6,99,397,NA,39,NA,1945,2619
"144",5,13,6,99,66,146,297,NA,2130,2877
"145",4,13,4,99,271,146,153,NA,1819,1701
"146",6,13,5,99,136,146,89,NA,2716,2153
"147",6,13,6,99,261,146,294,NA,2841,2874
"148",6,7,4,99,369,77,381,NA,2949,1929
"149",4,13,4,99,308,146,87,NA,1856,1635
"150",5,13,5,99,76,146,284,NA,2140,2348
"151",5,99,4,99,321,NA,294,NA,2385,1842
"152",7,99,6,99,49,NA,154,NA,3145,2734
"153",4,9,6,99,63,108,155,NA,1611,2735
"154",5,13,4,99,34,146,225,NA,2098,1773
"155",4,99,4,99,43,NA,58,NA,1591,1606
"156",4,99,6,99,117,NA,173,NA,1665,2753
"157",5,13,6,99,330,146,60,NA,2394,2640
"158",5,13,4,99,177,146,305,NA,2241,1853
"159",99,5,5,99,NA,2,203,NA,2066,2267
"160",4,7,5,99,133,77,252,NA,1681,2316
"161",6,99,4,99,299,NA,308,NA,2879,1856
"162",6,13,5,99,150,146,352,NA,2730,2416
"163",4,13,5,99,240,146,338,NA,1788,2402
"164",6,13,8,5,171,146,124,64,2751,2128
"165",5,13,6,99,95,146,230,NA,2159,2810
"166",5,9,6,99,276,108,155,NA,2340,2735
"167",5,13,5,99,258,146,237,NA,2322,2301
"168",6,4,4,99,296,62,326,NA,1610,1874
"169",5,13,4,99,207,146,81,NA,2271,1629
"170",4,99,4,99,96,NA,403,NA,1644,1951
"171",8,99,5,99,344,NA,28,NA,3956,2092
"172",5,99,5,99,261,NA,232,NA,2325,2296
"173",7,13,4,99,89,146,119,NA,3185,1667
"174",4,99,4,8,388,NA,295,28,1936,1843
"175",6,7,5,99,296,77,25,NA,2876,2089
"176",5,99,5,99,221,NA,320,NA,2285,2384
"177",6,13,9,99,338,146,284,NA,2918,4412
"178",6,99,5,99,85,NA,286,NA,2665,2350
"179",5,99,4,99,253,NA,180,NA,2317,1728
"180",4,7,6,99,322,77,111,NA,1870,2691
"181",5,13,5,6,64,146,104,71,2128,2168
"182",4,13,5,99,226,146,58,NA,1774,2122
"183",5,7,5,99,285,77,340,NA,2349,2404
"184",5,13,4,99,214,146,104,NA,2278,1652
"185",4,13,4,99,403,146,295,NA,1951,1843
"186",4,99,5,99,429,NA,223,NA,1977,2287
"187",4,13,4,99,304,146,153,NA,1852,1701
"188",4,13,9,99,337,146,258,NA,1885,4386
"189",4,13,5,99,54,146,121,NA,1602,2185
"190",5,9,4,99,2,108,284,NA,2066,1832
"191",5,3,3,99,207,36,254,NA,1068,1286
"192",4,7,6,99,417,104,3,NA,1965,2583
"193",4,9,4,99,254,108,74,NA,1802,1622
"194",4,5,4,99,345,2,120,NA,1893,1668
"195",4,13,4,99,216,146,383,NA,1764,1931
"196",4,5,4,99,189,2,362,NA,1737,1910
"197",4,13,9,99,316,146,263,NA,1864,4391
"198",4,13,4,99,71,146,415,NA,1619,1963
"199",4,99,4,99,252,NA,371,NA,1800,1919
"200",4,99,6,99,276,NA,329,NA,1824,2909
"201",4,13,4,99,214,146,381,NA,1762,1929
"202",4,13,5,99,138,146,168,NA,1686,2232
"203",4,99,4,99,425,NA,150,NA,1973,1698
"204",6,13,8,99,199,146,63,NA,2779,3675
"205",5,99,6,99,226,NA,297,NA,2290,2877
"206",4,13,4,99,271,146,280,NA,1819,1828
"207",4,5,9,99,140,17,15,NA,1688,4143
"208",6,3,5,8,362,37,213,28,1069,2277
"209",4,99,6,99,271,NA,196,NA,1819,2776
"210",5,13,4,99,231,146,350,NA,2295,1898
"211",5,13,5,99,77,146,99,NA,2141,2163
"212",5,13,4,99,209,146,152,NA,2273,1700
"213",4,13,4,6,305,146,98,71,1853,1646
"214",4,13,5,99,376,146,294,NA,1924,2358
"215",4,7,6,99,270,77,321,NA,1818,2901
"216",5,99,5,99,260,NA,431,NA,2324,2495
"217",5,99,5,99,207,NA,270,NA,2271,2334
"218",5,13,4,99,311,146,384,NA,2375,1932
"219",8,5,5,99,344,11,395,NA,2075,2459
"220",4,99,4,99,300,NA,226,NA,1848,1774
"221",99,9,5,99,NA,108,236,NA,4236,2300
"222",5,13,4,99,335,146,37,NA,2399,1585
"223",9,13,5,6,208,146,61,71,4336,2125
"224",5,9,4,6,354,108,361,71,2418,1909
"225",4,13,4,6,23,146,114,71,1571,1662
"226",7,4,5,99,128,56,297,NA,1604,2361
"227",99,8,4,99,NA,51,139,NA,3663,1687
"228",4,99,9,6,69,NA,15,70,1617,2650
"229",6,4,4,99,85,39,249,NA,1587,1797
"230",5,13,5,99,266,146,22,NA,2330,2086
"231",5,13,5,99,340,146,357,NA,2404,2421
"232",7,9,5,99,332,108,132,NA,3428,2196
"233",4,8,6,99,309,51,31,NA,1857,2611
"234",4,99,4,99,293,NA,281,NA,1841,1829
"235",4,7,4,99,386,77,148,NA,1934,1696
"236",5,99,4,99,243,NA,107,NA,2307,1655
"237",5,99,5,99,248,NA,318,NA,2312,2382
"238",6,4,4,6,289,4,141,71,1552,1689
"239",3,99,4,8,348,NA,207,28,1380,1755
"240",6,13,4,99,27,146,183,NA,2607,1731
