ExperimentName,Subject,Session,Procedure[Block],Trial,Directed,I_NMG_ZScorePrime,I_NMG_ZscoreTarget,I_ZScorePrime,I_ZScoreTarget,ItemNumber,LogHalPrime,LogHalTarget,LogP,MeanLDTZ,MeanLength,MeanLogF,MeanNMGZ,PathLength,Prime[Trial],PrimeResponse.RESP[Trial],PrimeResponse.RT[Trial],Stimuli3,Target[Trial],TargetResponse.RESP[Trial],TargetResponse.RT[Trial],Undirected,PrimeAccuracy,TargetAccuracy,RTRecognisePrime,RTRecogniseTarget
NetworksDemasking,39,1,S3,143,4,NA,-0.592,NA,-0.71,D134,NA,9.655,16.899868,-0.71,7,9.655,-0.592,3,Y U C K,{SHIFT}Yuck{SPACE},1118,134,M O N S T E R,{SHIFT}Monster{SPACE},1394,2,1,1,896,983
NetworksDemasking,39,1,S3,125,4,-0.144,-0.374,0.227,-0.48,D135,5.568,9.964,16.566879,-0.1265,5.5,7.766,-0.259,15,D I S O W N,{SHIFT}Disown{SPACE},1620,135,M O R A L,{SHIFT}Moral{SPACE},1185,3,1,1,1054,1101
NetworksDemasking,39,1,S3,99,3,-0.288,-0.538,-0.588,-0.616,D136,9.752,9.545,12.449949,-0.602,4.5,9.6485,-0.413,15,S E A T,{SHIFT}Seat{SPACE},925,136,M O T O R,{SHIFT}Motor{SPACE},1800,2,1,1,912,933
NetworksDemasking,39,1,S3,149,5,-0.349,0.047,-0.697,0.027,D137,9.975,6.006,18.204828,-0.335,5.5,7.9905,-0.151,15,S P E L L,{SHIFT}Spell{SPACE},1811,137,M O U S S E,{SHIFT}Mouse{SPACE},1067,3,1,0,1184,547
NetworksDemasking,39,1,S3,133,5,-0.323,-0.47,-0.397,-0.299,D138,8.652,7.884,27.628732,-0.348,7,8.268,-0.3965,15,C A L C U L A T E,{SHIFT}Calculate{SPACE},1961,138,M U M M Y,{SHIFT}Mummy{SPACE},1529,3,1,1,3240,1157
NetworksDemasking,39,1,S3,161,4,-0.088,-0.703,-0.451,-0.68,D139,9.445,9.605,12.997787,-0.5655,5.5,9.525,-0.3955,15,U N U S U A L,{SHIFT}Unusual{SPACE},1891,139,N E C K,{SHIFT}Neck{SPACE},1312,4,1,1,986,866
NetworksDemasking,39,1,S3,201,3,-0.095,NA,-0.071,NA,D140,8.235,NA,11.110467,-0.071,10,8.235,-0.095,6,C O N T R A C T O R,{SHIFT}Contractor{SPACE},2308,140,N E R D,{SHIFT}Nerd{SPACE},993,3,1,1,986,900
NetworksDemasking,39,1,S3,213,4,-0.411,-0.424,-0.551,-0.611,D141,8.707,13.472,15.405304,-0.581,4.5,11.0895,-0.4175,1,P O L I S H,{SHIFT}Polish{SPACE},1648,141,N E W,{SHIFT}New{SPACE},803,2,1,1,898,885
NetworksDemasking,39,1,S3,70,4,-0.411,-0.499,-0.484,-0.07,D142,8.127,5.746,16.893613,-0.277,8,6.9365,-0.455,2,C O S T U M E,{SHIFT}Costume{SPACE},1703,142,N I G H T G O W N,{SHIFT}Nightgown{SPACE},1994,2,1,1,1688,3125
NetworksDemasking,39,1,S3,12,3,-0.141,-0.69,-0.687,-0.876,D143,6.56,13.304,11.835317,-0.7815,4.5,9.932,-0.4155,15,S N A T C H,{SHIFT}Snatch{SPACE},1861,143,N O W,{SHIFT}Now{SPACE},773,3,1,1,987,805
NetworksDemasking,39,1,S3,92,5,-0.078,-0.564,0.069,-0.445,D144,7.902,8.312,24.205165,-0.188,8,8.107,-0.321,15,U N C O N S C I O U S,{SHIFT}Unconscious{SPACE},2370,144,O A S I S,{SHIFT}{SHIFT}Oasis{SPACE},2242,3,1,1,1735,2116
NetworksDemasking,39,1,S3,159,2,-0.394,-0.32,-0.759,-0.109,D145,11.244,8.364,9.246073,-0.434,7.5,9.804,-0.357,1,T R A D E,{SHIFT}Trade{SPACE},1303,145,O C C U P A T I O N,{SHIFT}Occupation{SPACE},1865,2,1,1,973,1690
NetworksDemasking,39,1,S3,188,5,-0.3,-0.943,-0.826,-0.621,D146,9.893,11.677,24.052317,-0.7235,4,10.785,-0.6215,15,S K Y,{SHIFT}Sky{SPACE},874,146,O F T E N,{SHIFT}Often{SPACE},1302,3,1,1,1042,945
NetworksDemasking,39,1,S3,182,Inf,-0.423,-0.317,-0.732,-0.476,D147,8.135,6.942,Inf,-0.604,6.5,7.5385,-0.37,2,D I S H E S,{SHIFT}Dishes{SPACE},1340,147,O R C H A R D,{SHIFT}Orchard{SPACE},2785,3,1,1,1594,1116
NetworksDemasking,39,1,S3,208,4,-0.018,-0.553,-0.306,-0.489,D148,7.004,7.765,17.445989,-0.3975,5,7.3845,-0.2855,4,B U R I A L,{SHIFT}Burial{SPACE},1239,148,O U C H,{SHIFT}Ouch{SPACE},1351,4,1,1,1855,971
NetworksDemasking,39,1,S3,24,5,-0.269,-0.724,-0.542,-0.615,D149,9.415,7.47,23.785483,-0.5785,6,8.4425,-0.4965,4,C A T H O L I C,{SHIFT}Catholic{SPACE},1740,149,O V A L,{SHIFT}Oval{SPACE},984,3,1,1,1161,991
NetworksDemasking,39,1,S3,241,1,-0.431,-0.373,-0.39,-0.474,D150,9.56,8.473,1.121306,-0.432,3.5,9.0165,-0.402,1,D E B T,{SHIFT}Debt{SPACE},1343,150,O W E,{SHIFT}Owe{SPACE},941,1,1,1,1080,896
NetworksDemasking,39,1,S3,186,4,-0.389,-0.646,-0.692,-0.776,D151,9.83,10.791,16.486028,-0.734,4.5,10.3105,-0.5175,6,C H A I R,{SHIFT}Chair{SPACE},1129,151,P A S S,{SHIFT}Pass{SPACE},1041,3,1,1,1173,2615
NetworksDemasking,39,1,S3,20,5,-0.405,-0.505,-0.565,-0.43,D152,9.731,9.282,22.416802,-0.4975,7,9.5065,-0.455,15,N E W S P A P E R,{SHIFT}Newspaper{SPACE},2264,152,P E A R L,{SHIFT}Pearl{SPACE},1359,3,1,1,2292,523
NetworksDemasking,39,1,S3,82,3,-0.745,-0.799,-0.631,-0.706,D153,9.231,8.975,9.205552,-0.6685,5,9.103,-0.772,2,M Y S T E R Y,{SHIFT}Mystery{SPACE},2120,153,P E N,{SHIFT}Pen{SPACE},682,3,1,1,1623,926
NetworksDemasking,39,1,S3,14,Inf,-0.386,-0.051,-0.513,-0.032,D154,9.863,6.24,Inf,-0.2725,7,8.0515,-0.2185,2,F I C T I O N,fictio{SPACE},3493,154,P E R J U R Y,{SHIFT}Perjury{SPACE},3379,2,1,1,887,2850
NetworksDemasking,39,1,S3,154,5,-0.609,-0.655,-0.486,-0.609,D155,6.08,8.49,24.19257,-0.5475,6,7.285,-0.632,2,W H I S K E R S,{SHIFT}Whiskers{SPACE},1688,155,P E T S,{SHIFT}Pets{SPACE},1121,2,1,1,1141,1182
NetworksDemasking,39,1,S3,179,2,-0.173,-0.759,-0.199,-0.74,D156,7.486,10.116,10.541097,-0.4695,4,8.801,-0.466,15,C H I L I,{SHIFT}Chill{SPACE},1146,156,P I N,{SHIFT}Pin{SPACE},894,2,0,1,1292,929
NetworksDemasking,39,1,S3,9,5,-0.347,-0.595,-0.546,-0.634,D157,8.056,7.359,19.752825,-0.59,7,7.7075,-0.471,15,J U P I T E R,{SHIFT}Jupiter{SPACE},1503,157,P I T C H E R,{SHIFT}Pitcher{SPACE},1663,4,1,1,1994,2495
NetworksDemasking,39,1,S3,63,4,-0.579,-0.484,-0.684,-0.646,D158,8.203,6.637,17.029162,-0.665,4.5,7.42,-0.5315,2,R A N C H,{SHIFT}Ranch{SPACE},1151,158,P L O W,{SHIFT}Plow{SPACE},891,2,1,1,930,1610
NetworksDemasking,39,1,S3,91,3,0.116,-0.502,-0.148,-0.736,D159,5.565,12.454,12.502944,-0.442,5.5,9.0095,-0.193,2,S Q U I N T,{SHIFT}Squint{SPACE},1492,159,P O I N T,{SHIFT}Point{SPACE},1238,2,1,1,1668,1122
NetworksDemasking,39,1,S3,77,4,-0.486,-0.614,-0.656,-0.504,D160,11.978,8.696,20.448467,-0.58,4.5,10.337,-0.55,6,B I T,{SHIFT}Bet{SPACE},2017,160,P O L I T E,{SHIFT}Polite{SPACE},1250,3,0,1,818,2865
NetworksDemasking,39,1,S3,204,4,-0.721,-0.5,-0.601,-0.35,D161,7.854,10.416,19.110742,-0.4755,7,9.135,-0.6105,15,B A R N,{SHIFT}Barn{SPACE},1201,161,P O P U L A T I O N,{SHIFT}Population{SPACE},1832,3,1,1,850,1271
NetworksDemasking,39,1,S3,66,2,-0.307,0.608,-0.423,0.003,D162,9.065,4.883,10.215803,-0.21,7,6.974,0.1505,1,M A R I N E,{SHIFT}Marine{SPACE},2918,162,P O R P O I S E,{SHIFT}Porpoise{SPACE},2118,2,1,1,2670,4218
NetworksDemasking,39,1,S3,127,3,-0.142,-0.594,-0.339,-0.703,D163,7.566,8.697,14.479469,-0.521,6.5,8.1315,-0.368,2,R E V I V A L,{SHIFT}Revival{SPACE},1677,163,P R A I S E,{SHIFT}Praise{SPACE},1971,2,1,1,3660,2635
NetworksDemasking,39,1,S3,71,5,-0.632,-0.52,-0.433,-0.582,D164,7.071,11.943,20.95994,-0.5075,4,9.507,-0.576,3,T U G,{SHIFT}Tug{SPACE},1445,164,P R I C E,{SHIFT}Price{SPACE},1368,4,1,1,1070,531
NetworksDemasking,39,1,S3,109,4,-0.493,-0.44,-0.501,-0.437,D165,9.82,8.897,24.91569,-0.469,7.5,9.3585,-0.4665,2,M A T H,{SHIFT}Math{SPACE},1002,165,P R O B A B I L I T Y,{SHIFT}Probability{SPACE},2211,1,1,1,892,1833
NetworksDemasking,39,1,S3,211,4,0.092,-0.182,-0.297,-0.194,D166,8.454,8.207,22.15832,-0.2455,9.5,8.3305,-0.045,1,R E S T R I C T I O N,{SHIFT}Restriction{SPACE},2151,166,P R O H I B I T,prohibit{SPACE},2056,2,1,1,1171,1805
NetworksDemasking,39,1,S3,49,Inf,-0.474,-0.406,-0.207,-0.176,D167,8.813,8.777,Inf,-0.1915,7,8.795,-0.44,15,D R O V E,{SHIFT}Drove{SPACE},1140,167,P R O V I S I O N,{SHIFT}Provision{SPACE},1844,3,1,1,853,2817
NetworksDemasking,39,1,S3,95,Inf,-0.336,-0.263,-0.543,-0.252,D168,7.104,4.934,Inf,-0.3975,6,6.019,-0.2995,2,S Q U A S H,{SHIFT}Squash{SPACE},1439,168,R A D I S H,{SHIFT}Radish{SPACE},2100,2,1,1,947,4199
NetworksDemasking,39,1,S3,65,3,-0.493,-0.604,0.164,-0.819,D169,6.254,12.576,9.848864,-0.3275,4.5,9.415,-0.5485,3,G R A F T,{SHIFT}Great{SPACE},1341,169,R E A D,{SHIFT}Read{SPACE},909,2,0,1,896,1311
NetworksDemasking,39,1,S3,132,5,-0.527,-0.568,-0.496,-0.453,D170,7.205,9.23,23.375776,-0.4745,6.5,8.2175,-0.5475,4,G O R I L L A,{SHIFT}Gorilla{SPACE},1883,170,R E C I P E,{SHIFT}Recipe{SPACE},1350,3,1,1,1925,1789
NetworksDemasking,39,1,S3,148,4,-0.772,-0.636,-0.632,-0.327,D171,8.775,8,17.72299,-0.4795,3.5,8.3875,-0.704,2,B A T,{SHIFT}Bat{SPACE},922,171,R E E F,{SHIFT}Reef{SPACE},1152,3,1,1,876,1065
NetworksDemasking,39,1,S3,178,3,-0.453,-0.309,-0.443,-0.621,D172,7.619,8.919,14.59008,-0.532,6.5,8.269,-0.381,3,T E S T I F Y,{SHIFT}{SHIFT}Testify{SPACE},2831,172,R E J E C T,{SHIFT}Reject{SPACE},1761,3,1,1,2246,1150
NetworksDemasking,39,1,S3,36,2,NA,-0.708,NA,-0.662,D173,NA,9.111,6.346957,-0.662,6,9.111,-0.708,1,E X C E D R I N,{SHIFT}Excedrin{SPACE},2172,173,R E L I E F,{SHIFT}Relief{SPACE},1637,1,1,1,3161,1154
NetworksDemasking,39,1,S3,106,5,-0.21,-0.738,0.107,-0.666,D174,9.188,11.112,20.825761,-0.2795,10,10.15,-0.474,4,T R A N S P O R T A T,{SHIFT}{SHIFT}Transportation{SPACE},3443,174,R E S U L T,{SHIFT}Result{SPACE},1573,3,1,1,5347,523
NetworksDemasking,39,1,S3,116,4,-0.524,-0.689,-0.484,-0.813,D175,6.715,11.336,20.116068,-0.6485,5,9.0255,-0.6065,15,P L U M,{SHIFT}Plum{SPACE},1399,175,R E T U R N,{SHIFT}Return{SPACE},1543,3,1,1,1270,1688
NetworksDemasking,39,1,S3,176,5,-0.41,-0.683,-0.77,-0.373,D176,9.871,7.439,20.413595,-0.5715,5.5,8.655,-0.5465,6,B R I D G E,{SHIFT}Bridge{SPACE},1522,176,R I N S E,{SHIFT}Rinse{SPACE},1058,2,1,1,1101,540
NetworksDemasking,39,1,S3,224,5,-0.4,-0.622,-0.509,-0.581,D177,8.979,9.295,21.825871,-0.545,6,9.137,-0.511,6,P L A N E T S,{SHIFT}Planets{SPACE},2307,177,R O B O T,{SHIFT}Robot{SPACE},1288,2,1,1,1817,1107
NetworksDemasking,39,1,S3,94,1,-0.097,-0.764,-0.388,-0.744,D178,8.303,8.35,2.584963,-0.566,5,8.3265,-0.4305,1,M A S S A G E,{SHIFT}Massage{SPACE},1675,178,R U B,{SHIFT}Rub{SPACE},792,1,1,1,1708,1056
NetworksDemasking,39,1,S3,39,4,-0.497,-0.546,-0.348,-0.403,D179,9.023,9.22,15.57881,-0.3755,5.5,9.1215,-0.5215,6,R I F L E,{SHIFT}{SHIFT}Rifle{SPACE},1800,179,R U B B E R,{SHIFT}Rubber{SPACE},1295,3,1,1,3338,1581
NetworksDemasking,39,1,S3,18,2,-0.695,-0.512,-0.502,-0.497,D180,9.005,8.753,11.751335,-0.4995,4.5,8.879,-0.6035,1,P O P E,{SHIFT}Pope{SPACE},1835,180,S A I N T,{SHIFT}Saint{SPACE},1190,2,1,1,910,987
NetworksDemasking,39,1,S3,103,Inf,-0.526,0.017,-0.687,-0.074,D181,7.368,4.644,Inf,-0.3805,5.5,6.006,-0.2545,15,T U N A,{SHIFT}Tuna{SPACE},1056,181,S A R D I N E,{SHIFT}Sardine{SPACE},1740,2,1,1,816,2128
NetworksDemasking,39,1,S3,89,5,-0.587,-0.197,-0.75,-0.465,D182,8.35,7.428,18.985598,-0.6075,6,7.889,-0.392,6,B O U N C E,{SHIFT}Bounce{SPACE},2235,182,S A V I O R,{SHIFT}Savior{SPACE},1423,3,1,1,1276,1663
NetworksDemasking,39,1,S3,85,3,-0.283,-0.247,-0.619,-0.465,D183,10.546,8.921,14.188898,-0.542,5.5,9.7335,-0.265,3,F A T H E R,{SHIFT}Father{SPACE},1188,183,S C O U T,{SHIFT}Scout{SPACE},1239,3,1,1,969,890
NetworksDemasking,39,1,S3,87,2,-0.341,-0.138,-0.521,-0.553,D184,9.133,8.914,8.092946,-0.537,6,9.0235,-0.2395,2,S I L E N T,{SHIFT}Silent{SPACE},1317,184,S C R E A M,{SHIFT}Scream{SPACE},1642,2,1,1,1286,1208
NetworksDemasking,39,1,S3,217,2,-0.399,-0.403,-0.336,-0.679,D185,10.682,10.547,7.191724,-0.5075,6,10.6145,-0.401,1,P R E F E R,{SHIFT}Prefer{SPACE},1309,185,S E L E C T,{SHIFT}Select{SPACE},1686,2,1,1,2177,1072
NetworksDemasking,39,1,S3,235,2,0.076,-0.145,-0.483,-0.334,D186,9.734,9.244,10.115824,-0.4085,6.5,9.489,-0.0345,1,S E N A T E,{SHIFT}{SHIFT}Senate{SPACE},3173,186,S E N A T O R,{SHIFT}Senator{SPACE},1440,1,1,1,1070,522
NetworksDemasking,39,1,S3,145,3,-0.637,-0.386,-0.702,-0.824,D187,9.509,8.574,16.100665,-0.763,5.5,9.0415,-0.5115,4,O R A N G E,{SHIFT}Orange{SPACE},1365,187,S H A K E,{SHIFT}Shake{SPACE},1008,3,1,1,1719,981
NetworksDemasking,39,1,S3,29,3,-0.462,-0.429,-0.4,-0.726,D188,7.598,10.523,17.820939,-0.563,6,9.0605,-0.4455,2,S A N D A L S,{SHIFT}Sandals{SPACE},1538,188,S H E L L,{SHIFT}Shell{SPACE},1063,2,1,1,2249,939
NetworksDemasking,39,1,S3,46,4,-0.403,-0.268,-0.578,-0.803,D189,7.622,9.646,18.227306,-0.6905,4.5,8.634,-0.3355,3,C U R B,{SHIFT}Curb{SPACE},1274,189,S H I F T,{SHIFT}Shift{SPACE},1870,2,1,1,2423,1230
NetworksDemasking,39,1,S3,22,3,-0.317,-0.315,-0.521,-0.527,D190,6.111,6.201,17.684418,-0.524,7.5,6.156,-0.316,6,L U B R I C A T E,{SHIFT}Lubricate{SPACE},1953,190,S L A C K S,{SHIFT}Slacks{SPACE},1413,3,1,1,1799,3302
NetworksDemasking,39,1,S3,40,4,-0.403,-0.265,-0.6,-0.631,D191,9.897,7.853,19.051547,-0.6155,4.5,8.875,-0.334,4,K I C K,{SHIFT}Kick{SPACE},899,191,S M A S H,{SHIFT}Smash{SPACE},1468,2,1,1,1038,995
NetworksDemasking,39,1,S3,19,5,-0.607,-0.176,-0.565,-0.216,D192,8.941,5.814,20.386903,-0.3905,5,7.3775,-0.3915,1,D I R T,{SHIFT}Dirt{SPACE},1061,192,S M U D G E,{SHIFT}Smudge{SPACE},1429,2,1,1,2169,1587
NetworksDemasking,39,1,S3,223,1,-0.65,-0.588,-0.582,-0.596,D193,7.419,10.999,5.028881,-0.589,4,9.209,-0.619,1,H A R P,{SHIFT}Harp{SPACE},2004,193,S O N G,{SHIFT}Song{SPACE},994,1,1,1,2203,1182
NetworksDemasking,39,1,S3,33,4,-0.697,0.16,-0.645,0.003,D194,11.836,6.279,21.59793,-0.321,6,9.0575,-0.2685,6,W O R D,{SHIFT}Word{SPACE},970,194,S O R O R I T Y,{SHIFT}Sorority{SPACE},1844,2,1,1,909,2752
NetworksDemasking,39,1,S3,240,4,-0.224,-0.235,-0.428,-0.665,D195,10.502,8.828,19.135048,-0.5465,7,9.665,-0.2295,6,E X P E N S I V E,{SHIFT}Expensive{SPACE},1897,195,S T A M P,{SHIFT}Stamp{SPACE},1889,3,1,1,1740,982
NetworksDemasking,39,1,S3,75,4,-0.051,-0.464,-0.548,-0.825,D196,7.521,12.058,13.687674,-0.6865,5,9.7895,-0.2575,3,S T O V E,{SHIFT}Stove{SPACE},1153,196,S T A R T,{SHIFT}Start{SPACE},1238,3,1,1,899,889
NetworksDemasking,39,1,S3,26,4,0.052,-0.223,0.009,-0.762,D197,7.515,8.183,17.870042,-0.3765,5.5,7.849,-0.0855,6,C A R A V A N,{SHIFT}Caravan{SPACE},1907,197,S T E M,{SHIFT}Stem{SPACE},905,4,1,1,3618,992
NetworksDemasking,39,1,S3,78,3,-0.499,-0.288,-0.33,-0.729,D198,8.071,11.24,12.348027,-0.5295,8,9.6555,-0.3935,3,H E L I C O P T E R,{SHIFT}Helicopter{SPACE},1731,198,S T R E E T,{SHIFT}Street{SPACE},1641,3,1,1,1554,534
NetworksDemasking,39,1,S3,234,5,-0.664,-0.374,-0.46,-0.344,D199,9.239,9.686,21.610096,-0.402,4.5,9.4625,-0.519,4,C O A T,{SHIFT}Coat{SPACE},1024,199,S T R I P,{SHIFT}Strip{SPACE},1233,2,1,1,523,1566
NetworksDemasking,39,1,S3,4,3,-0.72,-0.078,-0.671,-0.489,D200,11.38,9.21,13.917273,-0.58,7.5,10.295,-0.399,6,H I S T O R Y,{SHIFT}History{SPACE},1468,200,S T R U G G L E,{SHIFT}Struggle{SPACE},1736,2,1,1,2408,1739
NetworksDemasking,39,1,S3,129,6,-0.414,-0.25,-0.369,-0.195,D201,6.342,7.033,26.962095,-0.282,6.5,6.6875,-0.332,1,T U M B L E,{SHIFT}Tumble{SPACE},2423,201,S T U M B L E,{SHIFT}Stumble{SPACE},2245,2,1,1,1574,1236
NetworksDemasking,39,1,S3,81,4,-0.25,-0.078,-0.154,-0.583,D202,5.242,9.001,21.791061,-0.3685,5.5,7.1215,-0.164,15,V E E R,{SHIFT}veer{SPACE},1285,202,S U C C E E D,{SHIFT}Succeed{SPACE},2367,3,1,1,4251,2879
NetworksDemasking,39,1,S3,198,2,-0.386,-0.313,-0.472,-0.545,D203,8.386,7.866,8.460797,-0.5085,6.5,8.126,-0.3495,1,S U N N Y,{SHIFT}Sunny{SPACE},1356,203,S U N S H I N E,{SHIFT}Sunshine{SPACE},1768,2,1,1,878,957
NetworksDemasking,39,1,S3,56,2,-0.532,-0.485,-0.544,-0.587,D204,9.036,10.249,5.738814,-0.5655,6,9.6425,-0.5085,2,A W E S O M E,{SHIFT}Awesome{SPACE},1919,204,S U P E R,{SHIFT}Super{SPACE},1107,1,1,1,2729,1052
NetworksDemasking,39,1,S3,79,3,-0.699,-0.126,-0.772,-0.454,D205,12.505,9.869,14.771619,-0.613,6,11.187,-0.4125,2,B E S T,{SHIFT}Best{SPACE},1144,205,S U P E R I O R,{SHIFT}Superior{SPACE},1957,1,1,1,1322,3351
NetworksDemasking,39,1,S3,150,5,0.14,NA,-0.228,NA,D206,4.727,4.804,20.563739,-0.228,6,4.7655,0.14,6,U T E N S I L,{SHIFT}Utensil{SPACE},1588,206,S W A B S,{SHIFT}Swabs{SPACE},1674,3,1,1,1038,2241
NetworksDemasking,39,1,S3,163,4,-0.057,-0.169,-0.213,-0.591,D207,7.586,7.397,21.838584,-0.402,7,7.4915,-0.113,15,S T E R E O T Y P E,{SHIFT}Stereotype{SPACE},2542,207,S W A N,{SHIFT}Swan{SPACE},1364,3,1,1,1846,870
NetworksDemasking,39,1,S3,17,4,-0.899,-0.024,-0.763,-0.229,D208,10.565,6.882,20.666404,-0.496,7,8.7235,-0.4615,2,W I F E,{SHIFT}Wife{SPACE},1098,208,S W E E T H E A R T,{SHIFT}{SHIFT}Sweetheart{SPACE},3386,2,1,1,3191,1078
NetworksDemasking,39,1,S3,110,2,-0.401,-0.624,-0.304,-0.758,D209,7.606,9.942,12.556147,-0.531,3,8.774,-0.5125,3,T O W,{SHIFT}Tow{SPACE},681,209,T A G,{SHIFT}Tag{SPACE},847,2,1,1,892,864
NetworksDemasking,39,1,S3,5,3,-0.774,-0.315,-0.615,-0.485,D210,9.903,9.419,15.555598,-0.55,6.5,9.661,-0.5445,3,A L I V E,{SHIFT}Alive{SPACE},1186,210,T E R R I B L E,{SHIFT}Trebble{SPACE},1567,3,1,0,917,2879
NetworksDemasking,39,1,S3,202,5,0.04,-0.509,-0.459,-0.754,D211,10.548,8.361,17.787366,-0.6065,6,9.4545,-0.2345,15,S T A T I O N,{SHIFT}Station{SPACE},1555,211,T H I E F,{SHIFT}Thief{SPACE},1423,3,1,1,951,526
NetworksDemasking,39,1,S3,214,4,-0.634,-0.712,-0.468,-0.764,D212,10.267,13.389,17.658964,-0.616,4.5,11.828,-0.673,15,D E C K,{SHIFT}Deck{SPACE},1186,212,T H I N K,{SHIFT}Think{SPACE},2183,3,1,1,834,873
NetworksDemasking,39,1,S3,44,3,-0.504,-0.618,-0.807,-0.724,D213,9.501,9.608,8.584741,-0.7655,5,9.5545,-0.561,4,F A S H I O N,{SHIFT}Fashion{SPACE},1529,213,T I E,{SHIFT}Tie{SPACE},817,3,1,1,1673,547
NetworksDemasking,39,1,S3,218,3,-0.494,-0.296,-0.358,-0.676,D214,4.934,8.593,15.992695,-0.517,5.5,6.7635,-0.395,2,M I T T E N,{SHIFT}Mitten{SPACE},1368,214,T I G E R,{SHIFT}tiger{SPACE},1132,2,1,1,1606,1628
NetworksDemasking,39,1,S3,246,3,-0.299,-0.6,-0.304,-0.628,D215,5.118,9.871,9.805375,-0.466,6,7.4945,-0.4495,15,H A M M O C K,{SHIFT}Hammock{SPACE},2082,215,T I G H T,{SHIFT}Tight{SPACE},1249,3,1,1,1183,1049
NetworksDemasking,39,1,S3,174,Inf,-0.531,-0.477,-0.45,-0.42,D216,7.939,5.911,Inf,-0.435,4.5,6.925,-0.504,3,T E N S E,{SHIFT}Tense{SPACE},1154,216,T O I L,{SHIFT}Tool{SPACE},1111,2,1,0,1199,1305
NetworksDemasking,39,1,S3,175,4,-0.416,-0.582,-0.548,-0.53,D217,10.968,10.451,20.146817,-0.539,5,10.7095,-0.499,3,M E D I A,{SHIFT}Media{SPACE},1072,217,T O P I C,{SHIFT}topic{SPACE},1381,2,1,1,1132,970
NetworksDemasking,39,1,S3,51,4,-0.655,-0.664,-0.648,-0.857,D218,9.149,9.637,19.221299,-0.7525,5,9.393,-0.6595,2,P U R P L E,{SHIFT}Purple{SPACE},1369,218,T O Y S,{SHIFT}Toys{SPACE},1127,3,1,1,1091,906
NetworksDemasking,39,1,S3,128,3,0.038,-0.582,-0.389,-0.465,D219,6.091,8.198,16.325277,-0.427,8,7.1445,-0.272,2,H U M I L I A T E,{SHIFT}Humiliate{SPACE},2129,219,T R A G E D Y,{SHIFT}tragedy{SPACE},1768,2,1,1,2397,1223
NetworksDemasking,39,1,S3,210,5,-0.707,-0.39,-0.729,-0.564,D220,8.359,8.977,15.772101,-0.6465,6,8.668,-0.5485,4,C O K E,{SHIFT}Coke{SPACE},923,220,T R O P I C A L,{SHIFT}Tropical{SPACE},1634,2,1,1,844,522
NetworksDemasking,39,1,S3,76,2,-0.719,-0.585,-0.489,-0.548,D221,12.195,10.874,9.269046,-0.5185,4.5,11.5345,-0.652,3,R E A L,{SHIFT}Real{SPACE},998,221,T R U T H,{SHIFT}Truth{SPACE},1170,2,1,1,772,851
NetworksDemasking,39,1,S3,68,4,-0.447,-0.444,-0.555,-0.615,D222,9.165,9.529,19.666514,-0.585,7.5,9.347,-0.4455,6,C L E A N I N G,{SHIFT}Cleaning{SPACE},1700,222,T U E S D A Y,{SHIFT}Tuesday{SPACE},1603,2,1,1,2684,1883
NetworksDemasking,39,1,S3,220,4,-0.421,-0.399,-0.556,-0.31,D223,7.568,5.481,16.990836,-0.433,5,6.5245,-0.41,6,S U B W A Y,{SHIFT}Subway{SPACE},1558,223,T W I G,{SHIFT}Twig{SPACE},1029,3,1,1,1187,1136
NetworksDemasking,39,1,S3,222,2,-0.812,-0.505,-0.688,-0.797,D224,10.117,11.967,12.737881,-0.7425,3.5,11.042,-0.6585,6,L A B,{SHIFT}Lab{SPACE},1201,224,T Y P E,{SHIFT}Type{SPACE},1241,2,1,1,884,1174
NetworksDemasking,39,1,S3,156,6,-0.493,-0.246,-0.252,0.239,D225,7.562,6.957,31.794273,-0.0065,6.5,7.2595,-0.3695,4,N E G L E C T,{SHIFT}Neglect{SPACE},1769,225,U M P I R E,{SHIFT}Umpire{SPACE},1322,4,1,1,1559,2658
NetworksDemasking,39,1,S3,244,3,-0.176,NA,0.116,NA,D226,5.447,NA,15.486996,0.116,9,5.447,-0.176,3,P E P P E R O N I,{SHIFT}Pepperoni{SPACE},1989,226,U N C O O K E D,{SHIFT}Uncooked{SPACE},1687,2,1,1,1604,1072
NetworksDemasking,39,1,S3,74,4,-0.648,-0.426,-0.708,-0.531,D227,11.669,10.328,17.535586,-0.6195,4.5,10.9985,-0.537,3,B I L L,{SHIFT}Bill{SPACE},1035,227,U N I O N,{SHIFT}Union{SPACE},1570,3,1,1,529,950
NetworksDemasking,39,1,S3,138,6,-0.58,-0.698,-0.226,-0.641,D228,7.165,7.879,26.731269,-0.4335,7.5,7.522,-0.639,15,H O S T A G E,{SHIFT}Hostage{SPACE},1354,228,U P S T A I R S,{SHIFT}Upstairs{SPACE},1865,4,1,1,1159,1789
NetworksDemasking,39,1,S3,52,2,-0.386,NA,-0.551,NA,D229,7.482,NA,7.831986,-0.551,7,7.482,-0.386,1,P A T R I O T,{SHIFT}Patriot{SPACE},2423,229,U S A,{SHIFT}USA{SPACE},896,2,1,1,905,898
