"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",6,4,3,8,150,63,172,68,1611,1204
"2",7,5,3,11,168,45,448,145,2109,1480
"3",9,10,6,99,30,60,258,NA,4158,2838
"4",99,5,3,8,NA,30,97,13,2094,1129
"5",99,5,99,5,NA,15,NA,25,2079,2089
"6",5,7,7,99,272,31,44,NA,2336,3140
"7",3,99,8,5,144,NA,245,54,1176,2118
"8",6,8,5,8,63,120,361,13,2643,2425
"9",8,9,8,9,12,61,118,110,3624,3730
"10",6,10,4,8,309,101,406,13,2889,1954
"11",99,7,10,3,NA,41,47,12,3137,1044
"12",3,4,7,5,113,6,48,51,1145,2115
"13",5,6,10,5,208,38,47,6,2272,2070
"14",3,99,3,6,349,NA,164,48,1381,1196
"15",3,99,5,9,26,NA,56,40,1058,2120
"16",99,9,6,11,NA,61,60,145,4189,2640
"17",6,7,4,8,345,25,98,13,2925,1646
"18",4,5,6,3,50,30,361,29,1598,1061
"19",5,8,6,8,153,93,7,108,2217,2587
"20",7,10,10,6,284,60,47,75,3380,2655
"21",7,99,99,6,62,NA,NA,74,3158,2654
"22",3,5,8,5,466,45,12,51,1498,2115
"23",3,7,7,9,393,65,48,49,1425,3144
"24",5,99,12,9,435,NA,162,40,2499,4168
"25",7,99,5,8,343,NA,352,68,3439,2416
"26",5,7,8,99,216,109,12,NA,2280,3624
"27",99,8,4,8,NA,120,393,13,3732,1941
"28",4,10,99,8,71,93,NA,13,1619,3625
"29",17,99,5,9,25,NA,410,40,8281,2474
"30",8,3,99,6,12,6,NA,65,1038,2645
"31",8,6,5,6,349,92,6,48,2672,2070
"32",5,7,8,6,205,109,12,11,2269,2591
"33",17,4,3,6,25,38,443,48,1586,1475
"34",99,3,99,7,NA,21,NA,64,1053,3160
"35",7,10,7,8,6,60,300,68,3102,3396
"36",99,6,7,11,NA,16,57,145,2596,3153
"37",99,6,5,8,NA,6,11,13,2586,2075
"38",6,99,99,3,329,NA,NA,35,2909,1067
"39",4,6,7,9,425,76,16,49,1973,3112
"40",5,99,3,9,423,NA,117,40,2487,1149
"41",99,7,99,11,NA,70,NA,145,3166,5305
"42",99,8,7,99,NA,63,107,NA,3675,3203
"43",6,10,3,5,409,60,307,16,2989,1339
"44",6,99,8,9,55,NA,245,40,2635,3857
"45",3,8,99,6,411,120,NA,33,1443,2613
"46",8,99,5,9,349,NA,122,40,3961,2186
"47",7,4,5,6,6,44,299,93,1592,2363
"48",99,4,99,5,NA,12,NA,25,1560,2089
"49",8,10,7,99,45,60,380,NA,3657,3476
"50",7,9,99,6,6,61,NA,93,3102,2673
"51",5,10,3,8,48,60,233,108,2112,1265
"52",7,10,3,99,249,60,401,NA,3345,1433
"53",5,6,8,9,43,78,22,110,2107,3634
"54",5,99,3,8,344,NA,435,68,2408,1467
"55",8,6,7,9,12,39,64,110,2619,3160
"56",2,99,5,9,476,NA,10,40,992,2074
"57",3,5,3,8,24,30,95,13,1056,1127
"58",99,4,99,5,NA,43,NA,47,1591,2111
"59",99,7,6,10,NA,33,19,99,3129,2599
"60",6,4,99,10,41,23,NA,99,1571,4743
"61",99,8,4,7,NA,85,434,24,3697,1982
"62",4,99,5,6,201,NA,166,35,1749,2230
"63",99,4,99,3,NA,11,NA,6,1559,1038
"64",5,3,6,9,48,27,30,110,1059,2610
"65",3,10,3,8,378,60,227,108,1410,1259
"66",6,7,99,4,389,65,NA,11,2969,1559
"67",99,7,7,8,NA,25,147,13,3121,3243
"68",99,6,7,9,NA,81,29,49,2661,3125
"69",99,7,10,5,NA,31,47,8,3127,2072
"70",4,5,8,9,8,15,344,49,1556,3956
"71",7,99,3,8,112,NA,419,42,3208,1451
"72",99,10,6,8,NA,101,361,13,4745,2941
"73",99,7,99,3,NA,64,NA,6,3160,1038
"74",6,7,6,7,340,41,341,24,2920,2921
"75",5,9,4,8,352,137,6,87,2416,1554
"76",9,5,8,99,357,6,52,NA,2070,3664
"77",3,5,8,4,306,15,344,43,1338,1591
"78",13,6,6,8,38,87,152,68,2667,2732
"79",99,4,4,6,NA,34,62,76,1582,1610
"80",12,99,8,5,299,NA,52,58,5975,2122
"81",3,99,5,8,101,NA,225,68,1133,2289
"82",3,5,3,5,9,15,340,25,1041,1372
"83",3,99,12,6,447,NA,162,26,1479,2606
"84",8,10,6,99,137,60,8,NA,3749,2588
"85",7,99,4,5,184,NA,39,58,3280,1587
"86",17,7,3,6,25,57,181,48,3153,1213
"87",4,10,3,99,313,60,176,NA,1861,1208
"88",99,5,99,5,NA,7,NA,15,2071,2079
"89",3,10,3,5,171,60,163,16,1203,1195
"90",3,10,4,99,252,60,268,NA,1284,1816
"91",8,6,99,6,26,87,NA,86,2667,2666
"92",4,10,4,99,371,60,70,NA,1919,1618
"93",6,8,3,99,15,63,466,NA,2595,1498
"94",8,9,3,10,120,61,384,99,3732,1416
"95",3,7,5,3,340,41,356,34,1372,1066
"96",6,10,4,8,150,60,105,68,2730,1653
"97",99,5,4,8,NA,10,94,13,2074,1642
"98",5,7,5,6,275,66,40,79,2339,2104
"99",6,10,3,8,120,60,467,68,2700,1499
"100",3,99,3,8,257,NA,98,42,1289,1130
"101",99,4,5,9,NA,42,420,49,1590,2484
"102",6,7,4,5,170,31,210,8,2750,1758
"103",9,10,7,99,250,60,169,NA,4378,3265
"104",99,8,3,5,NA,35,285,77,3647,1317
"105",5,9,99,5,48,61,NA,70,2112,2134
"106",13,99,6,8,38,NA,237,68,6230,2817
"107",99,7,99,5,NA,103,NA,70,3199,2134
"108",99,6,6,11,NA,63,6,145,2643,2586
"109",99,99,8,4,NA,NA,245,16,NA,1564
"110",3,5,6,8,397,15,352,87,1429,2932
"111",6,10,99,7,230,60,NA,99,2810,3195
"112",4,7,5,7,30,41,356,24,1578,2420
"113",3,6,99,7,456,63,NA,6,1488,3102
"114",7,10,6,7,138,60,116,66,3234,2696
"115",8,6,9,7,118,20,12,66,2600,3162
"116",6,8,6,99,36,85,41,NA,2616,2621
"117",4,6,99,8,7,63,NA,42,1555,3654
"118",6,4,8,11,17,38,12,145,1586,3624
"119",3,7,2,8,226,25,458,13,1258,974
"120",3,7,4,5,429,31,433,8,1461,1981
"121",6,4,7,5,389,31,48,77,1579,2141
"122",6,10,6,99,77,60,276,NA,2657,2856
"123",99,5,99,6,NA,33,NA,76,2097,2656
"124",3,3,10,7,465,1,47,24,1033,3120
"125",3,10,4,8,415,60,188,108,1447,1736
"126",8,99,3,4,135,NA,203,16,3747,1235
"127",4,7,10,4,433,31,47,50,1981,1598
"128",3,99,12,5,90,NA,162,39,1122,2103
"129",99,9,3,8,NA,137,215,87,4265,1247
"130",5,6,8,6,38,78,22,10,2102,2590
"131",6,7,3,6,259,109,341,11,2839,1373
"132",99,4,99,6,NA,32,NA,67,1580,2647
"133",9,10,7,3,34,60,150,24,4162,1056
"134",3,99,4,2,358,NA,16,20,1390,536
"135",8,9,99,9,26,61,NA,110,3638,4238
"136",99,5,8,99,NA,32,96,NA,2096,3708
"137",5,7,12,99,93,31,162,NA,2157,5838
"138",3,6,6,9,370,76,331,49,1402,2911
"139",4,6,3,8,290,36,336,68,1838,1368
"140",4,7,3,5,322,31,235,8,1870,1267
"141",6,99,3,8,17,NA,373,42,2597,1405
"142",9,99,4,8,357,NA,29,68,4485,1577
"143",5,10,3,8,361,101,158,13,2425,1190
"144",99,5,4,10,NA,73,395,99,2137,1943
"145",6,8,3,8,83,120,75,13,2663,1107
"146",4,8,6,99,41,63,47,NA,1589,2627
"147",4,10,7,4,97,60,300,52,1645,1600
"148",99,5,99,6,NA,52,NA,79,2116,2659
"149",99,5,3,4,NA,11,336,36,2075,1368
"150",99,3,6,4,NA,38,361,14,1070,1562
"151",6,9,7,4,41,61,64,18,2621,1566
"152",99,7,4,5,NA,79,27,70,3175,1575
"153",3,8,3,8,424,120,273,13,1456,1305
"154",5,99,8,3,413,NA,245,24,2477,1056
"155",99,7,6,8,NA,39,298,13,3135,2878
"156",3,99,4,9,6,NA,12,40,1038,1560
"157",5,6,5,9,375,78,406,110,2439,2470
"158",8,4,99,5,12,23,NA,17,1571,2081
"159",99,7,3,9,NA,66,293,49,3162,1325
"160",7,10,10,99,101,60,47,NA,3197,4691
"161",3,10,7,99,354,60,61,NA,1386,3157
"162",5,10,5,3,83,60,431,44,2147,1076
"163",17,5,8,5,25,37,245,65,2101,2129
"164",4,99,7,8,50,NA,133,68,1598,3229
"165",3,10,7,5,70,60,169,16,1102,2080
"166",4,9,99,5,402,61,NA,26,1950,2090
"167",99,5,99,4,NA,39,NA,35,2103,1583
"168",5,3,4,8,352,20,12,87,1052,1560
"169",99,10,99,6,NA,93,NA,69,4737,2649
"170",99,6,6,8,NA,93,392,42,2673,2972
"171",4,99,12,8,416,NA,162,11,1964,3623
"172",99,8,6,8,NA,93,34,108,3705,2614
"173",9,6,12,6,357,91,162,95,2671,2675
"174",8,99,3,8,6,NA,435,11,3618,1467
"175",3,99,3,8,38,NA,134,68,1070,1166
"176",5,10,6,99,433,60,214,NA,2497,2794
"177",99,5,99,8,NA,61,NA,77,2125,3689
"178",3,99,5,8,395,NA,73,68,1427,2137
"179",6,7,3,5,275,31,79,8,2855,1111
"180",8,10,6,99,106,60,206,NA,3718,2786
"181",8,4,99,9,45,26,NA,43,1574,4171
"182",7,99,6,8,168,NA,44,42,3264,2624
"183",5,6,6,7,433,20,76,66,2497,2656
"184",6,7,6,8,406,64,80,42,2986,2660
"185",3,10,3,8,24,101,43,13,1056,1075
"186",5,7,99,9,338,65,NA,49,2402,4177
"187",8,6,3,6,349,89,203,48,2669,1235
"188",5,10,99,5,36,93,NA,29,2100,2093
"189",6,10,9,99,92,60,261,NA,2672,4389
"190",8,10,5,99,118,60,302,NA,3730,2366
"191",3,5,3,4,314,30,253,14,1346,1285
"192",5,99,5,7,354,NA,308,6,2418,2372
"193",99,4,99,4,NA,10,NA,48,1558,1596
"194",6,9,6,7,88,61,41,92,2668,2621
"195",8,10,3,99,299,60,270,NA,3911,1302
"196",4,99,12,7,122,NA,162,6,1670,3102
"197",99,5,99,7,NA,62,NA,97,2126,3193
"198",7,5,99,5,112,54,NA,70,2118,2134
"199",99,4,99,4,NA,24,NA,36,1572,1584
"200",5,7,99,8,394,66,NA,87,2458,3699
"201",8,10,10,8,90,60,47,108,3702,3720
"202",6,10,12,8,267,60,162,68,2847,3680
"203",3,99,6,8,117,NA,83,68,1149,2663
"204",7,10,7,99,188,60,181,NA,3284,3277
"205",3,10,3,99,365,60,305,NA,1397,1337
"206",8,10,99,4,168,60,NA,7,3780,1555
"207",9,3,5,99,34,30,337,NA,1062,2401
"208",7,9,7,9,30,61,6,110,3126,3102
"209",5,10,3,99,107,60,152,NA,2171,1184
"210",8,4,8,6,349,48,245,48,1596,2628
"211",6,4,4,9,389,6,93,49,1554,1641
"212",99,7,3,5,NA,65,381,26,3161,1413
"213",8,6,8,4,12,78,118,49,2658,1597
"214",99,6,99,6,NA,76,NA,50,2656,2630
"215",3,10,3,8,448,60,253,68,1480,1285
"216",4,8,10,6,395,93,47,6,1943,2586
"217",99,4,6,8,NA,7,353,108,1555,2933
"218",3,99,12,6,43,NA,162,35,1075,2615
"219",6,7,99,6,12,25,NA,29,2592,2609
"220",99,4,7,8,NA,13,27,13,1561,3123
"221",5,7,7,5,412,25,147,38,2476,2102
"222",99,4,6,10,NA,9,6,99,1557,2586
"223",99,10,9,99,NA,60,12,NA,4704,4140
"224",3,99,12,9,334,NA,162,113,1366,4241
"225",3,10,6,99,242,60,374,NA,1274,2954
"226",7,10,7,99,26,60,150,NA,3122,3246
"227",5,6,99,4,23,78,NA,6,2087,1554
"228",3,8,4,5,430,35,68,77,1462,1616
"229",6,99,99,6,42,NA,NA,48,2622,2628
"230",3,99,5,7,74,NA,278,6,1106,2342
"231",9,10,4,99,46,60,365,NA,4174,1913
"232",13,6,5,8,38,36,100,68,2616,2164
"233",9,6,7,8,357,52,92,68,2632,3188
"234",7,10,3,99,86,60,362,NA,3182,1394
"235",4,10,5,99,432,60,431,NA,1980,2495
"236",99,7,99,3,NA,109,NA,8,3205,1040
"237",8,5,99,7,12,58,NA,92,2122,3188
"238",99,4,4,7,NA,34,432,97,1582,1980
"239",99,5,7,8,NA,37,9,13,2101,3105
"240",99,6,5,7,NA,38,181,24,2618,2245
