"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"67",4,99,4,99,443,NA,417,NA,1991,1965
"68",10,5,4,9,55,14,390,89,2078,1938
"69",3,18,4,99,279,174,78,NA,1311,1626
"70",3,99,3,9,300,NA,368,89,1332,1400
"71",4,99,4,5,366,NA,212,16,1914,1760
"72",6,4,6,9,375,12,235,89,1560,2815
"73",4,18,3,99,236,174,103,NA,1784,1135
"74",4,99,5,9,130,NA,18,89,1678,2082
"75",3,99,3,9,435,NA,379,89,1467,1411
"76",3,18,3,6,116,174,231,66,1148,1263
"77",3,18,3,99,359,174,147,NA,1391,1179
"78",4,99,3,9,340,NA,248,89,1888,1280
"79",3,18,3,99,154,174,320,NA,1186,1352
"80",5,99,3,9,163,NA,384,89,2227,1416
"81",6,18,10,4,405,174,35,25,2985,1573
"82",4,18,3,99,408,174,215,NA,1956,1247
"83",3,18,3,6,232,174,322,66,1264,1354
"84",4,99,4,9,416,NA,238,89,1964,1786
"85",4,18,3,99,160,174,464,NA,1708,1496
"86",4,18,5,99,21,174,73,NA,1569,2137
"87",3,99,3,9,355,NA,103,89,1387,1135
"88",4,99,5,9,361,NA,284,89,1909,2348
"89",3,99,8,5,192,NA,92,46,1224,2110
"90",10,18,7,99,291,174,299,NA,4935,3395
"91",3,99,4,9,334,NA,398,89,1366,1946
"92",4,99,5,3,251,NA,382,24,1799,1056
"93",4,99,5,9,397,NA,308,89,1945,2372
"94",4,99,4,9,451,NA,284,89,1999,1832
"95",6,99,4,99,235,NA,166,NA,2815,1714
"96",10,5,3,9,55,47,438,89,2111,1470
"97",3,18,3,6,448,174,292,66,1480,1324
"98",3,18,5,6,157,174,345,66,1189,2409
"99",4,99,4,8,184,NA,239,75,1732,1787
"100",3,18,3,99,75,174,292,NA,1107,1324
"101",6,99,8,9,408,NA,198,89,2988,3810
"102",4,18,3,99,424,174,345,NA,1972,1377
"103",4,99,4,99,381,NA,388,NA,1929,1936
"104",4,18,4,6,213,174,301,34,1761,1849
"105",7,4,99,7,273,15,NA,92,1563,3188
"106",6,99,3,99,94,NA,432,NA,2674,1464
"107",3,99,6,99,336,NA,22,NA,1368,2602
"108",3,18,5,9,227,174,291,23,1259,2355
"109",5,18,3,6,263,174,256,66,2327,1288
"110",3,99,7,9,393,NA,260,89,1425,3356
"111",3,18,3,99,204,174,260,NA,1236,1292
"112",4,99,6,9,50,NA,184,89,1598,2764
"113",3,99,5,9,140,NA,261,89,1172,2325
"114",4,99,4,9,434,NA,209,89,1982,1757
"115",5,8,3,9,357,77,422,89,2421,1454
"116",5,99,6,9,83,NA,173,89,2147,2753
"117",6,99,99,9,202,NA,NA,89,2782,4217
"118",3,18,3,99,141,174,115,NA,1173,1147
"119",3,18,3,4,401,174,370,25,1433,1402
"120",5,18,3,99,308,174,349,NA,2372,1381
"121",4,8,4,9,253,77,284,89,1801,1832
"122",3,18,2,99,127,174,478,NA,1159,994
"123",4,18,10,6,237,174,35,34,1785,2614
"124",3,18,5,99,302,174,180,NA,1334,2244
"125",4,18,3,99,162,174,103,NA,1710,1135
"126",5,99,6,9,164,NA,15,89,2228,2595
"127",5,99,5,3,376,NA,382,21,2440,1053
"128",5,99,4,99,428,NA,341,NA,2492,1889
"129",3,18,3,6,111,174,230,66,1143,1262
"130",4,99,4,8,292,NA,369,75,1840,1917
"131",4,99,7,9,367,NA,139,89,1915,3235
"132",3,18,4,99,335,174,233,NA,1367,1781
"133",4,99,4,9,277,NA,354,89,1825,1902
"134",4,18,3,99,232,174,173,NA,1780,1205
"135",13,99,3,8,170,NA,465,75,6362,1497
"136",3,18,3,99,284,174,171,NA,1316,1203
"137",3,99,3,5,459,NA,358,16,1491,1390
"138",3,18,3,6,298,174,409,66,1330,1441
"139",4,18,3,99,368,174,96,NA,1916,1128
"140",8,99,3,9,74,NA,364,89,3686,1396
"141",3,99,3,9,304,NA,434,89,1336,1466
"142",3,8,5,9,324,77,238,89,1356,2302
"143",5,18,3,9,161,174,270,23,2225,1302
"144",4,99,3,9,186,NA,280,89,1734,1312
"145",3,18,3,99,147,174,375,NA,1179,1407
"146",3,99,5,3,418,NA,18,22,1450,1054
"147",6,4,5,9,375,31,216,89,1579,2280
"148",4,8,4,9,379,77,7,89,1927,1555
"149",4,99,4,9,435,NA,204,89,1983,1752
"150",3,18,3,99,157,174,51,NA,1189,1083
"151",7,99,4,99,159,NA,376,NA,3255,1924
"152",3,18,3,99,403,174,117,NA,1435,1149
"153",4,99,3,99,266,NA,269,NA,1814,1301
"154",3,18,7,99,391,174,263,NA,1423,3359
"155",6,18,3,6,267,174,334,66,2847,1366
"156",5,99,3,9,336,NA,406,89,2400,1438
"157",5,99,3,5,276,NA,338,16,2340,1370
"158",3,18,4,6,346,174,171,66,1378,1719
"159",6,18,3,99,185,174,358,NA,2765,1390
"160",4,5,3,9,21,47,354,89,1569,1386
"161",3,18,3,6,299,174,217,34,1331,1249
"162",5,99,9,99,384,NA,186,NA,2448,4314
"163",8,99,4,99,212,NA,368,NA,3824,1916
"164",3,18,3,99,390,174,204,NA,1422,1236
"165",4,99,5,99,40,NA,274,NA,1588,2338
"166",8,6,4,9,74,29,396,89,2609,1944
"167",3,18,5,99,270,174,79,NA,1302,2143
"168",5,18,4,6,318,174,267,66,2382,1815
"169",8,99,8,3,113,NA,198,28,3725,1060
"170",4,18,3,6,403,174,356,66,1951,1388
"171",4,18,10,6,295,174,35,66,1843,2646
"172",5,99,5,9,39,NA,61,89,2103,2125
"173",10,8,5,9,55,77,160,89,3689,2224
"174",99,18,5,99,NA,174,206,NA,8946,2270
"175",7,3,4,99,159,10,291,NA,1042,1839
"176",5,8,5,9,403,77,255,89,2467,2319
"177",5,99,4,99,290,NA,370,NA,2354,1918
"178",8,99,4,6,153,NA,241,67,3765,1789
"179",5,99,4,99,287,NA,16,NA,2351,1564
"180",4,18,3,99,343,174,293,NA,1891,1325
"181",3,99,4,9,125,NA,43,89,1157,1591
"182",3,18,5,99,440,174,61,NA,1472,2125
"183",3,18,3,99,389,174,402,NA,1421,1434
"184",4,18,3,6,412,174,295,66,1960,1327
"185",5,18,4,99,328,174,166,NA,2392,1714
"186",4,18,6,3,212,174,34,42,1760,1074
"187",4,5,4,9,261,47,106,89,1809,1654
"188",13,6,4,7,102,23,260,92,2603,1808
"189",4,99,5,99,298,NA,20,NA,1846,2084
"190",4,18,6,99,321,174,247,NA,1869,2827
"191",3,18,3,99,404,174,227,NA,1436,1259
"192",3,18,3,99,388,174,207,NA,1420,1239
"193",5,18,3,99,48,174,386,NA,2112,1418
"194",4,99,8,9,43,NA,92,89,1591,3704
"195",6,99,4,9,375,NA,372,89,2955,1920
"196",5,6,5,9,319,29,147,89,2383,2211
"197",6,4,3,99,98,47,276,NA,1595,1308
"198",3,99,6,99,438,NA,55,NA,1470,2635
"199",3,18,10,5,333,174,35,66,1365,2130
"200",4,99,4,9,327,NA,427,89,1875,1975
"201",5,99,5,9,141,NA,225,89,2205,2289
"202",13,5,5,9,102,47,87,89,2111,2151
"203",3,18,3,6,229,174,242,66,1261,1274
"204",3,18,3,6,224,174,133,66,1256,1165
"205",3,18,6,9,398,174,212,23,1430,2792
"206",4,99,7,3,379,NA,139,38,1927,1070
"207",5,18,3,6,82,174,351,34,2146,1383
"208",4,99,5,9,340,NA,224,89,1888,2288
"209",5,99,5,99,75,NA,240,NA,2139,2304
"210",3,99,4,99,400,NA,326,NA,1432,1874
"211",3,99,4,9,313,NA,381,89,1345,1929
"212",3,18,3,6,147,174,267,66,1179,1299
"213",3,99,99,8,283,NA,NA,75,1315,3687
"214",5,18,4,6,359,174,361,34,2423,1909
"215",4,18,3,6,56,174,309,66,1604,1341
"216",3,18,5,99,257,174,107,NA,1289,2171
"217",6,3,4,9,73,9,429,89,1041,1977
"218",4,99,7,5,178,NA,139,16,1726,2080
"219",5,99,4,9,6,NA,195,89,2070,1743
"220",3,99,3,9,424,NA,253,89,1456,1285
"221",3,18,3,99,14,174,51,NA,1046,1083
"222",3,18,10,3,208,174,35,18,1240,1050
"223",5,6,6,4,97,27,184,40,2161,1588
"224",3,18,3,99,118,174,310,NA,1150,1342
"225",4,99,5,9,362,NA,221,89,1910,2285
"226",5,18,7,99,57,174,228,NA,2121,3324
"227",3,99,4,9,344,NA,292,89,1376,1840
"228",4,18,4,99,378,174,298,NA,1926,1846
"229",6,99,3,9,168,NA,449,89,2748,1481
"230",5,99,5,99,384,NA,139,NA,2448,2203
"231",3,99,3,5,429,NA,392,16,1461,1424
"232",4,18,4,99,366,174,165,NA,1914,1713
"233",3,18,4,99,339,174,204,NA,1371,1752
"234",5,99,3,9,133,NA,395,89,2197,1427
"235",3,18,3,99,109,174,247,NA,1141,1279
"236",5,99,3,9,8,NA,299,89,2072,1331
"237",5,3,4,99,263,45,204,NA,1077,1752
"238",6,99,3,9,351,NA,360,89,2931,1392
"239",3,18,4,6,331,174,418,66,1363,1966
"240",10,4,3,99,291,62,447,NA,1610,1479
