"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",4,5,4,7,75,39,283,80,1623,1831
"2",4,99,4,12,381,NA,268,45,1929,1816
"3",5,3,4,6,78,8,349,29,1040,1897
"4",5,99,99,6,78,NA,NA,29,2142,2609
"5",4,99,5,6,50,NA,65,29,1598,2129
"6",5,99,4,7,189,NA,105,80,2253,1653
"7",5,99,3,7,223,NA,368,80,2287,1400
"8",4,99,5,99,253,NA,191,NA,1801,2255
"9",5,11,4,12,145,4,394,45,2209,1942
"10",4,99,4,7,77,NA,303,80,1625,1851
"11",6,99,6,99,67,NA,146,NA,2647,2726
"12",4,99,5,12,270,NA,342,45,1818,2406
"13",4,99,4,99,250,NA,304,NA,1798,1852
"14",9,4,8,4,168,63,225,48,1611,1596
"15",4,99,4,7,80,NA,81,80,1628,1629
"16",4,99,4,6,110,NA,107,29,1658,1655
"17",4,99,4,7,69,NA,410,80,1617,1958
"18",8,99,7,12,140,NA,9,45,3752,3105
"19",4,99,4,99,333,NA,322,NA,1881,1870
"20",4,13,99,9,183,111,NA,12,1731,4140
"21",4,13,4,12,248,111,259,45,1796,1807
"22",4,99,4,7,393,NA,202,80,1941,1750
"23",5,13,7,3,9,111,61,30,2073,1062
"24",4,13,5,12,296,111,241,45,1844,2305
"25",4,99,5,7,257,NA,264,80,1805,2328
"26",3,13,5,12,389,111,229,45,1421,2293
"27",3,99,4,12,65,NA,40,45,1097,1588
"28",4,99,5,99,238,NA,255,NA,1786,2319
"29",4,99,4,12,185,NA,232,45,1733,1780
"30",7,5,4,7,90,39,131,80,2103,1679
"31",4,99,3,12,61,NA,135,45,1609,1167
"32",5,11,6,12,287,4,187,45,2351,2767
"33",4,99,5,12,258,NA,397,45,1806,2461
"34",4,99,4,6,328,NA,131,29,1876,1679
"35",4,99,6,12,354,NA,95,45,1902,2675
"36",4,11,5,12,144,4,116,45,1692,2180
"37",4,99,4,12,365,NA,78,45,1913,1626
"38",99,4,6,12,NA,36,145,45,1584,2725
"39",8,99,5,7,229,NA,314,80,3841,2378
"40",5,99,4,5,125,NA,337,14,2189,1885
"41",6,4,5,99,139,6,185,NA,1554,2249
"42",4,99,4,99,286,NA,216,NA,1834,1764
"43",4,99,4,7,250,NA,364,80,1798,1912
"44",4,99,4,99,233,NA,212,NA,1781,1760
"45",3,99,5,7,376,NA,28,80,1408,2092
"46",4,99,4,12,88,NA,188,45,1636,1736
"47",6,11,5,12,4,4,431,45,2584,2495
"48",4,99,3,12,69,NA,442,45,1617,1474
"49",4,99,4,7,107,NA,154,80,1655,1702
"50",5,99,6,7,348,NA,22,80,2412,2602
"51",3,99,3,7,381,NA,467,80,1413,1499
"52",3,99,7,4,396,NA,170,2,1428,1550
"53",5,99,4,7,371,NA,370,80,2435,1918
"54",8,13,4,12,83,111,224,45,3695,1772
"55",4,99,99,12,279,NA,NA,45,1827,5721
"56",4,99,99,5,423,NA,NA,14,1971,2078
"57",4,99,6,12,51,NA,259,45,1599,2839
"58",4,6,5,99,358,57,77,NA,1906,2141
"59",4,2,3,99,358,25,79,NA,541,1111
"60",6,99,5,3,244,NA,223,21,2824,1053
"61",5,99,4,99,181,NA,190,NA,2245,1738
