"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"62",3,99,4,6,281,NA,410,29,1313,1958
"63",9,3,4,7,353,33,258,80,1065,1806
"64",4,99,4,12,259,NA,243,45,1807,1791
"65",6,4,5,99,139,46,314,NA,1594,2378
"66",6,99,4,7,85,NA,408,80,2665,1956
"67",3,99,4,7,462,NA,163,80,1494,1711
"68",4,99,4,12,349,NA,426,45,1897,1974
"69",5,13,4,12,23,111,87,45,2087,1635
"70",5,99,4,7,190,NA,90,80,2254,1638
"71",5,99,3,12,382,NA,460,45,2446,1492
"72",4,99,4,7,5,NA,177,80,1553,1725
"73",9,99,5,7,214,NA,294,80,4342,2358
"74",4,99,6,99,389,NA,89,NA,1937,2669
"75",3,4,4,99,402,63,133,NA,1434,1681
"76",5,13,7,12,119,111,61,45,2183,3157
"77",4,99,4,12,165,NA,178,45,1713,1726
"78",6,13,4,12,349,111,127,45,2929,1675
"79",5,99,4,12,30,NA,149,45,2094,1697
"80",5,13,4,12,87,111,198,45,2151,1746
"81",5,99,5,99,236,NA,270,NA,2300,2334
"82",6,99,4,99,119,NA,274,NA,2699,1822
"83",4,99,5,99,67,NA,199,NA,1615,2263
"84",4,99,4,99,267,NA,370,NA,1815,1918
"85",4,99,4,7,192,NA,375,80,1740,1923
"86",6,99,5,99,206,NA,200,NA,2786,2264
"87",4,99,4,12,139,NA,29,45,1687,1577
"88",4,99,5,12,170,NA,330,45,1718,2394
"89",4,11,6,12,63,4,38,45,1611,2618
"90",5,99,7,12,312,NA,170,45,2376,3266
"91",4,99,4,99,137,NA,411,NA,1685,1959
"92",4,99,4,7,90,NA,376,80,1638,1924
"93",5,13,4,12,196,111,316,45,2260,1864
"94",4,13,4,12,133,111,384,45,1681,1932
"95",6,99,4,7,210,NA,254,80,2790,1802
"96",4,99,8,12,252,NA,28,45,1800,3640
"97",5,11,5,12,241,4,126,45,2305,2190
"98",4,99,5,7,87,NA,288,80,1635,2352
"99",4,99,4,7,75,NA,431,80,1623,1979
"100",4,13,5,12,147,111,76,45,1695,2140
"101",4,11,4,12,204,4,206,45,1752,1754
"102",4,99,5,3,42,NA,397,41,1590,1073
"103",5,99,4,7,314,NA,335,80,2378,1883
"104",7,99,5,99,90,NA,239,NA,3186,2303
"105",4,99,3,12,296,NA,465,45,1844,1497
"106",4,99,4,12,98,NA,277,45,1646,1825
"107",6,99,4,12,195,NA,342,45,2775,1890
"108",4,99,4,7,176,NA,419,80,1724,1967
"109",5,99,4,12,122,NA,252,45,2186,1800
"110",4,99,4,7,315,NA,253,80,1863,1801
"111",4,13,4,12,42,111,152,45,1590,1700
"112",4,99,4,12,28,NA,12,45,1576,1560
"113",4,99,4,12,227,NA,206,45,1775,1754
"114",4,99,4,12,102,NA,9,45,1650,1557
"115",4,99,4,12,256,NA,73,45,1804,1621
"116",5,3,3,12,303,2,311,45,1034,1343
"117",4,99,4,12,240,NA,298,45,1788,1846
"118",3,99,5,12,250,NA,136,45,1282,2200
"119",4,99,4,12,282,NA,153,45,1830,1701
"120",4,13,4,12,297,111,29,45,1845,1577
"121",4,99,4,12,216,NA,100,45,1764,1648
"122",5,11,5,12,230,4,124,45,2294,2188
"123",4,99,6,99,366,NA,75,NA,1914,2655
"124",4,99,5,12,73,NA,228,45,1621,2292
"125",4,99,5,99,137,NA,105,NA,1685,2169
"126",4,99,4,7,135,NA,364,80,1683,1912
"127",8,13,4,12,240,111,174,45,3852,1722
"128",4,99,5,7,395,NA,85,80,1943,2149
"129",6,4,3,7,142,47,288,80,1595,1320
"130",4,99,4,99,322,NA,424,NA,1870,1972
"131",4,13,4,9,89,111,361,12,1637,1909
"132",4,99,6,12,148,NA,270,45,1696,2850
"133",3,99,7,12,423,NA,315,45,1455,3411
"134",4,99,4,7,347,NA,251,80,1895,1799
"135",6,99,99,7,248,NA,NA,80,2828,3176
"136",6,3,6,7,244,19,8,80,1051,2588
"137",5,11,5,12,48,4,357,45,2112,2421
"138",7,99,5,12,220,NA,20,45,3316,2084
"139",3,99,4,7,328,NA,148,80,1360,1696
"140",7,99,4,12,263,NA,284,45,3359,1832
"141",4,99,3,12,76,NA,339,45,1624,1371
"142",4,13,6,12,341,111,202,45,1889,2782
"143",5,99,4,99,63,NA,232,NA,2127,1780
"144",4,99,4,7,320,NA,345,80,1868,1893
"145",4,99,5,12,11,NA,160,45,1559,2224
"146",4,13,4,12,381,111,125,45,1929,1673
"147",4,99,4,7,174,NA,187,80,1722,1735
"148",5,99,3,7,86,NA,463,80,2150,1495
"149",4,99,3,12,315,NA,320,45,1863,1352
"150",4,99,4,12,137,NA,16,45,1685,1564
"151",6,99,4,6,231,NA,64,29,2811,1612
"152",5,13,4,12,303,111,365,45,2367,1913
"153",5,99,4,7,58,NA,10,80,2122,1558
"154",4,13,5,12,359,111,299,45,1907,2363
"155",6,99,4,7,306,NA,253,80,2886,1801
"156",4,99,5,99,430,NA,24,NA,1978,2088
"157",4,99,4,6,93,NA,290,29,1641,1838
"158",4,13,4,12,284,111,128,45,1832,1676
"159",6,11,4,12,343,4,24,45,2923,1572
"160",5,99,6,12,118,NA,150,45,2182,2730
"161",3,13,4,12,269,111,74,45,1301,1622
"162",6,99,5,7,75,NA,223,80,2655,2287
"163",4,99,4,7,84,NA,61,80,1632,1609
"164",7,4,5,7,90,28,333,80,1576,2397
"165",3,99,5,6,107,NA,217,29,1139,2281
"166",5,99,4,6,199,NA,217,29,2263,1765
"167",4,5,6,7,447,39,255,80,1995,2835
"168",4,99,4,7,90,NA,347,80,1638,1895
"169",9,99,4,12,243,NA,184,45,4371,1732
"170",4,99,4,6,256,NA,421,29,1804,1969
"171",4,99,5,99,266,NA,144,NA,1814,2208
"172",5,99,4,12,21,NA,120,45,2085,1668
"173",99,13,4,12,NA,111,288,45,6303,1836
"174",99,11,5,12,NA,4,408,45,5164,2472
"175",4,99,4,7,101,NA,89,80,1649,1637
"176",4,99,5,99,312,NA,180,NA,1860,2244
"177",5,99,4,7,17,NA,324,80,2081,1872
"178",4,13,3,12,251,111,85,45,1799,1117
"179",6,4,4,12,180,9,220,45,1557,1768
"180",5,99,4,99,68,NA,247,NA,2132,1795
"181",4,99,5,99,212,NA,54,NA,1760,2118
"182",5,3,3,12,303,41,280,45,1073,1312
"183",5,99,6,4,201,NA,146,47,2265,1595
"184",4,13,4,12,313,111,265,45,1861,1813
"185",5,99,5,99,79,NA,208,NA,2143,2272
"186",4,99,5,12,209,NA,71,45,1757,2135
"187",5,3,4,7,58,4,78,80,1036,1626
"188",4,99,4,6,278,NA,73,29,1826,1621
"189",4,99,4,12,132,NA,365,45,1680,1913
"190",9,99,5,7,353,NA,142,80,4481,2206
"191",4,99,3,12,36,NA,399,45,1584,1431
"192",5,99,4,12,23,NA,180,45,2087,1728
"193",4,99,4,7,119,NA,53,80,1667,1601
"194",4,5,5,7,238,39,86,80,1786,2150
"195",6,4,4,12,231,52,207,45,1600,1755
"196",4,99,3,12,210,NA,354,45,1758,1386
"197",7,99,4,7,191,NA,45,80,3287,1593
"198",4,99,4,12,414,NA,201,45,1962,1749
"199",4,99,4,99,241,NA,239,NA,1789,1787
"200",4,99,3,12,8,NA,411,45,1556,1443
"201",3,99,5,12,220,NA,85,45,1252,2149
"202",4,99,6,12,351,NA,160,45,1899,2740
"203",4,99,4,7,391,NA,412,80,1939,1960
"204",4,99,3,6,92,NA,463,29,1640,1495
"205",4,99,5,7,67,NA,34,80,1615,2098
"206",7,13,5,12,64,111,199,45,3160,2263
"207",4,99,5,12,268,NA,114,45,1816,2178
"208",4,99,4,12,88,NA,272,45,1636,1820
"209",3,13,4,12,346,111,97,45,1378,1645
"210",4,99,5,7,175,NA,57,80,1723,2121
"211",4,13,4,12,192,111,96,45,1740,1644
"212",5,99,4,7,89,NA,185,80,2153,1733
"213",4,99,5,12,70,NA,160,45,1618,2224
"214",6,99,4,99,139,NA,338,NA,2719,1886
"215",4,99,5,7,363,NA,151,80,1911,2215
"216",5,3,5,6,199,44,173,29,1076,2237
"217",3,6,3,99,280,57,402,NA,1312,1434
"218",4,11,4,12,235,4,114,45,1783,1662
"219",6,99,5,12,5,NA,42,45,2585,2106
"220",3,99,4,7,294,NA,50,80,1326,1598
"221",5,99,3,12,206,NA,296,45,2270,1328
"222",4,99,3,12,10,NA,256,45,1558,1288
"223",4,13,7,12,140,111,89,45,1688,3185
"224",4,99,5,99,324,NA,184,NA,1872,2248
"225",4,99,4,6,113,NA,241,29,1661,1789
"226",5,99,5,7,30,NA,253,80,2094,2317
"227",5,99,4,7,140,NA,263,80,2204,1811
"228",4,5,4,7,327,39,284,80,1875,1832
"229",6,99,4,7,142,NA,101,80,2722,1649
"230",4,99,3,12,257,NA,367,45,1805,1399
"231",4,99,7,4,351,NA,9,2,1899,1550
"232",4,99,4,12,268,NA,101,45,1816,1649
"233",4,99,5,7,102,NA,105,80,1650,2169
"234",4,5,4,7,179,39,24,80,1727,1572
"235",6,99,5,12,180,NA,91,45,2760,2155
"236",5,99,3,12,170,NA,449,45,2234,1481
"237",4,13,3,9,13,111,267,12,1561,1299
"238",4,99,5,7,201,NA,67,80,1749,2131
"239",4,99,4,12,179,NA,15,45,1727,1563
"240",6,4,6,99,67,60,348,NA,1608,2928
