"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"123",3,99,2,7,458,NA,454,94,1490,970
"124",2,99,3,11,467,NA,85,127,983,1117
"125",5,99,2,11,105,NA,405,127,2169,921
"126",5,99,5,9,236,NA,55,114,2300,2119
"127",3,99,3,11,334,NA,303,127,1366,1335
"128",5,99,99,4,90,NA,NA,39,2154,1587
"129",3,99,3,7,303,NA,140,94,1335,1172
"130",5,99,3,9,173,NA,101,114,2237,1133
"131",3,99,2,11,6,NA,462,127,1038,978
"132",6,99,4,7,163,NA,251,94,2743,1799
"133",3,99,3,7,301,NA,51,94,1333,1083
"134",3,99,2,7,278,NA,480,94,1310,996
"135",2,99,2,11,404,NA,385,127,920,901
"136",5,2,3,11,19,15,24,127,531,1056
"137",3,99,3,9,175,NA,111,114,1207,1143
"138",5,99,2,11,288,NA,465,127,2352,981
"139",3,99,7,5,135,NA,119,9,1167,2073
"140",3,99,2,8,104,NA,451,111,1136,967
"141",4,99,4,7,188,NA,407,94,1736,1955
"142",2,99,2,3,473,NA,478,45,989,994
"143",2,99,2,11,410,NA,391,127,926,907
"144",3,99,4,7,302,NA,424,94,1334,1972
"145",3,4,7,10,118,26,281,128,1150,3377
"146",2,99,3,11,387,NA,252,127,903,1284
"147",4,99,5,7,358,NA,304,94,1906,2368
"148",3,99,3,11,153,NA,50,127,1185,1082
"149",2,99,2,11,458,NA,344,127,974,860
"150",3,99,2,11,105,NA,481,127,1137,997
"151",5,2,4,11,141,7,84,127,523,1632
"152",6,99,6,9,86,NA,241,114,2666,2821
"153",3,99,3,11,187,NA,16,127,1219,1048
"154",7,2,3,9,130,7,47,114,523,1079
"155",3,99,2,5,450,NA,351,9,1482,867
"156",5,99,8,9,298,NA,175,114,2362,3787
"157",6,99,4,11,325,NA,103,127,2905,1651
"158",3,99,4,11,25,NA,41,127,1057,1589
"159",3,99,6,2,85,NA,32,29,1117,545
"160",2,99,5,11,463,NA,211,127,979,2275
"161",5,99,6,10,219,NA,251,128,2283,2831
"162",7,99,6,9,357,NA,303,114,3453,2883
"163",6,99,3,11,379,NA,100,127,2959,1132
"164",3,99,5,7,159,NA,240,94,1191,2304
"165",2,99,2,10,474,NA,440,128,990,956
"166",5,99,5,99,93,NA,315,NA,2157,2379
"167",5,99,3,7,78,NA,305,94,2142,1337
"168",2,99,2,11,443,NA,356,127,959,872
"169",5,99,2,11,6,NA,404,127,2070,920
"170",2,99,3,11,413,NA,395,127,929,1427
"171",4,99,3,10,205,NA,98,128,1753,1130
"172",2,99,2,11,459,NA,453,127,975,969
"173",3,99,3,4,73,NA,66,39,1105,1098
"174",4,99,3,7,328,NA,70,94,1876,1102
"175",7,99,3,7,287,NA,50,94,3383,1082
"176",4,99,3,10,158,NA,268,128,1706,1300
"177",3,99,5,9,400,NA,354,114,1432,2418
"178",5,99,3,7,27,NA,55,94,2091,1087
"179",3,99,3,7,123,NA,12,94,1155,1044
"180",5,99,3,11,233,NA,347,127,2297,1379
"181",3,99,6,4,331,NA,302,5,1363,1553
"182",2,99,6,2,440,NA,32,10,956,526
"183",2,99,3,11,442,NA,56,127,958,1088
"184",2,99,2,11,394,NA,394,127,910,910
"185",2,99,4,11,442,NA,59,127,958,1607
"186",5,2,2,11,141,6,443,127,522,959
"187",6,2,3,7,34,7,25,94,523,1057
"188",2,99,2,11,404,NA,380,127,920,896
"189",3,99,2,11,45,NA,405,127,1077,921
"190",2,99,3,2,457,NA,439,10,973,526
"191",3,99,3,2,58,NA,437,7,1090,523
"192",3,6,5,9,80,63,66,114,1112,2130
"193",2,99,2,5,424,NA,478,9,940,994
"194",3,4,2,10,6,26,461,128,1038,977
"195",2,99,4,11,421,NA,64,127,937,1612
"196",2,99,5,3,457,NA,211,31,973,1063
"197",2,99,7,11,429,NA,209,127,945,3305
"198",5,2,2,10,219,9,479,128,525,995
"199",3,99,4,7,14,NA,397,94,1046,1945
"200",3,99,2,7,312,NA,460,94,1344,976
"201",2,99,2,11,393,NA,400,127,909,916
"202",6,2,2,11,127,9,446,127,525,962
"203",3,99,3,11,447,NA,6,127,1479,1038
"204",7,99,99,9,401,NA,NA,114,3497,4242
"205",3,99,4,11,187,NA,283,127,1219,1831
"206",4,2,3,9,276,29,222,114,545,1254
"207",3,99,99,10,6,NA,NA,128,1038,4772
"208",2,99,2,11,448,NA,362,127,964,878
"209",2,4,6,10,473,26,189,128,989,2769
"210",5,2,4,10,219,13,94,128,529,1642
"211",3,99,2,5,217,NA,375,9,1249,891
"212",6,99,3,7,34,NA,139,94,2614,1171
"213",3,99,4,2,182,NA,184,13,1214,529
"214",2,99,7,11,442,NA,63,127,958,3159
"215",3,99,8,10,155,NA,48,128,1187,3660
"216",5,99,5,9,318,NA,232,114,2382,2296
"217",6,99,2,7,134,NA,406,46,2714,922
"218",3,6,5,9,315,83,94,114,1347,2158
"219",6,99,4,9,286,NA,424,114,2866,1972
"220",6,99,3,9,71,NA,52,114,2651,1084
"221",6,99,99,7,242,NA,NA,46,2822,3142
"222",4,2,3,7,204,6,6,46,522,1038
"223",7,99,4,2,342,NA,39,11,3438,527
"224",8,99,5,9,203,NA,201,114,3815,2265
"225",6,99,3,9,212,NA,283,114,2792,1315
"226",4,99,6,7,340,NA,408,46,1888,2988
"227",5,99,2,11,128,NA,430,127,2192,946
"228",2,99,3,11,424,NA,314,127,940,1346
"229",2,99,3,11,432,NA,140,127,948,1172
"230",6,99,3,9,141,NA,6,114,2721,1038
"231",3,99,3,7,40,NA,61,46,1072,1093
"232",7,99,4,7,89,NA,143,94,3185,1691
"233",2,99,4,11,444,NA,76,127,960,1624
"234",3,99,2,11,51,NA,336,127,1083,852
"235",6,2,4,11,217,10,396,127,526,1944
"236",8,99,2,7,168,NA,427,94,3780,943
"237",6,99,3,11,217,NA,44,127,2797,1076
"238",3,99,3,11,41,NA,29,127,1073,1061
"239",2,99,2,11,438,NA,410,127,954,926
"240",5,99,3,11,141,NA,194,127,2205,1226
