"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",6,99,3,9,57,NA,173,114,2637,1205
"2",3,99,3,7,186,NA,250,94,1218,1282
"3",2,99,2,11,457,NA,405,127,973,921
"4",5,99,3,7,343,NA,32,94,2407,1064
"5",5,99,3,11,19,NA,321,127,2083,1353
"6",4,99,5,3,401,NA,14,45,1949,1077
"7",7,99,3,9,130,NA,424,114,3226,1456
"8",3,99,2,11,14,NA,450,127,1046,966
"9",3,99,2,5,50,NA,436,9,1082,952
"10",3,6,4,9,192,63,45,114,1224,1593
"11",3,99,3,9,460,NA,199,114,1492,1231
"12",4,2,4,2,401,20,351,7,536,523
"13",5,99,6,11,126,NA,60,127,2190,2640
"14",2,99,5,11,404,NA,14,127,920,2078
"15",3,99,3,9,245,NA,18,114,1277,1050
"16",2,99,2,11,450,NA,431,127,966,947
"17",3,99,6,7,276,NA,32,94,1308,2612
"18",3,99,3,7,7,NA,40,94,1039,1072
"19",3,99,3,2,20,NA,464,6,1052,522
"20",3,99,2,7,95,NA,469,94,1127,985
"21",2,99,2,11,417,NA,470,127,933,986
"22",3,99,99,8,285,NA,NA,111,1317,3723
"23",6,99,2,11,127,NA,461,127,2707,977
"24",4,99,3,9,430,NA,77,114,1978,1109
"25",6,2,2,11,81,13,379,127,529,895
"26",3,99,2,9,203,NA,447,114,1235,963
"27",4,2,2,9,430,15,479,114,531,995
"28",3,99,3,7,166,NA,135,94,1198,1167
"29",5,99,3,11,154,NA,89,127,2218,1121
"30",5,99,3,11,115,NA,85,127,2179,1117
"31",4,99,2,7,160,NA,466,46,1708,982
"32",3,99,3,11,52,NA,393,127,1084,1425
"33",3,99,4,2,65,NA,81,20,1097,536
"34",2,99,4,10,444,NA,211,128,960,1759
"35",3,99,3,11,332,NA,442,127,1364,1474
"36",6,3,3,7,134,20,92,46,1052,1124
"37",4,99,3,7,230,NA,75,94,1778,1107
"38",2,99,2,11,425,NA,441,127,941,957
"39",2,99,4,11,402,NA,106,127,918,1654
"40",5,99,4,7,146,NA,179,94,2210,1727
"41",3,99,5,2,10,NA,150,28,1042,544
"42",2,99,4,11,440,NA,129,127,956,1677
"43",4,99,3,7,368,NA,12,94,1916,1044
"44",2,99,3,11,482,NA,15,127,998,1047
"45",4,2,3,9,271,23,229,114,539,1261
"46",3,99,3,9,123,NA,406,114,1155,1438
"47",3,99,4,2,107,NA,23,28,1139,544
"48",3,99,3,9,63,NA,25,114,1095,1057
"49",3,99,5,11,375,NA,228,127,1407,2292
"50",5,2,99,7,78,10,NA,13,526,3109
"51",4,99,5,10,233,NA,259,128,1781,2323
"52",3,99,3,7,34,NA,270,94,1066,1302
"53",6,99,3,11,81,NA,284,127,2661,1316
"54",3,99,2,5,21,NA,463,9,1053,979
"55",2,99,2,11,389,NA,438,127,905,954
"56",6,99,6,9,88,NA,102,114,2668,2682
"57",3,99,6,2,92,NA,251,23,1124,539
"58",2,99,2,11,462,NA,426,127,978,942
"59",2,99,8,10,451,NA,155,128,967,3767
"60",3,99,99,11,62,NA,NA,127,1094,5287
"61",2,99,2,3,447,NA,474,12,963,990
"62",4,99,4,2,41,NA,139,31,1589,547
"63",99,6,6,9,NA,83,322,114,2663,2902
"64",6,99,3,9,17,NA,102,114,2597,1134
"65",4,99,3,7,231,NA,350,94,1779,1382
"66",3,99,3,9,212,NA,81,114,1244,1113
"67",3,99,2,7,138,NA,462,94,1170,978
"68",4,99,2,7,204,NA,456,46,1752,972
"69",3,99,3,11,39,NA,9,127,1071,1041
"70",5,3,3,9,419,26,230,114,1058,1262
"71",3,99,2,7,11,NA,471,94,1043,987
"72",5,99,4,10,184,NA,442,128,2248,1990
"73",6,99,3,7,83,NA,456,94,2663,1488
"74",5,99,3,9,419,NA,206,114,2483,1238
"75",6,4,3,10,7,26,60,128,1574,1092
"76",3,99,3,7,403,NA,380,46,1435,1412
"77",6,99,2,3,209,NA,436,31,2789,952
"78",3,99,3,9,224,NA,21,114,1256,1053
"79",3,99,2,7,296,NA,402,13,1328,918
"80",2,99,5,11,356,NA,296,127,872,2360
"81",3,99,3,8,12,NA,50,111,1044,1082
"82",4,99,5,9,271,NA,326,114,1819,2390
"83",6,99,3,9,282,NA,344,114,2862,1376
"84",2,99,4,2,399,NA,447,6,915,522
"85",4,6,4,9,335,63,437,114,1883,1985
"86",3,99,6,7,29,NA,332,94,1061,2912
"87",2,99,3,11,371,NA,22,127,887,1054
"88",3,99,5,11,39,NA,197,127,1071,2261
"89",4,99,3,7,260,NA,21,94,1808,1053
"90",3,99,4,11,51,NA,196,127,1083,1744
"91",6,3,2,7,163,15,472,94,1047,988
"92",3,99,2,7,72,NA,446,94,1104,962
"93",4,99,4,2,373,NA,54,10,1921,526
"94",6,99,4,7,7,NA,97,13,2587,1645
"95",3,99,2,7,151,NA,435,94,1183,951
"96",3,99,3,99,174,NA,211,NA,1206,1243
"97",4,6,5,9,276,83,293,114,1824,2357
"98",2,99,2,7,410,NA,405,46,926,921
"99",4,2,2,11,401,7,449,127,523,965
"100",2,99,2,7,449,NA,435,46,965,951
"101",4,99,2,11,150,NA,441,127,1698,957
"102",3,99,2,11,88,NA,421,127,1120,937
"103",4,99,6,9,221,NA,295,114,1769,2875
"104",11,99,99,7,251,NA,NA,94,5411,3190
"105",3,99,3,11,139,NA,183,127,1171,1215
"106",2,99,4,11,407,NA,214,127,923,1762
"107",8,6,3,9,203,63,302,114,2643,1334
"108",2,99,4,2,425,NA,20,27,941,543
"109",3,99,4,9,313,NA,348,114,1345,1896
"110",3,99,3,11,144,NA,11,127,1176,1043
"111",3,99,3,11,10,NA,5,127,1042,1037
"112",4,99,5,9,13,NA,398,114,1561,2462
"113",2,99,3,7,451,NA,57,94,967,1089
"114",2,99,3,11,463,NA,65,127,979,1097
"115",2,99,2,11,476,NA,428,127,992,944
"116",3,99,7,11,183,NA,119,127,1215,3215
"117",4,99,3,9,190,NA,71,114,1738,1103
"118",3,99,2,5,92,NA,444,9,1124,960
"119",4,99,3,9,313,NA,303,114,1861,1335
"120",3,99,3,2,332,NA,436,6,1364,522
"121",4,99,3,2,377,NA,369,19,1925,535
"122",6,99,3,7,38,NA,136,94,2618,1168
