"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",5,99,4,99,10,NA,84,NA,2074,1632
"2",5,6,5,10,212,10,5,159,2276,2069
"3",4,99,4,99,384,NA,202,NA,1932,1750
"4",4,5,4,99,93,30,314,NA,1641,1862
"5",5,99,4,10,422,NA,363,159,2486,1911
"6",6,99,5,99,211,NA,68,NA,2791,2132
"7",4,99,5,99,183,NA,13,NA,1731,2077
"8",5,99,5,99,81,NA,53,NA,2145,2117
"9",5,99,5,10,90,NA,69,142,2154,2133
"10",5,99,5,99,15,NA,95,NA,2079,2159
"11",5,99,7,10,57,NA,38,142,2121,3134
"12",5,99,4,99,175,NA,275,NA,2239,1823
"13",4,99,5,99,172,NA,309,NA,1720,2373
"14",5,99,7,5,178,NA,319,35,2242,2099
"15",5,99,4,99,119,NA,95,NA,2183,1643
"16",5,99,4,99,62,NA,156,NA,2126,1704
"17",5,99,8,99,328,NA,330,NA,2392,3942
"18",7,99,5,10,118,NA,394,142,3214,2458
"19",6,4,9,5,239,21,175,65,1569,2129
"20",5,99,4,10,247,NA,430,142,2311,1978
"21",5,99,4,10,76,NA,150,159,2140,1698
"22",4,99,4,99,147,NA,155,NA,1695,1703
"23",6,4,4,99,107,21,93,NA,1569,1641
"24",5,99,4,99,293,NA,63,NA,2357,1611
"25",5,99,4,10,160,NA,445,142,2224,1993
"26",7,99,5,99,97,NA,102,NA,3193,2166
"27",4,99,4,10,167,NA,293,159,1715,1841
"28",4,99,4,99,149,NA,186,NA,1697,1734
"29",6,99,4,99,267,NA,428,NA,2847,1976
"30",7,99,5,99,246,NA,418,NA,3342,2482
"31",6,99,5,99,362,NA,157,NA,2942,2221
"32",6,99,5,99,107,NA,171,NA,2687,2235
"33",4,99,6,99,84,NA,173,NA,1632,2753
"34",4,99,6,10,184,NA,124,142,1732,2704
"35",7,99,8,99,153,NA,96,NA,3249,3708
"36",4,99,4,99,114,NA,242,NA,1662,1790
"37",7,99,5,99,252,NA,75,NA,3348,2139
"38",5,99,4,6,189,NA,316,92,2253,1864
"39",4,99,6,99,221,NA,340,NA,1769,2920
"40",5,99,6,10,265,NA,48,142,2329,2628
"41",6,4,6,99,362,60,18,NA,1608,2598
"42",5,99,8,5,414,NA,96,73,2478,2137
"43",8,99,4,10,323,NA,178,142,3935,1726
"44",7,5,99,10,46,16,NA,142,2080,4786
"45",5,99,8,99,79,NA,56,NA,2143,3668
"46",6,4,7,10,1,55,9,159,1603,3105
"47",4,99,5,99,390,NA,210,NA,1938,2274
"48",4,99,5,99,237,NA,205,NA,1785,2269
"49",8,99,6,99,106,NA,18,NA,3718,2598
"50",5,99,7,99,63,NA,126,NA,2127,3222
"51",5,99,5,99,210,NA,35,NA,2274,2099
"52",5,99,6,99,405,NA,243,NA,2469,2823
"53",7,99,6,99,74,NA,214,NA,3170,2794
"54",5,99,5,9,81,NA,214,136,2145,2278
"55",4,99,5,99,165,NA,31,NA,1713,2095
"56",5,99,6,10,66,NA,230,142,2130,2810
"57",5,99,4,10,38,NA,153,159,2102,1701
"58",5,99,5,7,59,NA,143,6,2123,2207
"59",4,99,9,99,154,NA,175,NA,1702,4303
"60",9,7,11,9,244,8,29,136,3104,4264
"61",7,5,5,99,74,31,180,NA,2095,2244
"62",4,99,4,10,129,NA,382,159,1677,1930
"63",7,99,5,10,36,NA,374,142,3132,2438
"64",8,5,5,99,17,30,368,NA,2094,2432
"65",6,99,6,99,71,NA,43,NA,2651,2623
"66",6,4,6,99,22,53,171,NA,1601,2751
"67",5,99,4,99,21,NA,360,NA,2085,1908
"68",6,99,4,99,324,NA,346,NA,2904,1894
"69",5,99,4,99,115,NA,146,NA,2179,1694
"70",5,99,4,99,28,NA,165,NA,2092,1713
"71",4,99,4,99,443,NA,424,NA,1991,1972
"72",7,99,4,99,95,NA,202,NA,3191,1750
"73",8,6,4,10,24,74,88,159,2654,1636
"74",4,99,8,6,315,NA,96,92,1863,2672
"75",7,99,6,99,223,NA,253,NA,3319,2833
"76",5,99,4,99,18,NA,372,NA,2082,1920
"77",7,99,5,99,90,NA,38,NA,3186,2102
"78",9,99,5,99,244,NA,88,NA,4372,2152
"79",5,99,4,99,302,NA,303,NA,2366,1851
"80",4,99,8,99,111,NA,154,NA,1659,3766
"81",5,99,7,99,177,NA,36,NA,2241,3132
"82",5,99,5,99,169,NA,306,NA,2233,2370
"83",4,99,4,99,221,NA,310,NA,1769,1858
"84",4,99,6,10,345,NA,153,159,1893,2733
"85",6,99,7,4,22,NA,36,46,2602,1594
"86",4,99,7,4,71,NA,3,57,1619,1605
"87",6,99,7,99,51,NA,189,NA,2631,3285
"88",5,6,8,10,130,10,17,159,2194,3629
"89",6,4,4,7,89,46,396,6,1594,1944
"90",5,99,5,10,125,NA,18,142,2189,2082
"91",5,99,4,10,33,NA,241,159,2097,1789
"92",6,99,4,5,61,NA,152,65,2641,1700
"93",5,99,4,99,151,NA,427,NA,2215,1975
"94",6,99,6,99,267,NA,327,NA,2847,2907
"95",3,5,4,99,433,30,226,NA,1465,1774
"96",4,99,4,99,106,NA,412,NA,1654,1960
"97",4,99,6,4,104,NA,97,16,1652,1564
"98",6,4,5,99,51,37,220,NA,1585,2284
"99",5,99,5,99,403,NA,101,NA,2467,2165
"100",10,99,5,10,123,NA,7,142,4767,2071
"101",4,99,4,99,125,NA,306,NA,1673,1854
"102",6,99,5,99,204,NA,84,NA,2784,2148
"103",6,99,6,99,59,NA,409,NA,2639,2989
"104",8,99,6,99,53,NA,134,NA,3665,2714
"105",4,99,6,4,117,NA,230,47,1665,1595
"106",5,99,4,99,21,NA,422,NA,2085,1970
"107",6,99,4,99,269,NA,105,NA,2849,1653
"108",5,99,4,99,66,NA,82,NA,2130,1630
"109",5,99,3,99,153,NA,451,NA,2217,1483
"110",5,99,4,5,150,NA,107,40,2214,1655
"111",4,99,8,4,358,NA,96,59,1906,1607
"112",6,6,6,4,1,74,20,3,2654,1551
"113",4,99,4,5,447,NA,123,65,1995,1671
"114",5,99,4,5,118,NA,282,10,2182,1830
"115",7,99,5,99,21,NA,89,NA,3117,2153
"116",7,5,11,5,46,14,29,58,2078,2122
"117",4,99,4,99,92,NA,115,NA,1640,1663
"118",9,99,7,5,16,NA,38,2,4144,2066
"119",5,99,5,6,114,NA,128,71,2178,2192
"120",5,99,4,5,45,NA,427,2,2109,1975
"121",4,99,4,99,102,NA,117,NA,1650,1665
"122",6,99,5,99,74,NA,237,NA,2654,2301
"123",7,99,3,9,46,NA,457,136,3142,1489
"124",10,99,5,99,159,NA,149,NA,4803,2213
"125",5,7,6,9,262,8,24,136,2326,2604
"126",6,99,5,99,106,NA,54,NA,2686,2118
"127",7,99,7,99,117,NA,319,NA,3213,3415
"128",6,99,5,99,25,NA,191,NA,2605,2255
"129",4,99,5,99,431,NA,63,NA,1979,2127
"130",4,6,4,10,241,74,115,159,1789,1663
"131",6,3,5,10,71,4,95,142,1036,2159
"132",5,99,4,99,81,NA,408,NA,2145,1956
"133",6,99,5,99,173,NA,48,NA,2753,2112
"134",5,99,6,99,131,NA,19,NA,2195,2599
"135",9,6,6,10,16,10,11,159,2590,2591
"136",5,99,5,99,344,NA,111,NA,2408,2175
"137",4,99,5,6,180,NA,143,71,1728,2207
"138",4,6,4,10,300,74,86,159,1848,1634
"139",9,4,4,5,16,30,329,2,1578,1877
"140",5,99,6,4,121,NA,97,52,2185,1600
"141",4,99,4,99,94,NA,79,NA,1642,1627
"142",4,99,6,10,103,NA,22,159,1651,2602
"143",6,99,8,5,136,NA,96,28,2716,2092
"144",5,99,4,99,170,NA,350,NA,2234,1898
"145",5,99,4,99,246,NA,417,NA,2310,1965
"146",4,99,6,99,57,NA,97,NA,1605,2677
"147",8,99,6,10,24,NA,98,159,3636,2678
"148",9,5,5,9,244,75,141,136,2139,2205
"149",4,99,4,99,137,NA,54,NA,1685,1602
"150",5,99,7,99,226,NA,8,NA,2290,3104
"151",6,99,6,4,239,NA,171,22,2819,1570
"152",6,99,6,99,166,NA,390,NA,2746,2970
"153",6,4,4,99,267,5,194,NA,1553,1742
"154",4,99,5,99,429,NA,81,NA,1977,2145
"155",4,99,4,6,145,NA,113,93,1693,1661
"156",4,99,4,99,291,NA,434,NA,1839,1982
"157",6,99,5,6,84,NA,35,76,2664,2099
"158",5,99,6,10,127,NA,199,159,2191,2779
"159",5,99,7,10,58,NA,33,159,2122,3129
"160",4,99,6,99,264,NA,44,NA,1812,2624
"161",7,99,6,99,335,NA,103,NA,3431,2683
"162",5,99,5,99,342,NA,414,NA,2406,2478
"163",5,99,4,99,63,NA,340,NA,2127,1888
"164",7,99,7,10,275,NA,129,159,3371,3225
"165",6,99,5,10,18,NA,128,142,2598,2192
"166",5,99,6,10,188,NA,20,159,2252,2600
"167",6,99,6,99,94,NA,261,NA,2674,2841
"168",4,6,4,10,397,10,156,159,1945,1704
"169",5,99,5,10,55,NA,140,142,2119,2204
"170",4,99,4,5,198,NA,10,10,1746,1558
"171",5,99,8,6,391,NA,96,71,2455,2651
"172",5,99,7,99,218,NA,3,NA,2282,3099
"173",6,99,4,99,20,NA,327,NA,2600,1875
"174",6,99,5,99,202,NA,383,NA,2782,2447
"175",5,99,5,10,33,NA,130,159,2097,2194
"176",5,99,4,99,163,NA,333,NA,2227,1881
"177",5,99,99,10,261,NA,NA,159,2325,4803
