"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"87",9,99,5,8,23,NA,218,5,4151,2282
"88",5,9,5,99,124,31,157,NA,2188,2221
"89",5,6,4,99,31,43,337,NA,2095,1885
"90",4,7,5,99,384,58,161,NA,1932,2225
"91",7,8,8,5,338,112,145,76,3434,2140
"92",7,99,6,99,31,NA,42,NA,3127,2622
"93",4,99,4,99,238,NA,338,NA,1786,1886
"94",8,99,5,99,374,NA,222,NA,3986,2286
"95",9,5,5,99,32,6,293,NA,2070,2357
"96",4,99,4,99,390,NA,431,NA,1938,1979
"97",4,9,4,99,168,31,419,NA,1716,1967
"98",6,99,5,99,282,NA,204,NA,2862,2268
"99",4,9,5,99,308,31,150,NA,1856,2214
"100",4,9,6,4,279,31,232,40,1827,1588
"101",6,4,6,8,256,8,83,5,1556,2663
"102",4,99,4,8,240,NA,133,5,1788,1681
"103",5,9,7,99,350,31,161,NA,2414,3257
"104",6,9,4,99,300,31,391,NA,2880,1939
"105",4,9,6,4,213,31,266,34,1761,1582
"106",6,8,5,99,102,45,184,NA,2682,2248
"107",7,9,6,99,219,31,339,NA,3315,2919
"108",5,99,5,99,419,NA,368,NA,2483,2432
"109",10,8,4,99,223,45,326,NA,3657,1874
"110",5,9,7,99,259,31,172,NA,2323,3268
"111",5,9,4,99,257,31,290,NA,2321,1838
"112",5,9,5,99,29,31,96,NA,2093,2160
"113",5,9,6,4,157,31,266,14,2221,1562
"114",5,99,6,99,127,NA,388,NA,2191,2968
"115",5,9,5,6,315,31,322,2,2379,2386
"116",5,99,11,99,279,NA,192,NA,2343,5352
"117",6,9,8,99,59,31,125,NA,2639,3737
"118",4,9,6,99,311,31,159,NA,1859,2739
"119",5,99,5,99,299,NA,298,NA,2363,2362
"120",4,99,4,8,381,NA,28,5,1929,1576
"121",6,9,4,99,266,31,440,NA,2846,1988
"122",6,9,5,99,111,31,252,NA,2691,2316
"123",5,9,5,99,129,31,219,NA,2193,2283
"124",7,99,6,99,215,NA,279,NA,3311,2859
"125",5,9,4,99,73,31,323,NA,2137,1871
"126",6,9,6,4,247,31,339,14,2827,1562
"127",4,99,4,8,238,NA,265,5,1786,1813
"128",4,9,5,99,223,31,126,NA,1771,2190
"129",9,99,6,7,91,NA,366,38,4219,2946
"130",6,9,4,99,194,31,441,NA,2774,1989
"131",4,99,5,8,329,NA,117,96,1877,2181
"132",6,99,6,99,315,NA,20,NA,2895,2600
"133",7,99,4,8,7,NA,293,96,3103,1841
"134",5,99,7,99,394,NA,307,NA,2458,3403
"135",4,9,6,99,217,31,197,NA,1765,2777
"136",5,9,6,99,125,31,232,NA,2189,2812
"137",5,99,6,8,159,NA,338,96,2223,2918
"138",4,9,8,4,306,31,247,18,1854,1566
"139",5,99,4,8,67,NA,189,5,2131,1737
"140",7,4,7,4,24,28,281,40,1576,1588
"141",6,9,6,4,18,31,293,13,2598,1561
"142",4,9,4,99,172,31,105,NA,1720,1653
"143",6,9,5,99,10,31,55,NA,2590,2119
"144",4,9,4,99,375,31,366,NA,1923,1914
"145",6,9,5,99,210,31,421,NA,2790,2485
"146",6,9,7,99,240,31,94,NA,2820,3190
"147",6,9,5,99,300,31,59,NA,2880,2123
"148",6,9,10,6,110,31,29,2,2690,2582
"149",5,99,8,99,399,NA,145,NA,2463,3757
"150",10,7,4,99,223,88,386,NA,3184,1934
"151",7,99,5,99,333,NA,97,NA,3429,2161
"152",5,9,5,99,273,31,105,NA,2337,2169
"153",6,7,11,6,337,99,192,67,2917,2647
"154",6,99,6,4,139,NA,83,59,2719,1607
"155",7,99,5,99,219,NA,42,NA,3315,2106
"156",4,99,4,8,231,NA,38,96,1779,1586
"157",7,9,4,99,117,31,396,NA,3213,1944
"158",6,9,4,99,98,31,295,NA,2678,1843
"159",7,99,4,8,296,NA,133,5,3392,1681
"160",6,8,9,99,226,45,300,NA,2806,4428
"161",8,99,5,6,254,NA,274,44,3866,2338
"162",6,8,5,99,214,112,198,NA,2794,2262
"163",5,99,6,99,376,NA,261,NA,2440,2841
"164",6,7,6,99,50,99,2,NA,2630,2582
"165",6,99,4,8,2,NA,378,5,2582,1926
"166",5,99,5,8,254,NA,180,5,2318,2244
"167",6,9,4,99,14,31,264,NA,2594,1812
"168",5,99,5,8,275,NA,263,5,2339,2327
"169",7,9,4,99,307,31,444,NA,3403,1992
"170",8,6,4,99,36,43,202,NA,2623,1750
"171",5,99,5,8,241,NA,288,5,2305,2352
"172",6,99,5,99,65,NA,237,NA,2645,2301
"173",4,9,5,99,340,31,155,NA,1888,2219
"174",5,99,6,99,366,NA,88,NA,2430,2668
"175",4,5,5,99,263,46,37,NA,1811,2101
"176",6,99,7,5,366,NA,81,14,2946,2078
"177",6,9,7,99,66,31,384,NA,2646,3480
"178",5,9,5,99,306,31,179,NA,2370,2243
"179",6,9,5,6,126,31,260,26,2706,2324
"180",6,99,6,99,27,NA,349,NA,2607,2929
"181",5,99,6,99,397,NA,253,NA,2461,2833
"182",7,99,5,99,88,NA,86,NA,3184,2150
"183",5,9,5,99,262,31,340,NA,2326,2404
"184",4,9,4,99,192,31,147,NA,1740,1695
"185",10,7,6,99,223,93,31,NA,3189,2611
"186",6,99,11,8,45,NA,192,74,2625,3686
"187",8,5,6,99,153,51,16,NA,2115,2596
"188",5,7,11,6,318,99,192,47,2382,2627
"189",5,9,8,6,95,31,247,44,2159,2624
"190",5,9,4,99,211,31,163,NA,2275,1711
"191",4,9,4,99,330,31,289,NA,1878,1837
"192",7,99,5,99,87,NA,98,NA,3183,2162
"193",5,9,6,99,109,31,293,NA,2173,2873
"194",6,99,6,99,195,NA,259,NA,2775,2839
"195",5,99,7,99,374,NA,22,NA,2438,3118
"196",7,5,5,99,333,4,262,NA,2068,2326
"197",5,6,10,99,69,50,29,NA,2133,4673
"198",5,99,4,8,401,NA,418,5,2465,1966
"199",7,99,7,5,198,NA,286,2,3294,2066
"200",5,9,6,99,71,31,266,NA,2135,2846
"201",5,99,7,99,277,NA,70,NA,2341,3166
"202",6,99,5,99,390,NA,404,NA,2970,2468
"203",5,99,5,8,107,NA,204,96,2171,2268
"204",5,99,7,99,2,NA,80,NA,2066,3176
"205",4,9,6,99,166,31,106,NA,1714,2686
"206",4,9,6,99,209,31,35,NA,1757,2615
"207",4,99,4,8,223,NA,324,5,1771,1872
"208",7,9,6,99,153,31,26,NA,3249,2606
"209",6,9,5,99,42,31,195,NA,2622,2259
"210",8,99,6,99,188,NA,233,NA,3800,2813
"211",5,9,5,99,107,31,360,NA,2171,2424
"212",6,99,5,99,43,NA,76,NA,2623,2140
"213",6,8,8,6,177,112,145,14,2757,2594
"214",5,99,6,99,383,NA,378,NA,2447,2958
"215",8,99,5,99,163,NA,416,NA,3775,2480
"216",4,9,4,99,347,31,263,NA,1895,1811
"217",5,9,4,99,300,31,225,NA,2364,1773
"218",5,9,6,99,152,31,197,NA,2216,2777
"219",4,9,5,99,57,31,310,NA,1605,2374
"220",6,4,7,99,189,61,75,NA,1609,3171
"221",6,9,4,6,198,31,303,26,2778,1851
"222",5,9,5,99,52,31,120,NA,2116,2184
"223",5,99,5,6,321,NA,354,93,2385,2418
"224",4,9,8,6,394,31,125,82,1942,2662
"225",5,9,4,99,46,31,338,NA,2110,1886
"226",5,9,5,99,132,31,400,NA,2196,2464
"227",5,99,6,99,243,NA,49,NA,2307,2629
"228",5,99,7,99,200,NA,345,NA,2264,3441
"229",5,99,4,8,404,NA,296,5,2468,1844
"230",5,6,7,99,191,54,81,NA,2255,3177
"231",6,99,7,99,311,NA,281,NA,2891,3377
"232",6,9,6,99,88,31,207,NA,2668,2787
"233",12,7,7,5,284,58,286,74,3154,2138
"234",7,99,5,99,24,NA,403,NA,3120,2467
"235",6,8,5,99,167,112,407,NA,2747,2471
"236",6,8,6,99,151,112,17,NA,2731,2597
"237",5,99,6,4,404,NA,20,20,2468,1568
"238",5,99,6,4,418,NA,49,52,2482,1600
"239",4,99,5,8,195,NA,42,5,1743,2106
"240",10,6,7,99,223,54,30,NA,2634,3126
