"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"85",3,99,3,99,145,NA,26,NA,1177,1058
"86",6,3,3,99,373,44,67,NA,1076,1099
"87",3,6,3,4,46,11,48,37,1078,1080
"88",3,99,4,99,128,NA,88,NA,1160,1636
"89",4,2,3,99,113,6,165,NA,522,1197
"90",3,99,4,99,32,NA,39,NA,1064,1587
"91",5,99,3,99,211,NA,311,NA,2275,1343
"92",3,99,6,3,165,NA,211,39,1197,1071
"93",3,99,3,8,43,NA,81,35,1075,1113
"94",3,99,3,99,240,NA,163,NA,1272,1195
"95",3,99,3,99,242,NA,177,NA,1274,1209
"96",3,5,3,8,41,18,82,35,1073,1114
"97",3,99,3,99,110,NA,40,NA,1142,1072
"98",4,2,3,99,310,13,11,NA,529,1043
"99",3,99,3,99,154,NA,253,NA,1186,1285
"100",3,99,3,5,221,NA,129,59,1253,1161
"101",4,99,5,3,78,NA,62,6,1626,1038
"102",3,99,3,99,72,NA,140,NA,1104,1172
"103",5,99,4,5,82,NA,415,59,2146,1963
"104",8,5,3,8,315,18,95,35,2082,1127
"105",2,99,3,99,415,NA,40,NA,931,1072
"106",4,99,3,99,156,NA,389,NA,1704,1421
"107",4,99,3,5,103,NA,81,59,1651,1113
"108",3,99,3,99,94,NA,148,NA,1126,1180
"109",9,99,4,10,29,NA,57,42,4157,1605
"110",4,99,1,99,96,NA,135,NA,1644,651
"111",3,99,3,99,37,NA,248,NA,1069,1280
"112",3,99,3,99,67,NA,17,NA,1099,1049
"113",5,6,4,8,123,6,95,35,2187,1643
"114",3,99,5,3,156,NA,251,12,1188,1044
"115",3,99,4,5,115,NA,351,27,1147,1899
"116",3,5,5,8,10,18,274,35,1042,2338
"117",3,99,6,99,104,NA,211,NA,1136,2791
"118",3,99,3,99,42,NA,265,NA,1074,1297
"119",5,99,6,99,99,NA,296,NA,2163,2876
"120",3,6,3,8,187,6,34,35,1219,1066
"121",3,99,10,99,58,NA,214,NA,1090,4858
"122",4,99,6,2,367,NA,126,23,1915,539
"123",4,99,5,2,150,NA,66,24,1698,540
"124",4,99,5,8,97,NA,5,35,1645,2069
"125",5,99,5,99,101,NA,54,NA,2165,2118
"126",3,99,3,8,80,NA,109,35,1112,1141
"127",3,99,3,99,144,NA,54,NA,1176,1086
"128",3,99,4,99,32,NA,242,NA,1064,1790
"129",6,99,3,10,160,NA,71,42,2740,1103
"130",5,99,3,8,122,NA,6,35,2186,1038
"131",3,99,3,99,76,NA,88,NA,1108,1120
"132",4,2,3,99,96,31,13,NA,547,1045
"133",4,99,3,99,437,NA,44,NA,1985,1076
"134",3,99,4,99,203,NA,347,NA,1235,1895
"135",3,99,3,8,168,NA,126,35,1200,1158
"136",3,99,3,8,34,NA,132,35,1066,1164
"137",3,99,3,6,53,NA,161,28,1085,1193
"138",3,99,3,99,209,NA,134,NA,1241,1166
"139",9,6,7,2,29,11,24,11,2591,527
"140",4,99,4,99,198,NA,113,NA,1746,1661
"141",4,2,4,10,330,30,317,42,546,1865
"142",3,99,3,99,85,NA,132,NA,1117,1164
"143",8,3,5,2,315,19,233,31,1051,547
"144",3,99,4,5,100,NA,31,59,1132,1579
"145",6,99,3,99,373,NA,30,NA,2953,1062
"146",3,99,3,8,427,NA,90,35,1459,1122
"147",3,99,3,5,81,NA,66,59,1113,1098
"148",3,99,3,99,73,NA,272,NA,1105,1304
"149",3,99,4,5,75,NA,85,59,1107,1633
"150",4,99,3,99,126,NA,190,NA,1674,1222
"151",4,6,3,8,79,6,69,35,1627,1101
"152",3,99,3,99,177,NA,76,NA,1209,1108
"153",3,99,5,99,20,NA,62,NA,1052,2126
"154",4,99,3,99,349,NA,320,NA,1897,1352
"155",4,99,3,99,171,NA,108,NA,1719,1140
"156",3,99,3,99,16,NA,47,NA,1048,1079
"157",3,99,3,8,112,NA,123,35,1144,1155
"158",3,99,3,99,34,NA,82,NA,1066,1114
"159",3,99,3,5,182,NA,43,59,1214,1075
"160",4,5,4,8,25,18,267,35,1573,1815
"161",7,99,3,8,150,NA,279,35,3246,1311
"162",3,99,4,8,63,NA,36,35,1095,1584
"163",5,99,3,99,40,NA,42,NA,2104,1074
"164",3,99,4,99,68,NA,197,NA,1100,1745
"165",3,99,6,99,171,NA,52,NA,1203,2632
"166",3,99,3,99,88,NA,114,NA,1120,1146
"167",5,99,3,8,90,NA,91,35,2154,1123
"168",3,99,3,8,75,NA,38,35,1107,1070
"169",3,99,4,99,466,NA,101,NA,1498,1649
"170",3,99,5,2,42,NA,332,19,1074,535
"171",2,99,3,99,421,NA,189,NA,937,1221
"172",3,99,5,2,344,NA,251,6,1376,522
"173",4,99,4,99,415,NA,63,NA,1963,1611
"174",3,99,3,99,182,NA,134,NA,1214,1166
"175",3,99,3,99,67,NA,79,NA,1099,1111
"176",3,99,3,8,201,NA,50,35,1233,1082
"177",2,99,4,99,452,NA,90,NA,968,1638
"178",3,99,3,8,148,NA,112,35,1180,1144
"179",3,99,3,8,231,NA,117,35,1263,1149
"180",5,99,5,99,74,NA,160,NA,2138,2224
"181",3,99,5,3,59,NA,66,12,1091,1044
"182",3,10,3,8,83,148,52,35,1115,1084
"183",5,10,3,8,425,148,42,35,2489,1074
"184",3,99,3,5,251,NA,26,59,1283,1058
"185",3,99,6,2,32,NA,274,27,1064,543
"186",3,99,99,10,82,NA,NA,42,1114,4686
"187",3,5,3,8,56,18,31,35,1088,1063
"188",3,99,5,6,66,NA,85,28,1098,2149
"189",3,99,3,8,109,NA,166,35,1141,1198
"190",5,99,3,8,406,NA,68,35,2470,1100
"191",3,99,3,99,338,NA,98,NA,1370,1130
"192",3,5,2,8,13,18,448,35,1045,964
"193",3,99,2,99,50,NA,375,NA,1082,891
"194",4,99,3,99,82,NA,71,NA,1630,1103
"195",3,99,3,10,145,NA,199,42,1177,1231
"196",3,99,3,5,229,NA,172,59,1261,1204
"197",3,99,6,99,453,NA,197,NA,1485,2777
"198",3,99,3,99,275,NA,163,NA,1307,1195
"199",3,99,3,99,403,NA,77,NA,1435,1109
"200",4,99,4,99,26,NA,109,NA,1574,1657
"201",3,99,3,99,356,NA,81,NA,1388,1113
"202",3,99,4,99,6,NA,51,NA,1038,1599
"203",3,99,2,99,64,NA,467,NA,1096,983
"204",3,99,4,8,188,NA,168,35,1220,1716
"205",3,99,3,99,93,NA,10,NA,1125,1042
"206",3,99,4,8,138,NA,209,35,1170,1757
"207",3,99,3,6,177,NA,78,28,1209,1110
"208",3,99,4,8,193,NA,27,35,1225,1575
"209",5,99,3,99,421,NA,463,NA,2485,1495
"210",3,99,2,99,117,NA,446,NA,1149,962
"211",3,99,3,8,60,NA,451,35,1092,1483
"212",4,99,3,5,57,NA,142,59,1605,1174
"213",3,99,3,99,24,NA,132,NA,1056,1164
"214",6,10,3,8,85,148,86,35,2665,1118
"215",8,99,3,99,315,NA,43,NA,3927,1075
"216",2,99,3,99,475,NA,9,NA,991,1041
"217",3,99,3,99,238,NA,100,NA,1270,1132
"218",3,99,3,6,136,NA,87,28,1168,1119
"219",3,99,3,99,56,NA,99,NA,1088,1131
"220",3,99,5,99,216,NA,39,NA,1248,2103
"221",4,2,9,2,171,9,130,6,525,522
"222",3,99,4,8,85,NA,246,35,1117,1794
"223",3,99,3,8,185,NA,105,35,1217,1137
"224",3,99,99,8,27,NA,NA,35,1059,3647
"225",3,99,3,8,88,NA,76,35,1120,1108
"226",4,2,3,99,150,14,408,NA,530,1440
"227",3,99,5,3,71,NA,34,35,1103,1067
"228",3,99,3,99,179,NA,219,NA,1211,1251
"229",3,99,3,5,158,NA,260,59,1190,1292
"230",3,99,9,5,134,NA,130,59,1166,2123
"231",3,99,3,99,152,NA,22,NA,1184,1054
"232",5,6,3,4,404,11,74,37,2468,1106
"233",3,99,5,10,133,NA,184,42,1165,2248
"234",3,99,2,99,71,NA,274,NA,1103,790
"235",3,99,3,99,113,NA,66,NA,1145,1098
"236",4,99,3,5,411,NA,62,27,1959,1094
"237",3,6,3,8,88,6,116,35,1120,1148
"238",3,99,3,8,119,NA,76,35,1151,1108
"239",3,99,3,8,170,NA,91,35,1202,1123
"240",4,6,3,8,393,6,43,35,1941,1075
