"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",4,99,3,8,65,NA,102,35,1613,1134
"2",7,99,6,99,178,NA,134,NA,3274,2714
"3",4,99,3,99,310,NA,168,NA,1858,1200
"4",3,99,4,6,277,NA,140,28,1309,1688
"5",3,99,3,8,71,NA,410,35,1103,1442
"6",3,99,7,99,141,NA,24,NA,1173,3120
"7",3,99,3,5,135,NA,59,59,1167,1091
"8",3,99,2,99,172,NA,394,NA,1204,910
"9",3,99,5,99,121,NA,127,NA,1153,2191
"10",3,99,3,6,462,NA,273,28,1494,1305
"11",4,5,3,8,14,18,71,35,1562,1103
"12",3,99,3,99,93,NA,240,NA,1125,1272
"13",3,99,4,8,121,NA,283,35,1153,1831
"14",3,99,2,6,39,NA,476,28,1071,992
"15",4,99,4,99,113,NA,77,NA,1661,1625
"16",4,99,6,8,23,NA,123,35,1571,2703
"17",3,99,3,8,68,NA,255,35,1100,1287
"18",3,99,3,5,170,NA,297,59,1202,1329
"19",14,10,3,8,208,148,7,35,4792,1039
"20",3,99,6,99,93,NA,22,NA,1125,2602
"21",3,99,4,8,174,NA,135,35,1206,1683
"22",3,99,6,99,176,NA,232,NA,1208,2812
"23",3,5,3,8,68,18,22,35,1100,1054
"24",3,99,3,8,404,NA,333,35,1436,1365
"25",6,99,4,8,117,NA,148,35,2697,1696
"26",6,99,3,99,343,NA,52,NA,2923,1084
"27",3,99,3,10,128,NA,62,42,1160,1094
"28",4,99,7,8,122,NA,98,35,1670,3194
"29",14,99,3,99,208,NA,323,NA,6916,1355
"30",3,99,3,6,138,NA,145,28,1170,1177
"31",3,99,3,8,20,NA,55,35,1052,1087
"32",6,99,3,99,67,NA,314,NA,2647,1346
"33",3,99,3,8,174,NA,72,35,1206,1104
"34",3,99,3,99,68,NA,254,NA,1100,1286
"35",4,99,3,8,391,NA,132,35,1939,1164
"36",3,99,3,99,110,NA,354,NA,1142,1386
"37",3,99,3,99,287,NA,115,NA,1319,1147
"38",3,6,3,4,27,11,126,37,1059,1158
"39",3,99,7,99,131,NA,45,NA,1163,3141
"40",3,99,3,99,126,NA,90,NA,1158,1122
"41",5,99,4,99,110,NA,163,NA,2174,1711
"42",3,99,3,8,74,NA,88,35,1106,1120
"43",3,99,4,99,145,NA,212,NA,1177,1760
"44",3,99,4,99,292,NA,164,NA,1324,1712
"45",3,99,3,8,39,NA,69,35,1071,1101
"46",3,99,3,8,82,NA,22,35,1114,1054
"47",3,99,5,8,229,NA,34,35,1261,2098
"48",3,99,3,8,86,NA,237,35,1118,1269
"49",3,99,3,8,138,NA,208,35,1170,1240
"50",4,6,3,4,33,11,14,37,1581,1046
"51",3,99,7,2,30,NA,231,6,1062,522
"52",3,99,3,99,253,NA,122,NA,1285,1154
"53",6,99,4,99,116,NA,69,NA,2696,1617
"54",3,99,3,10,286,NA,41,42,1318,1073
"55",8,6,4,8,315,6,91,35,2586,1639
"56",3,99,4,99,7,NA,11,NA,1039,1559
"57",3,99,3,6,227,NA,231,28,1259,1263
"58",3,6,3,8,111,6,173,35,1143,1205
"59",3,99,4,99,246,NA,39,NA,1278,1587
"60",3,99,5,8,72,NA,44,35,1104,2108
"61",4,99,9,99,141,NA,130,NA,1689,4258
"62",3,99,3,99,59,NA,28,NA,1091,1060
"63",3,99,3,8,142,NA,55,35,1174,1087
"64",3,99,4,99,75,NA,246,NA,1107,1794
"65",8,2,3,8,315,10,75,35,526,1107
"66",4,99,3,99,26,NA,92,NA,1574,1124
"67",4,99,7,8,132,NA,200,35,1680,3296
"68",3,6,3,8,127,6,159,35,1159,1191
"69",3,99,4,99,13,NA,75,NA,1045,1623
"70",3,99,5,99,105,NA,54,NA,1137,2118
"71",3,99,3,99,174,NA,44,NA,1206,1076
"72",5,99,4,8,304,NA,230,35,2368,1778
"73",4,99,5,2,330,NA,357,12,1878,528
"74",3,99,3,5,207,NA,129,59,1239,1161
"75",4,99,3,99,62,NA,243,NA,1610,1275
"76",4,99,6,99,324,NA,102,NA,1872,2682
"77",4,99,4,99,202,NA,85,NA,1750,1633
"78",3,99,3,99,152,NA,46,NA,1184,1078
"79",99,99,7,5,NA,NA,200,27,NA,2091
"80",3,99,4,10,91,NA,99,42,1123,1647
"81",3,99,8,99,323,NA,92,NA,1355,3704
"82",6,2,3,99,67,16,131,NA,532,1163
"83",5,99,3,8,75,NA,127,35,2139,1159
"84",3,99,3,99,68,NA,90,NA,1100,1122
