"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"108",4,99,4,99,107,NA,387,NA,1655,1935
"109",99,99,4,99,NA,NA,187,NA,NA,1735
"110",4,99,4,99,436,NA,380,NA,1984,1928
"111",3,99,3,99,186,NA,38,NA,1218,1070
"112",4,99,4,99,336,NA,382,NA,1884,1930
"113",5,99,6,99,35,NA,13,NA,2099,2593
"114",4,99,4,99,71,NA,125,NA,1619,1673
"115",4,7,7,4,228,31,56,9,1776,1557
"116",4,7,7,5,137,31,56,32,1685,2096
"117",4,99,5,99,341,NA,292,NA,1889,2356
"118",4,99,7,99,64,NA,56,NA,1612,3152
"119",4,99,7,4,208,NA,260,42,1756,1590
"120",4,99,4,99,320,NA,295,NA,1868,1843
"121",4,99,4,99,142,NA,407,NA,1690,1955
"122",5,99,4,99,233,NA,153,NA,2297,1701
"123",4,99,4,99,49,NA,96,NA,1597,1644
"124",7,99,4,99,387,NA,352,NA,3483,1900
"125",5,99,4,99,226,NA,400,NA,2290,1948
"126",5,6,4,99,23,83,25,NA,2087,1573
"127",4,99,4,99,177,NA,308,NA,1725,1856
"128",4,99,4,99,21,NA,421,NA,1569,1969
"129",6,99,4,99,352,NA,217,NA,2932,1765
"130",5,99,5,3,427,NA,195,29,2491,1061
"131",3,99,4,99,417,NA,32,NA,1449,1580
"132",3,6,3,99,467,83,351,NA,1499,1383
"133",4,99,3,99,74,NA,450,NA,1622,1482
"134",4,99,4,99,192,NA,106,NA,1740,1654
"135",6,3,4,99,15,35,56,NA,1067,1604
"136",5,3,5,99,77,2,36,NA,1034,2100
"137",7,99,4,99,91,NA,261,NA,3187,1809
"138",5,3,3,99,77,10,175,NA,1042,1207
"139",4,99,6,3,20,NA,163,38,1568,1070
"140",5,3,4,99,427,46,360,NA,1078,1908
"141",4,99,4,99,273,NA,23,NA,1821,1571
"142",4,99,3,99,333,NA,433,NA,1881,1465
"143",4,99,4,99,404,NA,68,NA,1952,1616
"144",7,99,4,99,90,NA,183,NA,3186,1731
"145",5,99,5,99,109,NA,263,NA,2173,2327
"146",4,99,5,99,295,NA,43,NA,1843,2107
"147",5,99,4,99,21,NA,113,NA,2085,1661
"148",4,99,4,99,328,NA,132,NA,1876,1680
"149",4,99,5,3,210,NA,27,6,1758,1038
"150",5,99,4,99,332,NA,39,NA,2396,1587
"151",4,6,5,3,44,83,14,4,1592,1036
"152",6,99,4,99,344,NA,123,NA,2924,1671
"153",3,99,4,99,442,NA,3,NA,1474,1551
"154",5,99,4,99,330,NA,283,NA,2394,1831
"155",4,6,5,3,374,83,14,24,1922,1056
"156",5,99,4,5,96,NA,291,57,2160,1839
"157",5,99,4,8,27,NA,66,6,2091,1614
"158",4,99,4,99,434,NA,29,NA,1982,1577
"159",5,99,4,99,361,NA,178,NA,2425,1726
"160",4,99,6,4,59,NA,163,4,1607,1552
"161",5,99,4,99,98,NA,31,NA,2162,1579
"162",4,99,4,99,288,NA,314,NA,1836,1862
"163",4,99,5,3,74,NA,112,13,1622,1045
"164",3,6,6,99,412,83,163,NA,1444,2743
"165",3,99,5,99,305,NA,42,NA,1337,2106
"166",99,7,6,99,NA,31,94,NA,3127,2674
"167",5,99,4,99,427,NA,354,NA,2491,1902
"168",4,99,6,3,57,NA,13,13,1605,1045
"169",6,99,4,99,408,NA,200,NA,2988,1748
"170",4,99,5,99,141,NA,150,NA,1689,2214
"171",4,5,4,99,89,24,391,NA,1637,1939
"172",5,99,5,99,416,NA,112,NA,2480,2176
"173",4,99,4,99,280,NA,92,NA,1828,1640
"174",4,6,4,99,19,83,54,NA,1567,1602
"175",4,99,3,99,99,NA,417,NA,1647,1449
"176",4,99,4,99,348,NA,80,NA,1896,1628
"177",4,7,7,5,61,31,56,63,1609,2127
"178",5,3,4,99,330,29,329,NA,1061,1877
"179",6,99,5,99,137,NA,97,NA,2717,2161
"180",4,99,5,99,320,NA,6,NA,1868,2070
"181",4,99,5,99,262,NA,132,NA,1810,2196
"182",3,99,5,3,435,NA,195,23,1467,1055
"183",4,99,4,99,357,NA,426,NA,1905,1974
"184",6,99,3,99,281,NA,307,NA,2861,1339
"185",4,99,3,99,79,NA,228,NA,1627,1260
"186",4,99,6,99,148,NA,87,NA,1696,2667
"187",7,99,6,99,242,NA,12,NA,3338,2592
"188",4,99,4,99,322,NA,259,NA,1870,1807
"189",5,99,5,99,402,NA,420,NA,2466,2484
"190",4,99,5,99,264,NA,137,NA,1812,2201
"191",4,99,3,99,130,NA,386,NA,1678,1418
"192",4,99,3,99,26,NA,456,NA,1574,1488
"193",4,99,3,99,172,NA,100,NA,1720,1132
"194",4,99,3,8,111,NA,225,6,1659,1257
"195",5,99,5,99,104,NA,77,NA,2168,2141
"196",3,99,5,3,276,NA,27,12,1308,1044
"197",4,6,4,99,3,83,410,NA,1551,1958
"198",3,99,3,99,413,NA,459,NA,1445,1491
"199",5,3,5,99,8,24,97,NA,1056,2161
"200",4,99,5,99,406,NA,10,NA,1954,2074
"201",3,99,4,99,459,NA,421,NA,1491,1969
"202",4,99,5,3,48,NA,124,38,1596,1070
"203",4,99,4,99,405,NA,442,NA,1953,1990
"204",5,99,5,99,69,NA,14,NA,2133,2078
"205",4,99,3,99,106,NA,278,NA,1654,1310
"206",4,99,4,99,169,NA,349,NA,1717,1897
"207",4,99,3,99,6,NA,281,NA,1554,1313
"208",4,99,4,99,409,NA,285,NA,1957,1833
"209",5,99,4,99,54,NA,275,NA,2118,1823
"210",4,99,3,99,314,NA,330,NA,1862,1362
"211",4,99,4,99,254,NA,236,NA,1802,1784
"212",5,99,7,4,86,NA,321,21,2150,1569
"213",4,99,4,99,430,NA,375,NA,1978,1923
"214",4,99,6,3,4,NA,163,26,1552,1058
"215",6,99,5,99,15,NA,407,NA,2595,2471
"216",5,99,4,99,227,NA,242,NA,2291,1790
"217",4,99,5,99,107,NA,195,NA,1655,2259
"218",5,99,7,99,77,NA,260,NA,2141,3356
"219",99,4,4,99,NA,11,291,NA,1559,1839
"220",3,6,4,99,428,83,160,NA,1460,1708
"221",7,99,4,99,189,NA,332,NA,3285,1880
"222",4,99,4,99,136,NA,316,NA,1684,1864
"223",4,99,10,99,155,NA,32,NA,1703,4676
"224",4,99,5,99,36,NA,27,NA,1584,2091
"225",4,99,4,99,7,NA,54,NA,1555,1602
"226",4,99,3,99,71,NA,197,NA,1619,1229
"227",4,99,4,5,249,NA,341,57,1797,1889
"228",3,99,3,99,68,NA,431,NA,1100,1463
"229",5,99,4,99,433,NA,63,NA,2497,1611
"230",4,99,7,5,203,NA,260,53,1751,2117
"231",4,6,3,99,255,83,221,NA,1803,1253
"232",4,99,4,99,108,NA,328,NA,1656,1876
"233",5,99,10,3,117,NA,342,5,2181,1037
"234",5,99,6,4,282,NA,13,33,2346,1581
"235",4,99,6,3,78,NA,74,34,1626,1066
"236",5,99,4,99,143,NA,16,NA,2207,1564
"237",6,99,4,99,16,NA,270,NA,2596,1818
"238",4,99,5,3,40,NA,77,4,1588,1036
"239",5,99,4,99,77,NA,419,NA,2141,1967
"240",5,99,4,99,104,NA,187,NA,2168,1735
