"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",3,99,3,99,384,NA,386,NA,1416,1418
"2",3,5,3,4,457,77,26,61,1489,1058
"3",4,99,3,99,107,NA,306,NA,1655,1338
"4",4,12,5,99,63,142,65,NA,1611,2129
"5",4,99,4,99,56,NA,96,NA,1604,1644
"6",4,99,4,99,26,NA,66,NA,1574,1614
"7",3,99,3,99,193,NA,288,NA,1225,1320
"8",3,99,3,99,168,NA,38,NA,1200,1070
"9",6,99,7,99,323,NA,384,NA,2903,3480
"10",4,99,4,99,69,NA,41,NA,1617,1589
"11",3,99,3,4,452,NA,372,8,1484,1404
"12",2,99,3,99,309,NA,29,NA,825,1061
"13",5,10,7,4,394,69,105,10,2458,1558
"14",2,99,2,99,391,NA,460,NA,907,976
"15",99,5,99,3,NA,56,NA,2,2120,1034
"16",5,14,4,7,12,6,6,71,2076,1554
"17",4,99,3,99,206,NA,357,NA,1754,1389
"18",4,5,4,5,269,36,139,57,1817,1687
"19",5,10,4,99,54,69,103,NA,2118,1651
"20",3,5,3,4,448,77,443,61,1480,1475
"21",3,99,4,99,448,NA,45,NA,1480,1593
"22",4,99,5,6,34,NA,96,12,1582,2160
"23",4,99,4,7,241,NA,34,71,1789,1582
"24",3,99,4,6,453,NA,258,12,1485,1806
"25",7,99,6,99,120,NA,52,NA,3216,2632
"26",4,99,3,99,89,NA,195,NA,1637,1227
"27",3,99,4,6,391,NA,335,12,1423,1883
"28",2,99,4,99,465,NA,49,NA,981,1597
"29",16,14,5,7,64,6,32,71,6714,2096
"30",4,5,3,99,12,77,396,NA,1560,1428
"31",4,12,4,99,127,142,66,NA,1675,1614
"32",4,99,3,6,332,NA,300,12,1880,1332
"33",2,5,3,99,456,77,95,NA,972,1127
"34",4,99,18,3,99,NA,213,43,1647,1075
"35",4,99,4,99,29,NA,155,NA,1577,1703
