"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"36",4,99,3,99,7,NA,191,NA,1555,1223
"37",3,99,3,99,199,NA,37,NA,1231,1069
"38",4,99,4,99,193,NA,24,NA,1741,1572
"39",3,99,3,6,5,NA,2,12,1037,1034
"40",3,99,4,2,66,NA,51,11,1098,527
"41",3,12,8,5,286,142,65,37,1318,2101
"42",4,99,4,99,325,NA,204,NA,1873,1752
"43",3,99,4,99,378,NA,156,NA,1410,1704
"44",4,99,4,6,198,NA,27,12,1746,1575
"45",4,99,4,5,188,NA,31,57,1736,1579
"46",4,10,4,99,94,69,221,NA,1642,1769
"47",3,99,6,3,312,NA,185,9,1344,1041
"48",99,10,5,99,NA,69,374,NA,4713,2438
"49",3,99,4,99,163,NA,168,NA,1195,1716
"50",4,99,99,4,120,NA,NA,7,1668,1555
"51",3,5,4,6,93,77,68,12,1125,1616
"52",4,99,3,6,312,NA,87,12,1860,1119
"53",4,99,4,99,93,NA,80,NA,1641,1628
"54",4,99,3,99,392,NA,197,NA,1940,1229
"55",99,5,4,99,NA,36,93,NA,2100,1641
"56",4,7,4,99,281,30,24,NA,1829,1572
"57",4,10,3,99,91,69,424,NA,1639,1456
"58",4,99,18,3,91,NA,213,11,1639,1043
"59",3,12,3,99,456,142,191,NA,1488,1223
"60",16,99,6,17,64,NA,276,254,7804,2856
"61",4,99,4,99,121,NA,64,NA,1669,1612
"62",4,10,4,99,155,69,48,NA,1703,1596
"63",4,99,99,4,7,NA,NA,31,1555,1579
"64",3,99,6,99,447,NA,86,NA,1479,2666
"65",3,99,4,99,285,NA,443,NA,1317,1991
"66",5,3,99,3,7,8,NA,41,1040,1073
"67",3,12,4,99,168,142,400,NA,1200,1948
"68",4,10,4,17,74,69,170,254,1622,1718
"69",3,99,5,6,33,NA,116,12,1065,2180
"70",3,99,4,99,386,NA,72,NA,1418,1620
"71",99,3,3,99,NA,2,33,NA,1034,1065
"72",5,99,4,99,347,NA,279,NA,2411,1827
"73",7,10,5,99,101,69,46,NA,3197,2110
"74",3,4,3,7,254,35,411,71,1286,1443
"75",5,12,5,99,425,142,129,NA,2489,2193
"76",4,12,3,99,6,142,407,NA,1554,1439
"77",3,99,3,99,94,NA,19,NA,1126,1051
"78",3,5,4,6,432,77,13,12,1464,1561
"79",4,99,2,99,281,NA,445,NA,1829,961
"80",7,99,5,3,308,NA,334,19,3404,1051
"81",3,12,9,99,455,142,140,NA,1487,4268
"82",4,99,4,99,357,NA,436,NA,1905,1984
"83",4,99,3,99,64,NA,466,NA,1612,1498
"84",4,99,4,6,162,NA,60,12,1710,1608
"85",3,99,3,99,163,NA,278,NA,1195,1310
"86",5,99,3,5,257,NA,247,57,2321,1279
"87",4,99,2,99,22,NA,278,NA,1570,794
"88",3,12,4,99,233,142,43,NA,1265,1591
"89",4,12,9,99,26,142,30,NA,1574,4158
"90",3,12,11,99,440,142,53,NA,1472,5213
"91",4,99,3,6,161,NA,379,12,1709,1411
"92",6,99,4,99,147,NA,79,NA,2727,1627
"93",3,99,5,3,444,NA,87,6,1476,1038
"94",4,99,4,6,362,NA,411,12,1910,1959
"95",4,14,3,7,55,6,467,71,1603,1499
"96",4,5,3,99,25,77,402,NA,1573,1434
"97",4,12,8,3,343,142,65,27,1891,1059
"98",3,99,3,99,157,NA,18,NA,1189,1050
"99",3,99,5,3,247,NA,291,20,1279,1052
"100",6,3,3,5,170,35,81,57,1067,1113
"101",4,99,4,6,209,NA,323,12,1757,1871
"102",4,99,3,4,230,NA,389,31,1778,1421
"103",6,12,8,99,116,142,65,NA,2696,3677
"104",4,99,3,6,85,NA,84,12,1633,1116
"105",7,3,4,99,120,22,115,NA,1054,1663
"106",10,12,4,99,25,142,139,NA,4669,1687
"107",3,99,3,99,223,NA,228,NA,1255,1260
"108",4,99,4,99,65,NA,125,NA,1613,1673
"109",7,12,3,5,288,142,115,37,3384,1147
"110",5,12,4,5,111,142,107,37,2175,1655
"111",3,5,3,5,398,36,316,57,1430,1348
"112",4,99,3,99,429,NA,111,NA,1977,1143
"113",3,12,4,5,247,142,107,37,1279,1655
"114",4,2,99,2,25,16,NA,19,532,535
"115",2,5,99,6,349,77,NA,12,865,2592
"116",3,99,3,99,212,NA,328,NA,1244,1360
"117",5,12,9,5,278,142,30,30,2342,2094
"118",5,99,99,4,371,NA,NA,29,2435,1577
"119",7,4,4,6,308,4,6,12,1552,1554
"120",5,3,3,99,115,6,242,NA,1038,1274
"121",1,12,5,99,487,142,129,NA,1003,2193
"122",99,3,4,6,NA,33,58,12,1065,1606
"123",4,5,5,99,28,77,137,NA,1576,2201
"124",3,5,99,5,190,36,NA,57,1222,2121
"125",2,99,4,99,462,NA,84,NA,978,1632
"126",4,99,3,99,40,NA,251,NA,1588,1283
"127",3,99,3,99,76,NA,114,NA,1108,1146
"128",4,99,4,99,110,NA,139,NA,1658,1687
"129",5,99,5,3,127,NA,116,2,2191,1034
"130",4,99,4,7,61,NA,18,71,1609,1566
"131",2,99,2,99,436,NA,398,NA,952,914
"132",3,99,3,6,442,NA,288,12,1474,1320
"133",3,99,2,6,181,NA,457,12,1213,973
"134",5,99,99,3,7,NA,NA,30,2071,1062
"135",3,4,4,99,266,5,49,NA,1298,1597
"136",3,99,4,99,21,NA,109,NA,1053,1657
"137",3,99,3,99,350,NA,432,NA,1382,1464
"138",7,3,3,99,120,13,3,NA,1045,1035
"139",3,99,4,99,65,NA,55,NA,1097,1603
"140",3,99,3,99,377,NA,420,NA,1409,1452
"141",4,99,4,99,88,NA,60,NA,1636,1608
"142",3,99,4,5,161,NA,142,57,1193,1690
"143",4,2,2,99,22,25,328,NA,541,844
"144",3,99,3,99,273,NA,225,NA,1305,1257
"145",3,99,2,99,206,NA,482,NA,1238,998
"146",5,99,5,6,41,NA,334,12,2105,2398
"147",5,99,5,6,61,NA,169,12,2125,2233
"148",2,99,3,99,390,NA,404,NA,906,1436
"149",3,99,99,3,8,NA,NA,25,1040,1057
"150",4,99,4,7,382,NA,76,71,1930,1624
"151",2,12,3,5,456,142,13,37,972,1045
"152",4,12,9,3,175,142,30,45,1723,1077
"153",3,99,4,6,428,NA,9,12,1460,1557
"154",3,99,3,5,402,NA,201,57,1434,1233
"155",5,99,4,99,180,NA,19,NA,2244,1567
"156",3,99,4,5,335,NA,90,57,1367,1638
"157",3,99,3,6,351,NA,16,12,1383,1048
"158",4,5,6,3,7,77,3,14,1555,1046
"159",3,99,4,6,348,NA,142,12,1380,1690
"160",3,99,99,4,194,NA,NA,55,1226,1603
"161",5,99,5,99,87,NA,117,NA,2151,2181
"162",3,99,4,6,406,NA,27,12,1438,1575
"163",4,99,4,99,33,NA,92,NA,1581,1640
"164",5,12,13,99,389,142,228,NA,2453,6420
"165",2,99,3,99,253,NA,246,NA,769,1278
"166",4,99,18,99,41,NA,213,NA,1589,8985
"167",4,99,4,6,406,NA,20,12,1954,1568
"168",4,2,3,99,22,23,25,NA,539,1057
"169",6,99,99,4,170,NA,NA,8,2750,1556
"170",4,99,4,6,245,NA,27,12,1793,1575
"171",3,99,5,99,457,NA,87,NA,1489,2151
"172",5,99,3,6,408,NA,90,12,2472,1122
"173",3,99,2,99,452,NA,483,NA,1484,999
"174",3,99,3,6,17,NA,391,12,1049,1423
"175",3,99,3,99,192,NA,38,NA,1224,1070
"176",9,10,5,99,24,69,6,NA,4152,2070
"177",4,12,15,99,109,142,215,NA,1657,7439
"178",3,99,3,99,336,NA,102,NA,1368,1134
"179",4,99,3,99,22,NA,141,NA,1570,1173
"180",4,2,99,3,188,21,NA,42,537,1074
"181",3,99,3,6,46,NA,454,12,1078,1486
"182",3,99,4,6,447,NA,33,12,1479,1581
"183",6,99,4,99,10,NA,60,NA,2590,1608
"184",3,99,3,99,70,NA,118,NA,1102,1150
"185",4,12,99,9,5,142,NA,124,1553,4252
"186",3,99,3,6,121,NA,263,12,1153,1295
"187",3,99,4,6,367,NA,166,12,1399,1714
"188",3,99,4,99,320,NA,240,NA,1352,1788
"189",2,99,3,99,420,NA,30,NA,936,1062
"190",4,99,3,6,19,NA,179,12,1567,1211
"191",4,99,3,6,40,NA,327,12,1588,1359
"192",5,3,5,3,127,11,116,9,1043,1041
"193",5,10,4,99,24,69,379,NA,2088,1927
"194",7,4,3,99,120,8,254,NA,1556,1286
"195",6,99,3,99,245,NA,328,NA,2825,1360
"196",4,99,5,3,137,NA,116,47,1685,1079
"197",2,99,3,99,480,NA,50,NA,996,1082
"198",3,99,4,99,228,NA,120,NA,1260,1668
"199",4,99,4,6,187,NA,164,12,1735,1712
"200",6,4,18,7,323,35,213,71,1583,3167
"201",3,5,3,6,158,77,436,12,1190,1468
"202",99,7,5,99,NA,30,159,NA,3126,2223
"203",5,10,7,17,226,69,105,254,2290,3201
"204",3,99,3,99,131,NA,56,NA,1163,1088
"205",4,99,3,99,20,NA,212,NA,1568,1244
"206",4,99,3,99,8,NA,385,NA,1556,1417
"207",99,12,4,99,NA,142,2,NA,5818,1550
"208",5,99,6,99,23,NA,185,NA,2087,2765
"209",4,99,3,99,92,NA,147,NA,1640,1179
"210",6,4,4,7,323,16,66,71,1564,1614
"211",5,10,99,17,110,69,NA,254,2174,8510
"212",7,3,4,6,308,26,137,12,1058,1685
"213",4,99,3,99,38,NA,432,NA,1586,1464
"214",5,12,4,99,141,142,228,NA,2205,1776
"215",4,99,3,6,267,NA,434,12,1815,1466
"216",11,12,6,99,124,142,366,NA,5284,2946
"217",3,99,3,99,152,NA,196,NA,1184,1228
"218",3,99,5,3,447,NA,334,32,1479,1064
"219",3,10,3,99,46,69,32,NA,1078,1064
"220",3,99,3,4,68,NA,465,55,1100,1497
"221",4,99,4,7,109,NA,8,71,1657,1556
"222",7,3,4,6,308,35,19,12,1067,1567
"223",2,5,99,4,238,77,NA,61,754,1609
"224",3,99,7,99,94,NA,14,NA,1126,3110
"225",4,10,8,17,20,69,228,254,1568,3840
"226",3,99,3,99,467,NA,36,NA,1499,1068
"227",2,99,3,6,478,NA,189,12,994,1221
"228",3,99,3,6,284,NA,143,12,1316,1175
"229",99,5,6,99,NA,77,3,NA,2141,2583
"230",7,3,3,99,120,25,14,NA,1057,1046
"231",4,99,6,3,208,NA,52,14,1756,1046
"232",4,10,5,99,110,69,106,NA,1658,2170
"233",4,99,3,99,71,NA,308,NA,1619,1340
"234",6,4,4,99,323,5,134,NA,1553,1682
"235",3,99,3,99,32,NA,101,NA,1064,1133
"236",5,99,3,99,115,NA,113,NA,2179,1145
"237",3,99,4,6,112,NA,292,12,1144,1840
"238",4,99,4,7,29,NA,62,71,1577,1610
"239",7,3,5,6,308,32,87,12,1064,2151
"240",6,99,4,6,305,NA,159,12,2885,1707
