"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"47",6,99,5,99,156,NA,323,NA,2736,2387
"48",5,99,4,99,311,NA,235,NA,2375,1783
"49",4,99,4,99,443,NA,288,NA,1991,1836
"50",4,99,5,99,221,NA,191,NA,1769,2255
"51",4,7,4,99,209,23,235,NA,1757,1783
"52",4,99,7,99,61,NA,233,NA,1609,3329
"53",7,99,5,99,92,NA,312,NA,3188,2376
"54",11,99,6,99,130,NA,110,NA,5290,2690
"55",4,99,7,99,296,NA,214,NA,1844,3310
"56",5,8,5,6,212,61,27,71,2276,2091
"57",4,99,6,99,369,NA,248,NA,1917,2828
"58",4,99,4,99,351,NA,306,NA,1899,1854
"59",6,99,4,99,50,NA,242,NA,2630,1790
"60",5,7,5,99,224,23,260,NA,2288,2324
"61",5,7,6,99,195,23,118,NA,2259,2698
"62",5,99,5,99,124,NA,209,NA,2188,2273
"63",5,99,7,5,368,NA,383,2,2432,2066
"64",5,99,6,99,138,NA,189,NA,2202,2769
"65",6,99,6,99,214,NA,197,NA,2794,2777
"66",7,99,6,8,261,NA,325,26,3357,2905
"67",5,99,4,99,40,NA,333,NA,2104,1881
"68",4,9,4,6,328,24,231,39,1876,1779
"69",5,99,5,8,301,NA,140,26,2365,2204
"70",5,7,4,99,125,23,325,NA,2189,1873
"71",6,8,99,6,97,61,NA,71,2677,2651
"72",6,7,5,99,76,23,92,NA,2656,2156
"73",5,99,5,99,350,NA,261,NA,2414,2325
"74",5,99,6,99,246,NA,257,NA,2310,2837
"75",5,99,5,99,260,NA,179,NA,2324,2243
"76",5,6,5,99,62,52,80,NA,2126,2144
"77",4,99,5,99,250,NA,202,NA,1798,2266
"78",5,99,4,8,193,NA,213,26,2257,1761
"79",4,9,5,99,275,24,283,NA,1823,2347
"80",6,99,6,99,166,NA,339,NA,2746,2919
"81",5,99,7,5,366,NA,34,18,2430,2082
"82",6,99,4,99,150,NA,281,NA,2730,1829
"83",4,7,5,99,305,23,264,NA,1853,2328
"84",5,99,5,99,385,NA,167,NA,2449,2231
"85",5,99,6,99,271,NA,215,NA,2335,2795
"86",4,99,6,4,158,NA,325,28,1706,1576
"87",5,99,5,99,254,NA,298,NA,2318,2362
"88",4,99,4,99,172,NA,346,NA,1720,1894
"89",4,9,6,99,224,24,140,NA,1772,2720
"90",6,99,6,99,185,NA,202,NA,2765,2782
"91",5,99,5,99,2,NA,141,NA,2066,2205
"92",5,6,4,99,120,52,149,NA,2184,1697
"93",5,6,5,99,298,52,217,NA,2362,2281
"94",4,7,4,99,306,23,249,NA,1854,1797
"95",6,7,6,99,143,23,387,NA,2723,2967
"96",6,99,5,99,306,NA,193,NA,2886,2257
"97",7,99,5,99,35,NA,362,NA,3131,2426
"98",4,99,5,99,213,NA,369,NA,1761,2433
"99",5,99,6,99,65,NA,174,NA,2129,2754
"100",6,7,6,99,185,23,16,NA,2765,2596
"101",11,4,6,99,130,34,11,NA,1582,2591
"102",5,99,4,99,217,NA,298,NA,2281,1846
"103",5,9,5,6,2,24,249,39,2066,2313
"104",5,99,6,99,185,NA,107,NA,2249,2687
"105",6,99,4,99,74,NA,387,NA,2654,1935
"106",6,8,4,99,132,61,277,NA,2712,1825
"107",5,99,5,99,115,NA,62,NA,2179,2126
"108",5,7,6,99,15,23,257,NA,2079,2837
"109",4,9,4,99,244,24,363,NA,1792,1911
"110",4,6,6,99,167,52,329,NA,1715,2909
"111",4,7,4,99,105,23,265,NA,1653,1813
"112",6,99,5,99,270,NA,340,NA,2850,2404
"113",5,99,8,99,164,NA,355,NA,2228,3967
"114",4,8,4,6,202,61,248,71,1750,1796
"115",5,7,4,99,33,23,442,NA,2097,1990
"116",5,8,6,99,256,61,222,NA,2320,2802
"117",5,99,5,99,195,NA,260,NA,2259,2324
"118",4,99,6,99,400,NA,253,NA,1948,2833
"119",10,6,5,99,255,52,275,NA,2632,2339
"120",5,99,5,99,29,NA,150,NA,2093,2214
"121",4,9,5,99,298,24,299,NA,1846,2363
"122",4,99,4,99,424,NA,347,NA,1972,1895
"123",6,7,99,8,220,23,NA,26,2800,3638
"124",5,7,4,99,162,23,250,NA,2226,1798
"125",4,7,4,99,254,23,181,NA,1802,1729
"126",4,99,5,99,411,NA,322,NA,1959,2386
"127",4,99,5,99,383,NA,226,NA,1931,2290
"128",5,99,5,99,157,NA,212,NA,2221,2276
"129",5,9,4,99,154,24,198,NA,2218,1746
"130",4,7,6,99,175,23,102,NA,1723,2682
"131",6,7,5,99,177,23,49,NA,2757,2113
"132",4,99,7,99,249,NA,116,NA,1797,3212
"133",4,99,5,6,410,NA,224,71,1958,2288
"134",5,6,4,99,59,52,341,NA,2123,1889
"135",5,99,7,99,290,NA,382,NA,2354,3478
"136",4,7,6,8,149,23,234,26,1697,2814
"137",4,9,5,6,261,24,278,39,1809,2342
"138",10,99,5,6,66,NA,213,71,4710,2277
"139",4,7,4,5,232,23,270,29,1780,1818
"140",6,99,4,99,183,NA,113,NA,2763,1661
"141",6,4,4,99,172,54,241,NA,1602,1789
"142",5,99,99,5,306,NA,NA,78,2370,2142
"143",5,9,6,99,273,24,33,NA,2337,2613
"144",11,8,6,99,130,61,196,NA,3673,2776
"145",4,7,5,99,235,23,368,NA,1783,2432
"146",4,99,5,99,216,NA,151,NA,1764,2215
"147",5,99,5,99,150,NA,10,NA,2214,2074
"148",6,7,4,99,85,23,303,NA,2665,1851
"149",5,99,4,99,337,NA,282,NA,2401,1830
"150",4,99,4,99,246,NA,284,NA,1794,1832
"151",6,7,4,99,17,23,337,NA,2597,1885
"152",5,9,4,99,224,24,34,NA,2288,1582
"153",5,99,4,99,138,NA,50,NA,2202,1598
"154",7,9,6,99,118,24,318,NA,3214,2898
"155",10,7,5,99,255,23,225,NA,3119,2289
"156",10,99,7,99,255,NA,34,NA,4899,3130
"157",6,99,5,99,5,NA,149,NA,2585,2213
"158",5,9,4,6,155,24,404,39,2219,1952
"159",5,99,5,99,239,NA,266,NA,2303,2330
"160",5,99,6,99,277,NA,151,NA,2341,2731
"161",4,7,4,99,80,23,135,NA,1628,1683
"162",5,7,7,99,166,23,136,NA,2230,3232
"163",8,99,5,99,180,NA,368,NA,3792,2432
"164",6,7,4,99,114,23,285,NA,2694,1833
"165",4,6,5,99,119,52,253,NA,1667,2317
"166",6,7,4,99,252,23,325,NA,2832,1873
"167",5,9,6,99,108,24,393,NA,2172,2973
"168",5,99,6,99,94,NA,120,NA,2158,2700
"169",8,99,4,99,150,NA,310,NA,3762,1858
"170",5,99,6,99,266,NA,336,NA,2330,2916
"171",5,7,5,99,122,23,294,NA,2186,2358
"172",6,9,10,6,351,24,223,71,2931,2651
"173",6,99,8,99,206,NA,50,NA,2786,3662
"174",5,7,4,5,371,23,393,29,2435,1941
"175",4,7,4,99,209,23,268,NA,1757,1816
"176",5,6,5,99,102,52,137,NA,2166,2201
"177",6,7,4,99,59,23,249,NA,2639,1797
"178",5,99,5,99,430,NA,244,NA,2494,2308
"179",7,4,5,8,261,53,231,26,1601,2295
"180",5,99,6,99,267,NA,175,NA,2331,2755
"181",4,99,7,5,231,NA,116,50,1779,2114
"182",4,99,4,99,231,NA,241,NA,1779,1789
"183",4,7,5,99,244,23,335,NA,1792,2399
"184",5,7,4,8,239,23,285,26,2303,1833
"185",5,7,5,99,25,23,293,NA,2089,2357
"186",5,99,5,99,310,NA,193,NA,2374,2257
"187",4,99,5,6,264,NA,256,71,1812,2320
"188",5,9,6,99,221,24,416,NA,2285,2996
"189",6,4,5,99,393,35,124,NA,1583,2188
"190",7,99,7,99,156,NA,29,NA,3252,3125
"191",4,8,4,6,324,61,431,71,1872,1979
"192",5,99,7,4,340,NA,166,11,2404,1559
"193",1,99,5,99,79,NA,91,NA,595,2155
"194",4,99,7,99,270,NA,311,NA,1818,3407
"195",5,6,4,99,341,52,323,NA,2405,1871
"196",4,6,5,99,252,52,159,NA,1800,2223
"197",7,99,6,99,237,NA,19,NA,3333,2599
"198",99,5,5,99,NA,55,202,NA,2119,2266
"199",5,7,5,99,132,23,257,NA,2196,2321
"200",4,99,4,99,206,NA,217,NA,1754,1765
"201",6,7,5,99,186,23,338,NA,2766,2402
"202",6,99,4,99,209,NA,328,NA,2789,1876
"203",4,7,5,99,92,23,206,NA,1640,2270
"204",5,99,4,99,162,NA,246,NA,2226,1794
"205",99,4,5,99,NA,53,307,NA,1601,2371
"206",6,99,7,99,393,NA,24,NA,2973,3120
"207",6,4,5,99,5,27,326,NA,1575,2390
"208",5,99,7,5,99,NA,29,72,2163,2136
"209",8,99,7,99,380,NA,394,NA,3992,3490
"210",5,99,5,99,172,NA,239,NA,2236,2303
"211",4,9,6,4,236,24,33,23,1784,1571
"212",4,6,3,99,151,52,384,NA,1699,1416
"213",3,6,8,99,438,52,4,NA,1470,3616
"214",6,99,4,99,123,NA,266,NA,2703,1814
"215",6,4,4,6,174,30,257,39,1578,1805
"216",4,99,7,99,429,NA,166,NA,1977,3262
"217",4,99,4,99,172,NA,447,NA,1720,1995
"218",4,99,4,99,307,NA,236,NA,1855,1784
"219",11,9,4,99,130,24,336,NA,4152,1884
"220",7,99,5,99,152,NA,312,NA,3248,2376
"221",4,99,4,99,212,NA,79,NA,1760,1627
"222",5,6,5,99,104,52,240,NA,2168,2304
"223",10,5,5,99,255,15,261,NA,2079,2325
"224",4,7,6,4,313,23,102,32,1861,1580
"225",4,7,5,8,216,23,65,26,1764,2129
"226",6,9,10,6,174,24,223,39,2754,2619
"227",6,7,5,99,335,23,176,NA,2915,2240
"228",4,99,5,99,311,NA,307,NA,1859,2371
"229",5,99,6,99,173,NA,310,NA,2237,2890
"230",6,99,5,99,108,NA,213,NA,2688,2277
"231",8,5,7,5,380,75,394,27,2139,2091
"232",5,7,5,99,121,23,226,NA,2185,2290
"233",5,7,5,99,70,23,242,NA,2134,2306
"234",8,9,6,4,135,24,33,42,3747,1590
"235",4,7,4,5,281,23,310,29,1829,1858
"236",4,7,5,99,430,23,192,NA,1978,2256
"237",4,99,4,6,141,NA,344,71,1689,1892
"238",5,99,5,6,262,NA,101,71,2326,2165
"239",5,99,5,99,258,NA,245,NA,2322,2309
"240",10,4,8,5,255,56,50,29,1604,2093
