"","Mask1.RESP.Trial.","Mask2.RESP.Trial.","Mask3.RESP.Trial.","Mask4.RESP.Trial.","Mask5.RESP.Trial.","Mask6.RESP.Trial.","Mask7.RESP.Trial.","Mask8.RESP.Trial.","Mask9.RESP.Trial.","Mask10.RESP.Trial.","Mask11.RESP.Trial.","Mask12.RESP.Trial.","Mask13.RESP.Trial.","Mask14.RESP.Trial.","Mask15.RESP.Trial.","Mask16.RESP.Trial.","Mask17.RESP.Trial.","Mask18.RESP.Trial.","Mask1.RT.Trial.","Mask2.RT.Trial.","Mask3.RT.Trial.","Mask4.RT.Trial.","Mask5.RT.Trial.","Mask6.RT.Trial.","Mask7.RT.Trial.","Mask8.RT.Trial.","Mask9.RT.Trial.","Mask10.RT.Trial.","Mask11.RT.Trial.","Mask12.RT.Trial.","Mask13.RT.Trial.","Mask14.RT.Trial.","Mask15.RT.Trial.","Mask16.RT.Trial.","Mask17.RT.Trial.","Mask18.RT.Trial."
"1","0",0,"0","0","0","{SPACE}","0","0",0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,66,130,0,0,0,0,0,0,0
"2","0",0,"0","0","{SPACE}","{SPACE}","{SPACE}","0",0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,0,64,209,268,0,0,255,130,0,0,0,0,0,0,0
"3","0",0,"0","{SPACE}","{SPACE}","0","0","0",0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,196,366,0,0,0,0,255,130,0,0,0,0,0,0,0
"4","0",0,"0","0","0","{SPACE}","0","0",0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,255,130,0,0,0,0,0,0,0
"5","0",0,"0","0","0","{SPACE}","0","0",0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,255,130,0,0,0,0,0,0,0
"6","0",0,"0","0","0","0","{SPACE}","0",0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,255,130,0,0,0,0,0,0,0
"7","0",0,"0","0","0","{SPACE}","0","0",0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,255,130,0,0,0,0,0,0,0
"8","0",0,"0","{SPACE}","{SPACE}","0","0","{SPACE}",0,"0","{SPACE}",0,0,0,0,0,0,0,0,0,0,218,224,0,0,135,0,0,130,0,0,0,0,0,0,0
"9","0",0,"0","{SPACE}","{SPACE}","{SPACE}","0","0",0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,257,185,5,0,0,0,255,130,0,0,0,0,0,0,0
"10","0",0,"0","{SPACE}","{SPACE}","{SPACE}","0","0",0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,211,185,5,0,0,0,255,130,0,0,0,0,0,0,0
"11","0",0,"0","{SPACE}","{SPACE}","{SPACE}","0","0",0,"{SPACE}","{SPACE}",0,0,0,0,0,0,0,0,0,0,216,185,5,0,0,0,255,130,0,0,0,0,0,0,0
