ExperimentName,subject,Session,Procedure[Block],Trial,Directed,I_NMG_ZScorePrime,I_NMG_ZscoreTarget,I_ZScorePrime,I_ZScoreTarget,ItemNumber,LogHalPrime,LogHalTarget,LogP,MeanLDTZ,MeanLength,MeanLogF,MeanNMGZ,pathlength,Prime[Trial],PrimeResponse.RESP[Trial],PrimeResponse.RT[Trial],Stimuli1,Target[Trial],TargetResponse.RESP[Trial],TargetResponse.RT[Trial],Undirected,PrimeAccuracy,TargetAccuracy,RTRecognisePrime,RTRecogniseTarget
NetworksDemasking,3,1,S3,179,3,-0.736,-0.599,-0.614,-0.316,D3,11.62,7.555,17.777589,-0.465,7,9.5875,-0.6675,2,W O M E N,women{SPACE},1049,3,A F F E C T I O N,affection{SPACE},1773,3,1,1,1423,1046
NetworksDemasking,3,1,S3,127,5,-0.41,0.248,-0.18,-0.031,D4,6.652,7.73,23.037556,-0.1055,5.5,7.191,-0.081,4,N E U R O N,neuron{SPACE},1285,4,A L G A E,algae{SPACE},1113,3,1,1,2670,2141
NetworksDemasking,3,1,S3,150,3,-0.393,-0.295,-0.367,-0.478,D5,7.002,8.262,11.203163,-0.4225,5.5,7.632,-0.344,4,D I A P E R,diaper{SPACE},1172,5,A N N O Y,annoy{SPACE},1376,3,1,1,1833,4679
NetworksDemasking,3,1,S3,110,2,-0.333,-0.542,-0.309,-0.583,D6,7.566,9.945,10.379378,-0.446,7,8.7555,-0.4375,2,H O S T I L I T Y,hostility{SPACE},4438,6,A R G U E,argue{SPACE},1320,2,1,1,2653,1387
NetworksDemasking,3,1,S3,129,3,-0.147,-0.732,-0.025,-0.611,D7,7.048,10.435,13.144312,-0.318,4,8.7415,-0.4395,4,P I E R,pier{SPACE},987,7,A R M Y,army{SPACE},1056,3,1,1,2276,1995
NetworksDemasking,3,1,S3,112,4,-0.791,-0.643,-0.368,-0.671,D8,8.957,9.741,17.519595,-0.5195,5.5,9.349,-0.717,15,R O C K S,rocks{SPACE},879,8,A R T I S T,artist{SPACE},1034,3,1,1,1396,1940
NetworksDemasking,3,1,S3,174,Inf,-0.344,0.247,-0.103,-0.076,D9,5.118,6.849,Inf,-0.0895,6.5,5.9835,-0.0485,3,A D J O U R N,adjourn{SPACE},1640,9,A S C E N T,ascent{SPACE},2215,2,1,1,1855,2355
NetworksDemasking,3,1,S3,115,2,-0.505,-0.416,-0.578,-0.47,D10,9.902,8.242,11.047397,-0.524,6,9.072,-0.4605,2,F A U L T,fault{SPACE},933,10,A S H A M E D,ashamed{SPACE},1378,2,1,1,1485,1765
NetworksDemasking,3,1,S3,2,4,-0.003,-0.482,0.28,-0.515,D11,7.723,8.443,15.817419,-0.1175,7.5,8.083,-0.2425,2,N E U T R O N,{SHIFT}Neutron{SPACE},1740,11,B A C T E R I A,{SHIFT}Bacteria{ENTER}{SPACE},3567,2,1,1,2226,2647
NetworksDemasking,3,1,S3,194,4,-0.649,-0.592,-0.711,-0.613,D12,11.546,10.022,21.32235,-0.662,6,10.784,-0.6205,15,A G R E E,agree{SPACE},875,12,B A L A N C E,balance{SPACE},1870,3,1,1,1676,1246
NetworksDemasking,3,1,S3,73,3,-0.353,-0.452,-0.237,-0.637,D13,9.024,9.705,11.190178,-0.437,5,9.3645,-0.4025,3,A C O R N,acorn{SPACE},923,13,B E A S T,beast{SPACE},1323,3,1,1,1408,1726
NetworksDemasking,3,1,S3,161,3,-0.687,-0.639,-0.635,-0.694,D14,12.499,9.045,15.228726,-0.6645,5,10.772,-0.663,3,A R O U N D,around{SPACE},951,14,B E N T,bent{SPACE},983,2,1,1,1388,1238
NetworksDemasking,3,1,S3,27,3,-0.583,-0.613,-0.828,-0.594,D15,11.095,8.684,12.09856,-0.711,5.5,9.8895,-0.598,3,A P P L E,apple{SPACE},952,15,B I T T E R,bitter{SPACE},1154,2,1,1,1373,2316
NetworksDemasking,3,1,S3,96,2,-0.494,-0.508,-0.338,-0.686,D16,7.437,8.353,8.967226,-0.512,5.5,7.895,-0.501,1,D O N O R,donor{SPACE},1169,16,B O R R O W,borrow{SPACE},1471,2,1,1,1554,2446
NetworksDemasking,3,1,S3,95,6,-0.336,-0.487,-0.826,-0.224,D17,11.536,7.439,24.99672,-0.525,6.5,9.4875,-0.4115,2,P R O D U C T,product{SPACE},1245,17,B O U N T Y,bounty{SPACE},1876,2,1,1,1877,2086
NetworksDemasking,3,1,S3,141,Inf,-0.348,#,-0.346,#,D18,7.246,6.157,Inf,-0.346,9,6.7015,-0.348,3,R E T A R D E D,retarded{SPACE},2273,18,B R I T A N N I C A,britannica{SPACE},2671,3,1,1,2666,3680
NetworksDemasking,3,1,S3,211,2,-0.572,-0.033,-0.614,0.069,D19,9.772,6.865,6.615411,-0.2725,7,8.3185,-0.3025,1,G O L D E N,golden{SPACE},866,19,B R U N E T T E,brunette{SPACE},1634,2,1,1,1249,2200
NetworksDemasking,3,1,S3,215,5,-0.607,-0.65,-0.664,-0.395,D20,9.654,8.399,20.758987,-0.5295,4.5,9.0265,-0.6285,2,A U T O,auto{SPACE},707,20,B U G G Y,buggy{SPACE},2085,2,1,1,1052,1434
NetworksDemasking,3,1,S3,6,4,-0.752,-0.788,-0.744,-0.588,D21,9.515,10.319,16.93271,-0.666,5,9.917,-0.77,4,B L I N D,blind{SPACE},1269,21,B U N C H,bunch{SPACE},1937,3,1,1,1786,1964
NetworksDemasking,3,1,S3,155,5,-0.141,-0.472,-0.365,-0.447,D22,10.302,8.966,23.523627,-0.406,6,9.634,-0.3065,4,S E R I A L,serial{SPACE},874,22,B U R D E N,burden{SPACE},1289,3,1,1,1857,1806
NetworksDemasking,3,1,S3,75,2,-0.19,-0.465,-0.533,-0.475,D23,8.523,8.832,9.004002,-0.504,5.5,8.6775,-0.3275,15,S W E A R,swear{SPACE},1323,23,B U T T E R,butter{SPACE},966,2,1,1,1858,1935
NetworksDemasking,3,1,S3,40,5,-0.406,-0.522,-0.063,-0.499,D24,5.553,7.494,21.404758,-0.281,9,6.5235,-0.464,3,F R U S T R A T E,frustrate{SPACE},2807,24,B U T T E R F L Y,butterfly{SPACE},2769,3,1,1,2607,2315
NetworksDemasking,3,1,S3,10,5,-0.761,-0.329,-0.597,-0.441,D25,6.887,8.124,26.11852,-0.519,5.5,7.5055,-0.545,15,P I C K L E,pickle{SPACE},1860,25,C A M E L,camel{SPACE},1211,3,1,1,2601,2375
NetworksDemasking,3,1,S3,229,5,-0.168,-0.133,-0.774,-0.477,D26,9.853,7.928,23.270574,-0.6255,5,8.8905,-0.1505,4,C H I E F,chief{SPACE},817,26,C A N A L,canal{SPACE},754,3,1,1,1266,1365
NetworksDemasking,3,1,S3,32,4,-0.453,-0.642,-0.646,-0.585,D27,13.09,12.314,15.878906,-0.6155,4,12.702,-0.5475,3,M U C H,much{SPACE},1110,27,C A R D,card{SPACE},1354,3,1,1,1420,1425
NetworksDemasking,3,1,S3,104,3,-0.313,-0.238,-0.381,-0.256,D28,9.877,5.953,16.985752,-0.3185,6.5,7.915,-0.2755,4,N U C L E A R,nuclear{SPACE},2115,28,C A S K E T,casket{SPACE},1195,2,1,1,1900,1659
NetworksDemasking,3,1,S3,233,4,-0.435,-0.631,-0.6,-0.698,D29,7.971,11.286,17.241535,-0.649,5.5,9.6285,-0.533,2,H A Z A R D,hazard{SPACE},1095,29,C A U S E,caues{SPACE},750,3,1,1,1270,1360
NetworksDemasking,3,1,S3,16,2,-0.17,-0.561,-0.427,-0.744,D30,7.599,11.078,7.581227,-0.5855,6.5,9.3385,-0.3655,3,A N C E S T O R,ancestor{SPACE},1419,30,C H I L D,child{SPACE},1409,2,1,1,1562,1997
NetworksDemasking,3,1,S3,154,3,0.164,-0.521,-0.39,-0.61,D31,7.319,7.693,14.927857,-0.5,5,7.506,-0.1785,1,C O Y O T E,coyote{SPACE},1860,31,C L A W,claw{SPACE},736,2,1,1,2351,1863
NetworksDemasking,3,1,S3,225,3,-0.123,NA,-0.733,NA,D32,10.691,6.756,11.862583,-0.733,5.5,8.7235,-0.123,1,S T E P,step{SPACE},742,32,C L I M B E R,climber{SPACE},1410,2,1,1,1370,1116
NetworksDemasking,3,1,S3,204,2,-0.359,-0.473,-0.474,-0.366,D33,7.895,8.412,9.812535,-0.42,6.5,8.1535,-0.416,1,S U R G E O N,surgeon{SPACE},1108,33,C L I N I C,clinic{SPACE},1096,2,1,1,1702,1453
NetworksDemasking,3,1,S3,226,2,-0.485,-0.365,-0.614,-0.8,D34,7.138,9.571,8.778136,-0.707,8,8.3545,-0.425,4,F I R E P L A C E,fireplace{SPACE},1768,34,C L O T H E S,clothes{SPACE},1096,2,1,1,1756,1789
NetworksDemasking,3,1,S3,20,4,-0.133,-0.193,-0.172,-0.257,D35,7.391,6.236,19.115988,-0.2145,7.5,6.8135,-0.163,4,S T R A W B E R R Y,strawberry{SPACE},2328,35,C L O V E,clove{SPACE},1496,3,1,1,1374,1723
NetworksDemasking,3,1,S3,157,Inf,-0.547,-0.381,-0.918,-0.327,D36,9.485,5.953,Inf,-0.6225,5,7.719,-0.464,1,P O T,pot{SPACE},624,36,C O B B L E R,cobbler{SPACE},1296,2,1,1,1413,2429
NetworksDemasking,3,1,S3,81,2,-0.359,-0.589,-0.516,-0.78,D37,7.712,11.223,6.630501,-0.648,5.5,9.4675,-0.474,1,V E L V E T,velvet{SPACE},1899,37,C O L O R,color{SPACE},916,2,1,1,2808,1851
NetworksDemasking,3,1,S3,227,4,-0.281,-0.257,-0.409,-0.265,D38,7.796,9.932,16.80824,-0.337,9.5,8.864,-0.269,6,T E E N A G E R,teenager{SPACE},1323,38,C O M B I N A T I O N,combination{SPACE},1689,3,1,1,1673,1340
NetworksDemasking,3,1,S3,200,Inf,-0.518,0.286,0.004,-0.081,D39,6.762,6.73,Inf,-0.0385,7,6.746,-0.116,4,T R O T,trot{SPACE},1477,39,C O M P U L S I O N,compulsion{SPACE},2191,3,1,1,1719,1312
NetworksDemasking,3,1,S3,46,4,NA,0.068,NA,-0.262,D40,4.007,10.854,18.231662,-0.262,9,7.4305,0.068,4,F A M I S H E D,famished{SPACE},1317,40,C O N F E R E N C E,conference{SPACE},2529,2,1,1,3369,1931
NetworksDemasking,3,1,S3,4,4,-0.67,-0.322,-0.441,-0.18,D41,9.928,8.053,19.515768,-0.3105,7,8.9905,-0.496,4,W E L F A R E,{SHIFT}Welfare{SPACE},2284,41,C O N Q U E R,{SHIFT}Conquer{SPACE},1989,2,1,1,2678,1967
NetworksDemasking,3,1,S3,181,3,-0.44,-0.061,-0.695,-0.556,D42,8.778,11.938,17.356761,-0.6255,7,10.358,-0.2505,6,C O M F O R T,comfort{SPACE},1877,42,C O N T R O L,control{SPACE},1267,3,1,1,3119,2184
NetworksDemasking,3,1,S3,134,3,-0.354,-0.617,-0.321,-0.711,D43,10.129,11.069,16.118521,-0.516,5.5,10.599,-0.4855,6,P I E C E S,pieces{SPACE},1081,43,C O V E R,cover{SPACE},861,3,1,1,2270,2343
NetworksDemasking,3,1,S3,18,2,-0.59,-0.34,-0.642,-0.547,D44,9.696,8.989,7.939614,-0.5945,6.5,9.3425,-0.465,1,H E A V E N,heaven{SPACE},1061,44,C R E A T O R,creator{SPACE},1312,2,1,1,1670,1731
NetworksDemasking,3,1,S3,68,3,-0.51,-0.513,-0.835,-0.54,D45,11.704,9.472,15.024628,-0.6875,6,10.588,-0.5115,2,M A C H I N E,machine{SPACE},1261,45,C R O W D,crowd{SPACE},2445,3,1,1,1628,1377
NetworksDemasking,3,1,S3,37,2,-0.789,-0.377,-0.687,-0.68,D46,11.986,8.523,10.026589,-0.6835,4,10.2545,-0.583,2,A R E A,area{SPACE},1131,46,C U B E,cube{SPACE},1067,2,1,1,1975,1492
NetworksDemasking,3,1,S3,144,5,-0.284,-0.089,-0.504,-0.429,D47,6.987,8.438,19.720716,-0.4665,7.5,7.7125,-0.1865,15,C A V I T Y,cavity{SPACE},4278,47,C U R I O S I T Y,curiosity{SPACE},1681,4,1,1,2386,2614
NetworksDemasking,3,1,S3,138,5,-0.41,-0.651,-0.568,-0.739,D48,8.049,8.139,23.570717,-0.6535,4.5,8.094,-0.5305,2,C R A W L,crawl{SPACE},2354,48,D A S H,dash{SPACE},825,2,1,1,2981,1455
NetworksDemasking,3,1,S3,145,5,-0.49,-0.721,-0.501,-0.861,D49,6.933,11.822,21.203304,-0.681,5,9.3775,-0.6055,15,T H I R S T,thirst{SPACE},1712,49,D A T E,date{SPACE},769,3,1,1,1681,1363
NetworksDemasking,3,1,S3,236,4,-0.537,-0.544,-0.616,-0.696,D50,10.157,11.974,16.932688,-0.656,5,11.0655,-0.5405,2,F R I D A Y,friday{SPACE},883,50,D A Y S,days{SPACE},2513,2,1,1,1948,1333
NetworksDemasking,3,1,S3,193,1,-0.64,-0.653,-0.666,-0.85,D51,8.926,11.262,2.032421,-0.758,5,10.094,-0.6465,2,G R A V E,grave{SPACE},2149,51,D E A T H,death{SPACE},730,1,1,1,1401,1291
NetworksDemasking,3,1,S3,47,4,-0.649,0.044,-0.639,-0.27,D52,8.266,6.673,17.188017,-0.4545,6.5,7.4695,-0.3025,1,O V E N,oven{SPACE},858,52,D E T E R G E N T,detergent{SPACE},1668,2,1,1,1473,2835
NetworksDemasking,3,1,S3,66,5,0.366,-0.426,-0.093,-0.205,D53,6.989,7.775,25.558867,-0.149,8.5,7.382,-0.03,6,S I N C E R I T Y,sincerity{SPACE},1923,53,D I N O S A U R,dinosaur{SPACE},1620,4,1,1,3267,2070
NetworksDemasking,3,1,S3,33,4,0.136,-0.368,0.094,-0.203,D54,8.812,7.304,18.808135,-0.0545,10,8.058,-0.116,6,S O P H I S T I C A T,sophisticate{SPACE},5344,54,D I P L O M A,diploma{SPACE},2092,4,1,1,6294,1994
NetworksDemasking,3,1,S3,142,5,-0.385,0.149,-0.43,-0.069,D55,6.724,6.057,25.336061,-0.2495,8.5,6.3905,-0.118,15,C U S H I O N,cushion{SPACE},1650,55,D I S B E L I E V E,disbelieve{SPACE},2532,3,1,1,2815,4151
NetworksDemasking,3,1,S3,170,4,-0.386,-0.25,-0.346,-0.248,D56,8.345,7.557,21.131825,-0.297,6.5,7.951,-0.318,2,W I C K E D,wicked{SPACE},1061,56,D I S G U S T,disgust{SPACE},1505,2,1,1,1302,2132
NetworksDemasking,3,1,S3,125,3,-0.412,-0.028,-0.579,0.149,D57,8.538,8.082,14.589406,-0.215,7.5,8.31,-0.22,2,D E N I A L,denial{SPACE},1072,57,D I S R E G A R D,disregard{SPACE},2614,3,1,1,2131,1837
NetworksDemasking,3,1,S3,43,Inf,-0.489,-0.262,-0.404,-0.111,D58,8.923,8.691,Inf,-0.2575,5.5,8.807,-0.3755,4,B O W,bow{SPACE},966,58,D O M I N A N T,dominant{SPACE},1630,3,1,1,1903,2344
NetworksDemasking,3,1,S3,149,4,-0.375,-0.285,-0.702,-0.439,D59,9.914,7.05,13.346297,-0.5705,4.5,8.482,-0.33,6,S N O W,snow{SPACE},973,59,D R Y E R,dryer{SPACE},1427,3,1,1,2910,1949
NetworksDemasking,3,1,S3,56,4,-0.029,-0.614,-0.089,-0.604,D60,6.529,6.678,16.025531,-0.3465,6,6.6035,-0.3215,4,P E N D U L U M,pendulum{SPACE},1810,60,D U S K,dusk{SPACE},786,3,1,1,2234,1315
NetworksDemasking,3,1,S3,71,5,-0.422,-0.228,-0.484,-0.499,D61,7.594,9.382,25.007771,-0.4915,6.5,8.488,-0.325,3,F U S S,fuss{SPACE},829,61,E M O T I O N A L,emotional{SPACE},2375,2,1,1,2728,1937
NetworksDemasking,3,1,S3,19,4,-0.438,-0.098,-0.758,-0.508,D62,9.37,9.868,19.979152,-0.633,6.5,9.619,-0.268,6,F O R M U L A,formula{SPACE},1244,62,E X C U S E,excuse{SPACE},1743,3,1,1,1677,1731
NetworksDemasking,3,1,S3,92,4,-0.651,-0.504,-0.697,-0.687,D63,11.548,10.782,19.701937,-0.692,5,11.165,-0.5775,1,T O D A Y,today{SPACE},762,63,E X I S T,exist{SPACE},1720,2,1,1,1774,1488
NetworksDemasking,3,1,S3,23,6,-0.664,-0.132,-0.757,-0.358,D64,12.559,9.96,32.461582,-0.5575,7.5,11.2595,-0.398,4,B E T T E R,better{SPACE},1384,64,E X I S T E N C E,existence{SPACE},1726,3,1,1,1339,2477
NetworksDemasking,3,1,S3,50,4,-0.83,-0.401,-0.651,-0.421,D65,9.469,9.26,18.95663,-0.536,5.5,9.3645,-0.6155,4,B O N D,bond{SPACE},783,65,E X P E N S E,expense{SPACE},1518,2,1,1,1830,2779
NetworksDemasking,3,1,S3,244,1,-0.135,-0.258,-0.005,-0.439,D66,10.391,9.491,2.826851,-0.222,10,9.941,-0.1965,1,S C I E N T I F I C,scientific{SPACE},1850,66,E X P E R I M E N T,experiment{SPACE},1767,1,1,1,1943,2222
NetworksDemasking,3,1,S3,136,5,-0.499,-0.421,-0.432,-0.39,D67,7.838,4.522,21.817989,-0.411,7.5,6.18,-0.46,4,H A N D S O M E,handsome{SPACE},1370,67,E Y E L A S H,eyelash{SPACE},1761,3,1,1,1991,1965
NetworksDemasking,3,1,S3,29,4,-0.361,-0.586,-0.267,-0.62,D68,9.582,9.874,23.476022,-0.4435,7.5,9.728,-0.4735,15,E X C I T I N G,exciting{SPACE},2668,68,F A C T O R Y,factory{SPACE},1879,3,1,1,2078,1938
NetworksDemasking,3,1,S3,213,5,-0.499,-0.558,-0.117,-0.804,D69,8.671,10.3,18.870114,-0.4605,4.5,9.4855,-0.5285,3,A L T O,alto{SPACE},638,69,F A I T H,faith{SPACE},715,3,1,1,1311,1626
NetworksDemasking,3,1,S3,62,3,-0.527,-0.353,-0.568,-0.636,D70,9.602,10.67,11.281003,-0.602,6,10.136,-0.44,2,P A R E N T,parent{SPACE},835,70,F E M A L E,female{SPACE},3522,2,1,1,1332,1400
NetworksDemasking,3,1,S3,94,3,-0.271,-0.508,-0.226,-0.253,D71,9.134,5.342,15.238109,-0.2395,6.5,7.238,-0.3895,4,P U N I S H M E N T,punishment{SPACE},1921,71,F I B,fib{SPACE},5084,3,1,1,1914,1760
NetworksDemasking,3,1,S3,13,5,-0.479,-0.273,-0.512,-0.338,D72,9.132,7.782,21.25819,-0.425,6,8.457,-0.376,3,I N F A N T,infant{SPACE},954,72,F I E R C E,fierce{SPACE},1746,4,1,1,1560,2815
NetworksDemasking,3,1,S3,242,4,-0.496,-0.581,-0.516,-0.673,D73,8.259,10.453,16.442205,-0.5945,4.5,9.356,-0.5385,6,S I L K,silk{SPACE},602,73,F L A M E,flame{SPACE},1460,3,1,1,1784,1135
NetworksDemasking,3,1,S3,59,Inf,-0.47,-0.233,-0.615,-0.319,D74,7.155,8.953,Inf,-0.467,4.5,8.054,-0.3515,6,C R I B,crib{SPACE},878,74,F L E E T,fleet{SPACE},2338,4,1,1,1678,2082
NetworksDemasking,3,1,S3,76,3,-0.439,-0.427,-0.453,-0.603,D75,8.313,8.439,9.805482,-0.528,4.5,8.376,-0.433,3,H E R B,herb{SPACE},1014,75,F L O U R,flour{SPACE},941,2,1,1,1467,1411
NetworksDemasking,3,1,S3,189,4,-0.461,-0.535,-0.385,-0.845,D76,6.667,9.001,19.233376,-0.615,6.5,7.834,-0.498,6,H U S T L E,hustle{SPACE},1408,76,F L O W E R S,flowers{SPACE},1103,4,1,1,1148,1263
NetworksDemasking,3,1,S3,230,4,-0.377,-0.512,-0.779,-0.272,D77,12.572,5.403,15.647725,-0.5255,4,8.9875,-0.4445,15,S E T,set{SPACE},475,77,F L U N K,flunk{SPACE},782,3,1,1,1391,1179
NetworksDemasking,3,1,S3,100,5,0.114,-0.469,0.129,-0.558,D78,5.984,8.348,22.112181,-0.2145,5.5,7.166,-0.1775,6,S E R E N E,serene{SPACE},1159,78,F L U S H,flush{SPACE},1103,2,1,1,1888,1280
NetworksDemasking,3,1,S3,224,1,-0.655,-0.393,-0.441,-0.611,D79,10.161,10.97,2.874469,-0.526,6,10.5655,-0.524,1,A H E A D,ahead{SPACE},821,79,F O R W A R D,forward{SPACE},1045,1,1,1,1186,1352
NetworksDemasking,3,1,S3,38,3,-0.397,-0.59,-0.664,-0.672,D80,11.466,12.405,15.951215,-0.668,4,11.9355,-0.4935,2,S A L E,sale{SPACE},620,80,F R E E,free{SPACE},914,1,1,1,2227,1416
NetworksDemasking,3,1,S3,171,5,-0.123,-0.422,-0.524,-0.452,D81,7.603,7.792,23.306788,-0.488,7,7.6975,-0.2725,6,S T R I P E S,stripes{SPACE},1510,81,F R E E W A Y,freeway{SPACE},2455,4,1,1,2985,1573
NetworksDemasking,3,1,S3,232,1,-0.568,-0.609,-0.498,-0.694,D82,9.885,11.303,1.894507,-0.596,6,10.594,-0.5885,2,F E L L O W,fellow{SPACE},2552,82,F R I E N D,friend{SPACE},993,1,1,1,1956,1247
NetworksDemasking,3,1,S3,188,2,-0.667,-0.328,-0.694,-0.557,D83,8.162,6.4,11.536247,-0.6255,5.5,7.281,-0.4975,6,A W A K E,awake{SPACE},1072,83,F R I G H T,fright{SPACE},1030,2,1,1,1264,1354
NetworksDemasking,3,1,S3,79,4,-0.449,-0.477,-0.402,-0.561,D84,7.834,10.967,18.443928,-0.4815,7.5,9.4005,-0.463,2,A L G E B R A,algebra{SPACE},1599,84,F U N C T I O N,function{SPACE},1397,1,1,1,1964,1786
NetworksDemasking,3,1,S3,209,Inf,-0.552,-0.026,-0.399,0.167,D85,11.889,5.861,Inf,-0.116,6.5,8.875,-0.289,6,N E T W O R K,network{SPACE},1002,85,G E Y S E R,geyser{SPACE},1503,4,1,1,1708,1496
NetworksDemasking,3,1,S3,235,4,-0.318,-0.492,-0.545,-0.442,D86,10.437,7.206,14.054498,-0.4935,6.5,8.8215,-0.405,3,F E A T U R E,feature{SPACE},3238,86,G I G G L E,giggle{SPACE},1910,3,1,1,1569,2137
NetworksDemasking,3,1,S3,53,4,-0.722,-0.548,-0.676,-0.792,D87,14.35,10.167,14.82655,-0.734,4,12.2585,-0.635,3,W I L L,will{SPACE},2518,87,G O A L,goal{SPACE},771,2,1,1,1387,1135
NetworksDemasking,3,1,S3,51,6,-0.683,-0.192,-0.418,-0.281,D88,9.337,8.61,28.996846,-0.3495,6,8.9735,-0.4375,4,U P S E T,upset{SPACE},1084,88,G O D D E S S,godess{SPACE},2193,3,1,1,1909,2348
NetworksDemasking,3,1,S3,86,6,-0.735,-0.175,-0.801,-0.044,D89,9.217,8.198,23.674681,-0.4225,6,8.7075,-0.455,2,W A V E S,waves{SPACE},953,89,G R A N I T E,granite{SPACE},1211,3,1,1,1224,2110
NetworksDemasking,3,1,S3,176,Inf,-0.436,-0.527,0.048,-0.265,D90,4.477,6.599,Inf,-0.1085,5,5.538,-0.4815,6,R U M M Y,rummy{SPACE},1255,90,G R A T E,grate{SPACE},976,3,1,1,4935,3395
NetworksDemasking,3,1,S3,77,4,-0.725,-0.45,-0.791,-0.469,D91,13.889,7.783,22.224673,-0.63,5,10.836,-0.5875,15,M O R E,more{SPACE},754,91,G R A V E L,gravel{SPACE},2032,3,1,1,1366,1946
NetworksDemasking,3,1,S3,99,2,-0.327,-0.503,-0.685,-0.716,D92,9.057,9.026,8.733651,-0.7005,5.5,9.0415,-0.415,4,T E R R O R,terror{SPACE},1010,92,G R O S S,gross{SPACE},950,2,1,1,1799,1056
NetworksDemasking,3,1,S3,15,4,-0.322,-0.501,-0.185,-0.616,D93,4.564,8.079,12.955408,-0.4005,5.5,6.3215,-0.4115,6,P A R C H E D,parched{SPACE},1407,93,H A I L,hail{SPACE},840,3,1,1,1945,2372
NetworksDemasking,3,1,S3,80,5,-0.655,-0.707,-0.659,-0.539,D94,10.208,11.099,21.989979,-0.599,6,10.6535,-0.681,4,M I R R O R,mirror{SPACE},1282,94,H A P P E N,happen{SPACE},1138,3,1,1,1999,1832
NetworksDemasking,3,1,S3,135,5,0.006,-0.663,-0.175,-0.495,D95,5.004,8.432,19.028217,-0.335,6.5,6.718,-0.3285,4,S P R A I N,sprain{SPACE},946,95,H A R M F U L,harmful{SPACE},1536,2,1,1,2815,1714
NetworksDemasking,3,1,S3,24,6,-0.078,-0.72,-0.329,-0.576,D96,11.607,7.615,21.798234,-0.4525,8,9.611,-0.399,3,D E F I N I T I O N,definition{SPACE},2284,96,H E L P E R,helper{SPACE},935,3,1,1,2111,1470
NetworksDemasking,3,1,S3,198,3,-0.117,-0.821,-0.142,-0.786,D97,8.437,10.353,15.770623,-0.464,7,9.395,-0.469,6,I N T E R S T A T E,interested{SPACE},1952,97,H I L L,hill{SPACE},795,3,0,1,1480,1324
NetworksDemasking,3,1,S3,191,6,-0.387,-0.132,-0.436,0.01,D98,8.596,4.094,21.187808,-0.213,7.5,6.345,-0.2595,6,A S L E E P,asleep{SPACE},1032,98,H I T C H H I K E,hitchike{SPACE},4652,2,1,1,1189,2409
NetworksDemasking,3,1,S3,69,5,-0.747,-0.483,-0.848,-0.163,D99,10.151,6.87,21.621002,-0.5055,4,8.5105,-0.615,4,E X I T,exit{SPACE},1138,99,H O O T,hoot{SPACE},1031,4,1,1,1732,1787
NetworksDemasking,3,1,S3,212,6,0.048,-0.216,-0.563,-0.383,D100,9.592,5.835,27.234213,-0.473,7,7.7135,-0.084,15,S T A C K,stack{SPACE},825,100,H O R O S C O P E,horoscope{SPACE},1466,3,1,1,1107,1324
NetworksDemasking,3,1,S3,106,5,-0.278,-0.594,-0.148,-0.128,D101,6.572,7.289,22.026145,-0.138,7.5,6.9305,-0.436,3,P O L Y E S T E R,polyester{SPACE},1833,101,H O T T E R,hotter{SPACE},2398,2,1,1,2988,3810
NetworksDemasking,3,1,S3,237,5,-0.291,-0.637,-0.613,-0.495,D102,9.266,5.587,22.458669,-0.554,4.5,7.4265,-0.464,15,A N G L E,angle{SPACE},682,102,H U S K,husk{SPACE},3470,3,1,1,1972,1377
NetworksDemasking,3,1,S3,139,3,-0.502,-0.389,-0.648,-0.276,D103,9.274,11.571,15.234395,-0.462,7,10.4225,-0.4455,4,C H A R T,chart{SPACE},911,103,I M P O R T A N T,important{SPACE},1351,3,1,1,1929,1936
NetworksDemasking,3,1,S3,173,6,0.211,-0.353,0.25,-0.62,D104,5.565,9.894,26.555474,-0.185,8.5,7.7295,-0.071,3,N A U S E O U S,nauseous{SPACE},2445,104,I N F L U E N C E,influence{SPACE},1762,3,1,1,1761,1849
NetworksDemasking,3,1,S3,64,2,-0.185,-0.493,-0.265,-0.63,D105,8.162,8.868,6.656912,-0.4475,7.5,8.515,-0.339,1,C R I T I C I Z E,criticize{SPACE},3292,105,I N S U L T,insult{SPACE},1255,1,1,1,1563,3188
NetworksDemasking,3,1,S3,119,3,-0.194,-0.666,-0.449,-0.653,D106,6.717,9.862,14.201596,-0.551,4.5,8.2895,-0.43,4,S C A R F,scare{SPACE},985,106,I R O N,iron{SPACE},752,2,1,1,2674,1464
NetworksDemasking,3,1,S3,5,4,-0.375,-0.575,-0.55,-0.785,D107,9.888,10.357,17.780391,-0.6675,4,10.1225,-0.475,1,S H U T,shut{ENTER}{SPACE},3700,107,J A C K,jack{SPACE},1540,2,1,1,1368,2602
NetworksDemasking,3,1,S3,147,5,-0.397,-0.629,-0.624,-0.738,D108,11.478,7.878,24.347248,-0.681,4,9.678,-0.513,4,S T O P,stop{SPACE},731,108,J E E P,jeep{SPACE},633,2,1,1,1259,2355
NetworksDemasking,3,1,S3,202,2,-0.449,-0.482,-0.503,-0.642,D109,8.161,10.177,7.917273,-0.5725,7,9.169,-0.4655,3,P R E A C H E R,preacher{SPACE},1517,109,J E W I S H,jewish{SPACE},967,2,1,1,2327,1288
