ExperimentName,subject,Session,Procedure[Block],Trial,Directed,I_NMG_ZScorePrime,I_NMG_ZscoreTarget,I_ZScorePrime,I_ZScoreTarget,ItemNumber,LogHalPrime,LogHalTarget,LogP,MeanLDTZ,MeanLength,MeanLogF,MeanNMGZ,pathlength,Prime[Trial],PrimeResponse.RESP[Trial],PrimeResponse.RT[Trial],Stimuli1,Target[Trial],TargetResponse.RESP[Trial],TargetResponse.RT[Trial],Undirected,PrimeAccuracy,TargetAccuracy,RTRecognisePrime,RTRecogniseTarget
NetworksDemasking,1,1,S1,47,6,-0.781,-0.427,-0.135,-0.218,A1,8.196,8.514,28.280085,-0.1765,8,8.355,-0.604,1,O U T R A G E O U S,outrageous{SPACE},2132,1,A B S U R D,absurd{SPACE},1790,1,1,1,2784,1130
NetworksDemasking,1,1,S1,241,4,-0.496,0.121,-0.524,-0.414,A2,10.593,6.952,18.741921,-0.469,7.5,8.7725,-0.1875,3,R E V I E W,review{SPACE},1066,2,A D J E C T I V E,adjective{SPACE},2369,3,1,1,1407,1381
NetworksDemasking,1,1,S1,144,2,-0.545,-0.687,-0.524,-0.359,A3,8.626,6.965,8.204051,-0.4415,4.5,7.7955,-0.616,1,L U S T,lust{SPACE},1060,3,A D O R E,adore{SPACE},913,2,1,1,2635,1248
NetworksDemasking,1,1,S1,73,2,-0.201,-0.644,-0.196,-0.748,A4,8.9,12.428,11.530092,-0.472,5.5,10.664,-0.4225,2,E N G A G E,engage{SPACE},2296,4,A G A I N,again{SPACE},928,2,1,1,2389,1979
NetworksDemasking,1,1,S1,125,4,-0.319,-0.449,-0.181,-0.402,A5,6.494,7.834,15.125296,-0.2915,8,7.164,-0.384,6,F O R E S I G H T,foresight{SPACE},2482,5,A L G E B R A,algebra{SPACE},1222,3,1,1,2101,1421
NetworksDemasking,1,1,S1,127,5,-0.236,-0.692,-0.492,-0.606,A6,7.712,8.977,21.317842,-0.549,5.5,8.3445,-0.464,15,M A G N E T,magnet{SPACE},1022,6,A L T E R,alter{SPACE},900,4,1,1,1597,1451
NetworksDemasking,1,1,S1,109,4,-0.422,-0.337,-0.484,0.014,A7,7.594,7.244,19.03707,-0.235,6.5,7.419,-0.3795,6,F U S S,fuss{SPACE},774,7,A M B U L A N C E,ambulance{SPACE},1704,3,1,1,2287,1340
NetworksDemasking,1,1,S1,50,4,-0.641,-0.405,-0.609,-0.666,A8,11.247,7.925,23.135463,-0.6375,6.5,9.586,-0.523,6,R E L E A S E,release{SPACE},1356,8,A N C H O R,anchor{SPACE},1097,2,1,1,1244,1291
NetworksDemasking,1,1,S1,37,2,-0.275,-0.64,-0.409,-0.735,A9,8.821,11.601,9.472488,-0.572,6.5,10.211,-0.4575,2,P R E C I S E,precise{SPACE},1129,9,A N S W E R,answer{SPACE},980,2,1,1,1658,1202
NetworksDemasking,1,1,S1,173,2,-0.434,-0.522,-0.182,-0.515,A10,7.368,9.101,5.813069,-0.3485,8,8.2345,-0.478,1,M A N S I O N,mansion{SPACE},1157,10,A P A R T M E N T,apartment{SPACE},1626,2,1,1,1769,1759
NetworksDemasking,1,1,S1,139,5,-0.629,-0.466,-0.666,-0.458,A11,9.547,9.473,22.787842,-0.562,7.5,9.51,-0.5475,2,N A S T Y,nasty{SPACE},862,11,A P P E A R A N C E,appearanec{SPACE},1515,2,1,1,1229,1325
NetworksDemasking,1,1,S1,38,5,-0.321,0.066,-0.458,0.149,A12,9.165,5.394,22.484811,-0.1545,8,7.2795,-0.1275,3,I N S T A N T,instant{SPACE},1087,12,A P P E N D A G E,appendage{SPACE},1727,4,1,1,1179,1066
NetworksDemasking,1,1,S1,231,2,-0.292,-0.5,-0.422,-0.398,A13,5.781,6.704,11.246543,-0.41,7.5,6.2425,-0.396,4,T E A P O T,teapot{SPACE},1072,13,A P P L I A N C E,appliance{SPACE},1867,2,1,1,2165,1693
NetworksDemasking,1,1,S1,202,4,-0.378,-0.133,-0.685,0.144,A14,9.857,9.822,21.509713,-0.2705,10,9.8395,-0.2555,2,C R E A T I V E,creative{SPACE},1826,14,A R C H I T E C T U R E,architecture{SPACE},2596,2,1,1,1731,1203
NetworksDemasking,1,1,S1,99,3,-0.611,-0.732,-0.728,-0.611,A15,8.793,10.435,14.554422,-0.6695,5.5,9.614,-0.6715,15,C O O K I N G,cooking{SPACE},1021,15,A R M Y,army{SPACE},792,3,1,1,1261,1322
NetworksDemasking,1,1,S1,238,1,-0.376,-0.186,-0.596,-0.231,A16,9.108,5.537,5.584963,-0.4135,7,7.3225,-0.281,1,S M O K I N G,smoking{SPACE},1042,16,A S H T R A Y,ashtray{SPACE},1356,1,1,1,1299,1326
NetworksDemasking,1,1,S1,92,4,0.044,-0.387,-0.27,-0.436,A17,6.673,8.596,15.633392,-0.353,7.5,7.6345,-0.1715,4,D E T E R G E N T,detergent{SPACE},2191,17,A S L E E P,asleep{SPACE},1141,4,1,1,1915,1188
NetworksDemasking,1,1,S1,196,8,-0.23,-0.275,-0.783,-0.401,A18,11.975,8.073,37.579732,-0.592,7.5,10.024,-0.2525,6,S M A L L,small{SPACE},906,18,A T T E N D A N C E,attendance{SPACE},2612,2,1,1,2206,1466
NetworksDemasking,1,1,S1,104,1,-0.187,-0.358,-0.208,-0.492,A19,11.207,9.948,6.179909,-0.35,9.5,10.5775,-0.2725,1,P E R F O R M A N C E,performance{SPACE},1666,19,A U D I E N C E,audience{SPACE},1305,1,1,1,2200,1257
NetworksDemasking,1,1,S1,154,4,-0.192,-0.711,-0.323,-0.533,A20,10.078,9.082,16.568459,-0.428,6.5,9.58,-0.4515,4,P R E S E N C E,presence{SPACE},1294,20,A W F U L,awful{SPACE},1430,3,1,1,2229,1154
NetworksDemasking,1,1,S1,212,2,-0.295,-0.653,-0.714,-0.915,A21,9.222,10.486,7.516882,-0.8145,5,9.854,-0.474,1,J U N I O R,junior{SPACE},1061,21,B A B Y,baby{SPACE},771,2,1,1,1285,1200
NetworksDemasking,1,1,S1,88,Inf,-0.618,0.296,-0.623,0.463,A22,10.964,4.043,Inf,-0.08,8,7.5035,-0.161,15,D O C U M E N T,document{SPACE},1255,22,B A S S I N E T,baseline{SPACE},1257,4,1,0,1638,1306
NetworksDemasking,1,1,S1,224,3,-0.089,-0.456,-0.203,-0.489,A23,5.176,10.191,14.597802,-0.346,7,7.6835,-0.2725,4,D E O D O R A N T,deodorant{SPACE},3018,23,B E A C H,beach{SPACE},739,3,1,1,1808,1683
NetworksDemasking,1,1,S1,46,3,-0.489,-0.647,-0.55,-0.427,A24,7.138,8.815,9.034855,-0.4885,7.5,7.9765,-0.568,1,M A T T R E S S,mattress{SPACE},1546,24,B E D R O O M,bedroom{SPACE},1938,2,1,1,1258,547
NetworksDemasking,1,1,S1,197,4,-0.265,-0.666,-0.313,-0.629,A25,6.671,9.603,21.913458,-0.471,6.5,8.137,-0.4655,4,S I B L I N G,sibling{SPACE},1218,25,B E L O N G,belong{SPACE},982,3,1,1,2116,1754
NetworksDemasking,1,1,S1,7,3,-0.688,-0.661,-0.612,-0.689,A26,8.796,9.856,12.140423,-0.6505,4.5,9.326,-0.6745,6,R O S E S,roses{SPACE},1361,26,B I R D,bird{SPACE},1229,3,1,1,883,528
NetworksDemasking,1,1,S1,235,3,-0.43,-0.592,-0.266,0.01,A27,9.288,8.744,18.426586,-0.128,4,9.016,-0.511,15,A R E N A,arena{SPACE},1060,27,B O G,bog{SPACE},671,3,1,1,1484,2177
NetworksDemasking,1,1,S1,100,4,-0.055,-0.563,-0.161,-0.402,A28,7.113,6.397,16.550118,-0.2815,5,6.755,-0.309,3,S L I M Y,slimy{SPACE},1033,28,B R O O M,broom{SPACE},994,3,1,1,2489,1800
NetworksDemasking,1,1,S1,126,4,0.372,-0.377,0.025,-0.67,A29,6.439,9.029,17.959181,-0.3225,7,7.734,-0.0025,3,C E R A M I C S,ceramics{SPACE},1536,29,B U L L E T,bullet{SPACE},1292,3,1,1,2796,1645
NetworksDemasking,1,1,S1,4,4,-0.65,-0.788,-0.395,-0.588,A30,8.399,10.319,16.181083,-0.4915,5,9.359,-0.719,4,B U G G Y,buggy{SPACE},1159,30,B U N C H,bunch{SPACE},1316,3,1,1,972,1103
NetworksDemasking,1,1,S1,105,2,-0.265,-0.472,-0.272,-0.447,A31,9.298,8.966,12.575776,-0.3595,8.5,9.132,-0.3685,1,C O M P L I C A T E D,complicated{SPACE},2079,31,B U R D E N,burden{SPACE},1353,2,1,1,1395,1208
NetworksDemasking,1,1,S1,186,5,-0.442,-0.204,-0.656,-0.447,A32,10.169,8.204,20.667285,-0.5515,6,9.1865,-0.323,4,C A R E E R,career{SPACE},1264,32,B U T L E R,butler{SPACE},1158,2,1,1,1049,1589
NetworksDemasking,1,1,S1,200,4,-0.586,-0.444,-0.537,-0.538,A33,9.331,9.708,18.440671,-0.5375,7.5,9.5195,-0.515,15,H I G H W A Y,highway{SPACE},1029,33,C H E C K I N G,checking{SPACE},2932,3,1,1,1220,1153
NetworksDemasking,1,1,S1,190,4,-0.732,-0.173,-0.564,-0.199,A34,9.422,7.486,16.387847,-0.3815,4,8.454,-0.4525,4,R A W,raw{SPACE},872,34,C H I L I,chill{SPACE},966,2,1,1,1338,1320
NetworksDemasking,1,1,S1,237,2,-0.446,-0.363,-0.458,-0.643,A35,8.172,9.898,8.479448,-0.5505,5,9.035,-0.4045,3,C O N E,cone{SPACE},718,35,C I R C L E,circle{SPACE},1022,2,1,1,2079,1492
NetworksDemasking,1,1,S1,156,5,-0.793,-0.461,-0.822,-0.652,A36,10.547,8.484,22.182631,-0.737,3.5,9.5155,-0.627,4,I C E,ice{SPACE},742,36,C O A L,coal{SPACE},809,2,1,1,2204,2273
NetworksDemasking,1,1,S1,61,3,-0.136,-0.44,-0.234,-0.695,A37,5.513,8.778,14.096435,-0.4645,7.5,7.1455,-0.288,4,T R A N Q U I L,tranquil{SPACE},1176,37,C O M F O R T,comfort{SPACE},1313,3,1,1,1372,1201
NetworksDemasking,1,1,S1,132,4,-0.486,-0.324,-0.656,-0.558,A38,11.978,7.549,23.070697,-0.607,5,9.7635,-0.405,6,B I T,bit{SPACE},1055,38,C O M P A S S,compass{SPACE},1204,3,1,1,2779,1434
NetworksDemasking,1,1,S1,43,5,-0.583,-0.278,-0.812,-0.427,A39,9.944,8.382,26.177731,-0.6195,5.5,9.163,-0.4305,4,K I D,kid{SPACE},916,39,C O M P O U N D,compound{SPACE},1828,3,1,1,1053,1285
NetworksDemasking,1,1,S1,62,3,-0.372,-0.054,-0.255,-0.535,A40,8.509,10.414,16.003869,-0.395,8.5,9.4615,-0.213,4,P R O F E S S I O N,profession{SPACE},1424,40,C O N T E N T,content{SPACE},1206,3,1,1,1291,1354
NetworksDemasking,1,1,S1,36,5,-0.497,-0.408,-0.778,-0.415,A41,10.845,10.14,21.377495,-0.5965,5.5,10.4925,-0.4525,6,S H I P,ship{SPACE},753,41,C O V E R E D,covered{SPACE},1821,3,1,1,535,1079
NetworksDemasking,1,1,S1,22,5,-0.664,0.253,-0.757,-0.141,A42,12.559,6.098,27.774153,-0.449,6.5,9.3285,-0.2055,15,B E T T E R,better{SPACE},942,42,C R O C H E T,crochet{SPACE},1484,3,1,1,1295,1776
NetworksDemasking,1,1,S1,133,2,-0.267,-0.377,-0.321,-0.68,A43,7.429,8.523,6.106024,-0.5005,6.5,7.976,-0.322,1,R E C T A N G L E,rectangle{SPACE},1932,43,C U B E,cube{SPACE},1430,2,1,1,3660,1386
NetworksDemasking,1,1,S1,95,6,-0.622,-0.178,-0.597,-0.017,A44,10.002,5.68,27.202333,-0.307,4.5,7.841,-0.4,6,A G E N T,agent{SPACE},904,44,C U S S,cuss{SPACE},1073,3,1,1,1355,3280
NetworksDemasking,1,1,S1,14,4,-0.655,0.088,-0.632,-0.078,A45,11.23,8.496,19.871816,-0.355,6.5,9.863,-0.2835,2,F O R C E,force{SPACE},1085,45,C Y L I N D E R,cylinder{SPACE},1651,3,1,1,1762,1850
NetworksDemasking,1,1,S1,20,6,-0.513,-0.381,-0.845,-0.544,A46,10.686,7.41,26.623983,-0.6945,4,9.048,-0.447,3,S L O W,slow{SPACE},1005,46,D A R T,dart{SPACE},982,2,1,1,1960,2320
NetworksDemasking,1,1,S1,151,5,-0.8,-0.651,-0.671,-0.739,A47,11.272,8.139,21.831519,-0.705,4,9.7055,-0.7255,4,R E S T,rest{SPACE},813,47,D A S H,dash{SPACE},1199,3,1,1,1644,1330
NetworksDemasking,1,1,S1,44,2,-0.211,-0.096,-0.093,-0.09,A48,6.648,7.623,10.13837,-0.0915,7.5,7.1355,-0.1535,2,B E T R A Y,betray{SPACE},2690,48,D E C E P T I O N,deception{SPACE},1412,2,1,1,1182,1719
NetworksDemasking,1,1,S1,24,3,-0.434,-0.075,-0.44,-0.115,A49,7.499,5.557,13.4476,-0.2775,8.5,6.528,-0.2545,2,D I S S O L V E,dissolve{SPACE},1374,49,D E C O M P O S E,decompose{SPACE},2199,1,1,1,1697,2403
NetworksDemasking,1,1,S1,158,3,-0.408,-0.38,-0.503,-0.609,A50,7.923,8.341,8.662915,-0.556,7,8.132,-0.394,4,C L O W N,clown{SPACE},1200,50,D E P R E S S E D,depressed{SPACE},1638,2,1,1,2664,2171
NetworksDemasking,1,1,S1,79,2,-0.055,-0.395,-0.12,-0.384,A51,7.386,8.369,9.135453,-0.252,8,7.8775,-0.225,2,T R E A S O N,treason{SPACE},1765,51,D E T E C T I V E,detective{SPACE},1779,2,1,1,2087,3184
NetworksDemasking,1,1,S1,240,6,-0.635,-0.305,-0.714,-0.376,A52,10.625,6.385,28.290071,-0.545,8,8.505,-0.47,15,P O P U L A R,popular{SPACE},1214,52,D I G E S T I O N,digestion{SPACE},1500,3,1,1,1295,2408
NetworksDemasking,1,1,S1,81,3,-0.49,-0.347,-0.426,-0.497,A53,8.096,10.339,10.231938,-0.4615,8,9.2175,-0.4185,2,R E F R A I N,refrain{SPACE},2069,53,D I R E C T I O N,direction{SPACE},1771,2,1,1,2654,1342
NetworksDemasking,1,1,S1,96,5,-0.663,-0.153,-0.768,-0.139,A54,9.602,11.475,21.217385,-0.4535,7,10.5385,-0.408,3,L I P S,lips{SPACE},1022,54,D I S C U S S I O N,discussion{SPACE},1705,3,1,1,1895,1308
NetworksDemasking,1,1,S1,106,3,-0.326,-0.309,-0.566,-0.507,A55,11.201,10.799,13.541366,-0.5365,6.5,11,-0.3175,3,C R E A T E,create{SPACE},1154,55,D I S P L A Y,display{SPACE},1128,2,1,1,1298,1322
NetworksDemasking,1,1,S1,189,8,-0.066,-0.342,-0.168,-0.059,A56,5.817,6.645,36.835689,-0.1135,8.5,6.231,-0.204,3,S N O R K E L,snorkel{SPACE},1421,56,D O W N S T R E A M,downstream{SPACE},2570,2,1,1,2277,2175
NetworksDemasking,1,1,S1,155,4,-0.646,-0.474,-0.671,-0.699,A57,8.639,11.521,14.797798,-0.685,5,10.08,-0.56,4,L O T T E R Y,lottery{SPACE},1724,57,D U E,due{SPACE},646,2,1,1,1276,1137
NetworksDemasking,1,1,S1,128,6,-0.556,-0.519,-0.457,-0.19,A58,8.224,6.974,23.923021,-0.3235,3.5,7.599,-0.5375,6,B R A,bra{SPACE},688,58,D U N K,dunk{SPACE},795,3,1,1,1665,1644
NetworksDemasking,1,1,S1,39,5,-0.529,NA,-0.37,NA,A59,10.55,NA,20.77332,-0.37,4,10.55,-0.529,2,H U G E,huge{SPACE},769,59,D W A R V E S,dwarves{SPACE},1603,2,1,1,1039,1900
NetworksDemasking,1,1,S1,116,Inf,-0.248,0.405,-0.683,0.886,A60,9.685,4.234,Inf,0.1015,7.5,6.9595,0.0785,6,C E L L,cell{SPACE},1034,60,E A R N E S T N E S S,earnestness{SPACE},2495,3,1,1,2456,3262
NetworksDemasking,1,1,S1,76,1,-0.286,-0.043,-0.457,-0.309,A61,6.094,6.033,6.209453,-0.383,7.5,6.0635,-0.1645,1,B R A C E L E T,bracelet{SPACE},2201,61,E A R R I N G,earring{SPACE},1209,1,1,1,2372,2240
NetworksDemasking,1,1,S1,122,2,-0.738,-0.378,-0.579,-0.672,A62,9.7,10.598,6.301552,-0.6255,4,10.149,-0.558,4,O D D,odd{SPACE},1257,62,E Q U A L,equal{SPACE},1214,2,1,1,2191,1230
NetworksDemasking,1,1,S1,233,4,0.55,-0.313,0.296,-0.214,A63,5.313,7.902,19.381519,0.041,6,6.6075,0.1185,6,S C A L P E L,scalpel{SPACE},1577,63,E R E C T,erect{SPACE},1070,3,1,1,2125,2712
NetworksDemasking,1,1,S1,149,4,0.027,-0.35,-0.448,-0.517,A64,9.676,7.883,19.323928,-0.4825,7.5,8.7795,-0.1615,15,S C H E M E,scheme{SPACE},1895,64,E X H A U S T E D,exhausted{SPACE},2265,3,1,1,2277,1592
NetworksDemasking,1,1,S1,175,5,-0.272,-0.305,-0.511,-0.537,A65,7.093,10.139,17.829686,-0.524,7.5,8.616,-0.2885,4,T R U T H F U L,truthful{SPACE},1620,65,E X P R E S S,express{SPACE},1334,3,1,1,1685,1419
NetworksDemasking,1,1,S1,51,6,-0.456,-0.557,-0.672,-0.574,A66,10.942,10.041,33.031251,-0.623,6,10.4915,-0.5065,2,F I G U R E,figure{SPACE},935,66,F A C T O R,factor{SPACE},1179,2,1,1,1388,1159
NetworksDemasking,1,1,S1,2,3,-0.169,-0.558,-0.469,-0.804,A67,8.697,10.3,12.268527,-0.6365,5.5,9.4985,-0.3635,2,C H O R U S,{SHIFT}Chorus{SPACE},2279,67,F A I T H,faith{SPACE},953,2,1,1,1255,1208
NetworksDemasking,1,1,S1,3,4,-0.489,-0.632,-0.609,-0.594,A68,9.769,8.903,20.315599,-0.6015,6.5,9.336,-0.5605,2,F R I E N D L Y,friendly{SPACE},1686,68,F A N C Y,fancy{SPACE},948,2,1,1,1171,987
NetworksDemasking,1,1,S1,9,5,-0.26,-0.555,-0.36,-0.635,A69,6.109,8.522,21.868076,-0.4975,5.5,7.3155,-0.4075,4,T U L I P,tulip{SPACE},2151,69,F A R M E R,farmer{SPACE},1318,3,1,1,1722,1453
NetworksDemasking,1,1,S1,33,1,-0.724,-0.542,-0.811,-0.76,A70,10.399,10.287,5.169925,-0.7855,4,10.343,-0.633,3,H E A V Y,heavy{SPACE},935,70,F A T,fat{SPACE},670,1,1,1,1690,1080
NetworksDemasking,1,1,S1,82,4,-0.512,-0.505,-0.318,-0.578,A71,10.824,9.902,19.621411,-0.448,4.5,10.363,-0.5085,6,F E L T,felt{SPACE},813,71,F A U L T,fault{SPACE},1083,3,1,1,2460,1907
NetworksDemasking,1,1,S1,204,2,0.011,-0.216,0.004,-0.798,A72,6.945,9.908,7.871787,-0.397,5,8.4265,-0.1025,4,F A M I N E,famine{SPACE},999,72,F E E D,feed{SPACE},788,2,1,1,2370,1253
NetworksDemasking,1,1,S1,12,4,0.207,-0.436,0.239,-0.154,A73,5.749,8.21,20.001672,0.0425,5.5,6.9795,-0.1145,15,Z U C C H I N I,zucchini{SPACE},8710,73,F I N,fin{SPACE},779,3,1,1,2322,1176
NetworksDemasking,1,1,S1,182,4,-0.593,-0.42,-0.44,-0.48,A74,7.972,5.71,17.466128,-0.46,5,6.841,-0.5065,15,L I D,lid{SPACE},799,74,F I R E M A N,fireman{SPACE},2128,3,1,1,3129,2232
NetworksDemasking,1,1,S1,118,2,-0.333,-0.459,-0.309,-0.229,A75,7.566,8.705,9.678939,-0.269,6.5,8.1355,-0.396,1,H O S T I L I T Y,honestly{SPACE},1748,75,F I S T,fist{SPACE},1665,2,0,1,2121,2316
NetworksDemasking,1,1,S1,191,6,0.122,-0.394,-0.155,-0.335,A76,7.261,6.696,30.109361,-0.245,7,6.9785,-0.136,1,C H A M P A G N E,champagne{SPACE},3136,76,F L A S K,flask{SPACE},1939,2,1,1,1664,1717
NetworksDemasking,1,1,S1,205,4,NA,-0.695,NA,-0.606,A77,NA,8.498,18.769976,-0.606,4,8.498,-0.695,2,B O O K B A G,bookbag{SPACE},2227,77,F O L D,fold{SPACE},777,3,1,1,2183,1174
NetworksDemasking,1,1,S1,246,5,-0.228,-0.303,-0.658,-0.628,A78,7.774,8.658,25.095853,-0.643,6.5,8.216,-0.2655,6,S T R I V E,strive{SPACE},928,78,F O O L I S H,foolish{SPACE},932,3,1,1,1380,1168
NetworksDemasking,1,1,S1,216,4,-0.531,-0.422,-0.644,-0.555,A79,12.418,11.681,15.481369,-0.5995,5.5,12.0495,-0.4765,2,M E S S A G E,message{SPACE},1204,79,F O R M,form{SPACE},634,2,1,1,1366,1274
NetworksDemasking,1,1,S1,48,4,-0.584,-0.048,-0.878,0.312,A80,11.261,6.165,18.982172,-0.283,8,8.713,-0.316,3,F A C E,face{SPACE},826,80,F R I E N D L I N E S S,friendliness{SPACE},2494,2,1,1,1242,2596
NetworksDemasking,1,1,S1,180,4,-0.137,-0.394,-0.453,-0.377,A81,9.709,5.694,21.111232,-0.415,6.5,7.7015,-0.2655,15,S P E A K E R,speaker{SPACE},1029,81,F R I G I D,frigid{SPACE},1461,3,1,1,2170,2086
NetworksDemasking,1,1,S1,150,Inf,-0.509,-0.56,-0.754,-0.314,A82,8.361,5.537,Inf,-0.534,5,6.949,-0.5345,4,T H I E F,thief{SPACE},1422,82,F R I S K,frisk{SPACE},1245,2,1,1,2328,1710
NetworksDemasking,1,1,S1,11,2,-0.179,-0.523,-0.867,-0.557,A83,11.636,9.137,8.819991,-0.712,5.5,10.3865,-0.351,2,S P A C E,space{SPACE},1115,83,G A L A X Y,galaxy{SPACE},1281,1,1,1,1726,1864
NetworksDemasking,1,1,S1,27,4,-0.682,-0.412,-0.647,-0.412,A84,7.109,7.585,14.758229,-0.5295,5,7.347,-0.547,15,L O A F,loaf{SPACE},1026,84,G A M B L E,gamble{SPACE},1249,3,1,1,1299,1649
NetworksDemasking,1,1,S1,31,4,-0.131,0.035,-0.217,0.214,A85,8.272,8.816,20.543274,-0.0015,7.5,8.544,-0.048,3,C O M P A S S I O N,compassion{SPACE},2583,85,G H O U L,ghoul{SPACE},953,4,1,1,1272,1856
NetworksDemasking,1,1,S1,52,6,-0.803,-0.252,-0.659,-0.308,A86,10.85,6.568,28.083554,-0.4835,5,8.709,-0.5275,3,H O T,hot{SPACE},833,86,G L A C I E R,glacier{SPACE},1225,2,1,1,1099,1558
NetworksDemasking,1,1,S1,169,2,-0.621,-0.485,-0.517,-0.578,A87,8.657,9.414,9.424466,-0.5475,5,9.0355,-0.553,2,P L A Z A,plaza{SPACE},1714,87,G O O D S,goods{SPACE},882,2,1,1,1667,2766
NetworksDemasking,1,1,S1,5,Inf,-0.576,-0.493,-0.681,0.164,A88,11.795,6.254,Inf,-0.2585,5,9.0245,-0.5345,3,W R I T E,write{SPACE},847,88,G R A F T,graft{SPACE},1227,2,1,1,1297,1941
NetworksDemasking,1,1,S1,243,5,-0.353,-0.432,-0.636,-0.179,A89,10.67,7.434,22.497429,-0.4075,5.5,9.052,-0.3925,3,F E M A L E,female{SPACE},819,89,G R O O M,groom{SPACE},857,3,1,1,1221,1290
NetworksDemasking,1,1,S1,35,4,-0.53,-0.652,-0.175,-0.547,A90,9.373,10.882,18.621002,-0.361,6.5,10.1275,-0.591,15,O R D I N A R Y,ordinary{SPACE},1523,90,G U I D E,guide{SPACE},910,3,1,1,1284,1262
NetworksDemasking,1,1,S1,145,3,-0.258,-0.688,-0.295,-0.668,A91,7.551,11.34,14.157233,-0.4815,5.5,9.4455,-0.473,4,H O R M O N E S,hormones{SPACE},3305,91,G U Y,guy{SPACE},715,3,1,1,1291,1125
NetworksDemasking,1,1,S1,66,2,-0.362,-0.695,-0.603,-0.533,A92,8.739,8.294,12.848525,-0.568,6,8.5165,-0.5285,1,S A I L O R,sailor{SPACE},1111,92,H A R B O R,harbor{SPACE},1142,2,1,1,2190,1154
NetworksDemasking,1,1,S1,129,3,-0.661,-0.548,-0.654,-0.902,A93,7.713,9.371,14.973653,-0.778,4.5,8.542,-0.6045,3,K I T T E N,kitten{SPACE},2134,93,H A T,hat{SPACE},558,2,1,1,1820,1196
NetworksDemasking,1,1,S1,217,Inf,-0.397,-0.45,-0.217,-0.635,A94,6.605,8.342,Inf,-0.426,6,7.4735,-0.4235,1,T I M I D,timed{SPACE},3278,94,H E I G H T S,heights{SPACE},1461,2,0,1,1694,1436
NetworksDemasking,1,1,S1,120,5,-0.479,-0.602,-0.536,-0.644,A95,9.112,13.296,24.648925,-0.59,4,11.204,-0.5405,6,C H A S E,chase{SPACE},807,95,H E R,her{SPACE},668,3,1,1,1304,1228
NetworksDemasking,1,1,S1,187,3,-0.432,-0.704,-0.807,-0.985,A96,9.23,12.131,14.238753,-0.896,4.5,10.6805,-0.568,3,T R U C K,truck{SPACE},1500,96,H I G H,high{SPACE},940,2,1,1,1208,1093
NetworksDemasking,1,1,S1,160,5,-0.656,-0.356,-0.67,0.13,A97,8.557,5.182,18.510145,-0.27,4.5,6.8695,-0.506,6,P E N N Y,penny{SPACE},982,97,H O B O,hobo{SPACE},1013,3,1,1,1571,1220
NetworksDemasking,1,1,S1,10,1,-0.585,-0.646,-0.63,-0.73,A98,10.765,11.171,5.51307,-0.68,4,10.968,-0.6155,2,D R O P,drop{SPACE},1114,98,H O L D,hold{SPACE},1529,1,1,1,1491,530
NetworksDemasking,1,1,S1,215,5,-0.534,-0.701,-0.554,-0.672,A99,9.814,9.36,20.324736,-0.613,5.5,9.587,-0.6175,6,D I A M O N D,diamond{SPACE},1239,99,H O O K,hook{SPACE},863,3,1,1,1589,1196
NetworksDemasking,1,1,S1,230,4,NA,-0.342,NA,-0.692,A100,4.025,9.457,18.199005,-0.692,6,6.741,-0.342,3,A R I G H T,aright{SPACE},1335,100,H O R R O R,horror{SPACE},1201,3,1,1,4237,1946
NetworksDemasking,1,1,S1,199,2,-0.746,-0.459,-0.654,-0.739,A101,7.522,8.748,8.096715,-0.6965,5,8.135,-0.6025,4,R I B S,ribs{SPACE},735,101,H U N G R Y,hungry{SPACE},1271,2,1,1,2080,1238
NetworksDemasking,1,1,S1,245,4,-0.413,-0.478,-0.545,-0.44,A102,10.231,10.486,15.446281,-0.4925,7,10.3585,-0.4455,2,E M P L O Y E R,employer{SPACE},1155,102,I N C O M E,income{SPACE},807,2,1,1,1282,1804
NetworksDemasking,1,1,S1,201,Inf,-0.387,-0.517,-0.211,-0.135,A103,7.925,8.017,Inf,-0.173,8,7.971,-0.452,3,A L L E R G Y,allergy{SPACE},1232,103,I N J E C T I O N,injection{SPACE},1318,2,1,1,1479,1254
NetworksDemasking,1,1,S1,209,4,NA,0.086,NA,-0.26,A104,6.157,7.089,12.551492,-0.26,9,6.623,0.086,3,B R I T A N N I C A,britannica{SPACE},3062,104,I N S T R U C T,instruct{SPACE},1530,3,1,1,2920,2609
NetworksDemasking,1,1,S1,220,4,-0.454,-0.504,-0.454,-0.153,A105,8.117,9.224,18.844226,-0.3035,7.5,8.6705,-0.479,6,C R U D E,crude{SPACE},1039,105,I N S T R U M E N T,instrument{SPACE},1736,3,1,1,1346,2206
NetworksDemasking,1,1,S1,64,5,-0.752,-0.623,-0.605,-0.449,A106,10.439,7.611,22.388772,-0.527,4,9.025,-0.6875,15,F A C T S,facts{SPACE},792,106,I V Y,ivy{SPACE},836,3,1,1,1288,3634
NetworksDemasking,1,1,S1,239,5,-0.136,-0.631,-0.352,-0.684,A107,11.042,7.484,17.096736,-0.518,7.5,9.263,-0.3835,15,C O M M E R C I A L,commercial{SPACE},1508,107,J O K E R,joker{SPACE},751,3,1,1,2202,1296
NetworksDemasking,1,1,S1,214,2,-0.416,-0.608,-0.548,-0.754,A108,10.968,10.283,10.509577,-0.651,6,10.6255,-0.512,2,M E D I A,media{SPACE},897,108,J O U R N A L,journal{SPACE},1985,2,1,1,1291,1065
